,,,,,globalP,globalP,globalP,packetP,packetP,packetP,sessionP,sessionP,sessionP,transactionP,transactionP,transactionP
,subscriber_count_Connected,subscriber_count_Idle,subscriber_count_Pending,subscriber_count_Unregistered,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_globalP_ausf,total_allocated_memory_globalP_ausf,chunk_create_count_minus_destroy_count_cm_globalP_ausf,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_packetP_ausf,total_allocated_memory_packetP_ausf,chunk_create_count_minus_destroy_count_cm_packetP_ausf,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_sessionP_ausf,total_allocated_memory_sessionP_ausf,chunk_create_count_minus_destroy_count_cm_sessionP_ausf,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_transactionP_ausf,total_allocated_memory_transactionP_ausf,chunk_create_count_minus_destroy_count_cm_transactionP_ausf
timestamp,,,,,,,,,,,,,,,,
2024-07-26 07:28:34,0,0,0,10000,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-26 07:28:35,0,0,0,10000,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-26 07:28:36,1,0,0,9999,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-26 07:28:37,2,0,0,9998,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-26 07:28:38,3,0,0,9997,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-26 07:28:39,4,0,0,9996,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-26 07:28:40,5,0,0,9995,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-26 07:28:41,6,0,0,9994,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-26 07:28:42,7,0,0,9993,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-26 07:28:43,8,0,0,9992,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-26 07:28:44,9,0,0,9991,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-26 07:28:45,10,0,0,9990,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-26 07:28:46,11,0,0,9989,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-26 07:28:47,12,0,0,9988,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-26 07:28:48,13,0,0,9987,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-26 07:28:49,14,0,0,9986,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-26 07:28:50,15,0,0,9985,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-26 07:28:51,16,0,0,9984,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-26 07:28:52,17,0,0,9983,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-26 07:28:53,18,0,0,9982,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-26 07:28:54,19,0,0,9981,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-26 07:28:55,20,0,0,9980,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-26 07:28:56,21,0,0,9979,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-26 07:28:57,22,0,0,9978,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-26 07:28:58,23,0,0,9977,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-26 07:28:59,24,0,0,9976,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-26 07:29:00,25,0,0,9975,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-26 07:29:01,26,0,0,9974,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-26 07:29:02,27,0,0,9973,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-26 07:29:03,28,0,0,9972,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-26 07:29:04,29,0,0,9971,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-26 07:29:05,30,0,0,9970,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-26 07:29:06,31,0,0,9969,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-26 07:29:07,32,0,0,9968,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-26 07:29:08,33,0,0,9967,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-26 07:29:09,34,0,0,9966,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-26 07:29:10,35,0,0,9965,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-26 07:29:11,36,0,0,9964,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-26 07:29:12,37,0,0,9963,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-26 07:29:13,38,0,0,9962,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-26 07:29:14,39,0,0,9961,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-26 07:29:15,40,0,0,9960,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-26 07:29:16,41,0,0,9959,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-26 07:29:17,42,0,0,9958,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-26 07:29:18,43,0,0,9957,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-26 07:29:19,44,0,0,9956,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-26 07:29:20,45,0,0,9955,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-26 07:29:21,46,0,0,9954,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-26 07:29:22,47,0,0,9953,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-26 07:29:23,48,0,0,9952,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-26 07:29:24,49,0,0,9951,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-26 07:29:25,50,0,0,9950,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-26 07:29:26,51,0,0,9949,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-26 07:29:27,52,0,0,9948,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-26 07:29:28,53,0,0,9947,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-26 07:29:29,54,0,0,9946,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-26 07:29:30,55,0,0,9945,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-26 07:29:31,56,0,0,9944,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-26 07:29:32,57,0,0,9943,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-26 07:29:33,58,0,0,9942,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-26 07:29:34,59,0,0,9941,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-26 07:29:35,60,0,0,9940,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-26 07:29:36,61,0,0,9939,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-26 07:29:37,62,0,0,9938,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-26 07:29:38,63,0,0,9937,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-26 07:29:39,64,0,0,9936,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-26 07:29:40,65,0,0,9935,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-26 07:29:41,66,0,0,9934,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-26 07:29:42,67,0,0,9933,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-26 07:29:43,68,0,0,9932,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-26 07:29:44,69,0,0,9931,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
