,,,,,globalP,globalP,globalP,packetP,packetP,packetP,sessionP,sessionP,sessionP,transactionP,transactionP,transactionP
,subscriber_count_Connected,subscriber_count_Idle,subscriber_count_Pending,subscriber_count_Unregistered,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_globalP_amf,total_allocated_memory_globalP_amf,chunk_create_count_minus_destroy_count_cm_globalP_amf,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_packetP_amf,total_allocated_memory_packetP_amf,chunk_create_count_minus_destroy_count_cm_packetP_amf,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_sessionP_amf,total_allocated_memory_sessionP_amf,chunk_create_count_minus_destroy_count_cm_sessionP_amf,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_transactionP_amf,total_allocated_memory_transactionP_amf,chunk_create_count_minus_destroy_count_cm_transactionP_amf
timestamp,,,,,,,,,,,,,,,,
2024-07-26 11:06:37,200,0,0,9800,6,64.0,36,614,64.0,1408,2,64.0,218,5,32.0,208
2024-07-26 11:06:38,200,0,0,9800,6,64.0,36,614,64.0,1408,2,64.0,218,5,32.0,208
2024-07-26 11:06:39,201,0,0,9799,6,64.0,36,614,64.0,1415,2,64.0,219,5,32.0,209
2024-07-26 11:06:40,202,0,0,9798,6,64.0,36,617,64.0,1422,2,64.0,220,5,32.0,210
2024-07-26 11:06:41,203,0,0,9797,6,64.0,36,620,64.0,1429,2,64.0,221,5,32.0,211
2024-07-26 11:06:42,204,0,0,9796,6,64.0,36,623,64.0,1436,2,64.0,222,5,32.0,212
2024-07-26 11:06:43,205,0,0,9795,6,64.0,36,626,64.0,1443,2,64.0,223,5,32.0,213
2024-07-26 11:06:44,206,0,0,9794,6,64.0,36,629,64.0,1450,2,64.0,224,5,32.0,214
2024-07-26 11:06:45,207,0,0,9793,6,64.0,36,632,64.0,1457,2,64.0,225,5,32.0,215
2024-07-26 11:06:46,208,0,0,9792,6,64.0,36,635,64.0,1464,2,64.0,226,5,32.0,216
2024-07-26 11:06:47,209,0,0,9791,6,64.0,36,638,64.0,1471,2,64.0,227,5,32.0,217
2024-07-26 11:06:48,210,0,0,9790,6,64.0,36,641,64.0,1478,2,64.0,228,5,32.0,218
2024-07-26 11:06:49,211,0,0,9789,6,64.0,36,644,64.0,1485,2,64.0,229,5,32.0,219
2024-07-26 11:06:50,212,0,0,9788,6,64.0,36,647,64.0,1492,2,64.0,230,5,32.0,220
2024-07-26 11:06:51,213,0,0,9787,6,64.0,36,650,64.0,1499,2,64.0,231,5,32.0,221
2024-07-26 11:06:52,214,0,0,9786,6,64.0,36,653,64.0,1506,2,64.0,232,5,32.0,222
2024-07-26 11:06:53,215,0,0,9785,6,64.0,36,656,64.0,1513,2,64.0,233,5,32.0,223
