,,,,,globalP,globalP,globalP,packetP,packetP,packetP,sessionP,sessionP,sessionP,transactionP,transactionP,transactionP
,subscriber_count_Connected,subscriber_count_Idle,subscriber_count_Pending,subscriber_count_Unregistered,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_globalP_udm,total_allocated_memory_globalP_udm,chunk_create_count_minus_destroy_count_cm_globalP_udm,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_packetP_udm,total_allocated_memory_packetP_udm,chunk_create_count_minus_destroy_count_cm_packetP_udm,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_sessionP_udm,total_allocated_memory_sessionP_udm,chunk_create_count_minus_destroy_count_cm_sessionP_udm,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_transactionP_udm,total_allocated_memory_transactionP_udm,chunk_create_count_minus_destroy_count_cm_transactionP_udm
timestamp,,,,,,,,,,,,,,,,
2024-07-26 11:06:37,200,0,0,9800,6,128.0,34,10,128.0,7,1,128.0,0,2,128.0,4
2024-07-26 11:06:38,200,0,0,9800,6,128.0,34,10,128.0,7,1,128.0,0,2,128.0,4
2024-07-26 11:06:39,201,0,0,9799,6,128.0,34,10,128.0,7,1,128.0,0,2,128.0,4
2024-07-26 11:06:40,202,0,0,9798,6,128.0,34,10,128.0,7,1,128.0,0,2,128.0,4
2024-07-26 11:06:41,203,0,0,9797,6,128.0,34,10,128.0,7,1,128.0,0,2,128.0,4
2024-07-26 11:06:42,204,0,0,9796,6,128.0,34,10,128.0,7,1,128.0,0,2,128.0,4
2024-07-26 11:06:43,205,0,0,9795,6,128.0,34,10,128.0,7,1,128.0,0,2,128.0,4
2024-07-26 11:06:44,206,0,0,9794,6,128.0,34,10,128.0,7,1,128.0,0,2,128.0,4
2024-07-26 11:06:45,207,0,0,9793,6,128.0,34,10,128.0,7,1,128.0,0,2,128.0,4
2024-07-26 11:06:46,208,0,0,9792,6,128.0,34,10,128.0,7,1,128.0,0,2,128.0,4
2024-07-26 11:06:47,209,0,0,9791,6,128.0,34,10,128.0,7,1,128.0,0,2,128.0,4
2024-07-26 11:06:48,210,0,0,9790,6,128.0,34,10,128.0,7,1,128.0,0,2,128.0,4
2024-07-26 11:06:49,211,0,0,9789,6,128.0,34,10,128.0,7,1,128.0,0,2,128.0,4
2024-07-26 11:06:50,212,0,0,9788,6,128.0,34,10,128.0,7,1,128.0,0,2,128.0,4
2024-07-26 11:06:51,213,0,0,9787,6,128.0,34,10,128.0,7,1,128.0,0,2,128.0,4
2024-07-26 11:06:52,214,0,0,9786,6,128.0,34,10,128.0,7,1,128.0,0,2,128.0,4
2024-07-26 11:06:53,215,0,0,9785,6,128.0,34,10,128.0,7,1,128.0,0,2,128.0,4
2024-07-26 11:06:54,216,0,0,9784,6,128.0,34,10,128.0,7,1,128.0,0,2,128.0,4
2024-07-26 11:06:55,217,0,0,9783,6,128.0,34,10,128.0,7,1,128.0,0,2,128.0,4
2024-07-26 11:06:56,218,0,0,9782,6,128.0,34,10,128.0,7,1,128.0,0,2,128.0,4
2024-07-26 11:06:57,219,0,0,9781,6,128.0,34,10,128.0,7,1,128.0,0,2,128.0,4
2024-07-26 11:06:58,220,0,0,9780,6,128.0,34,10,128.0,7,1,128.0,0,2,128.0,4
2024-07-26 11:06:59,221,0,0,9779,6,128.0,34,10,128.0,7,1,128.0,0,2,128.0,4
2024-07-26 11:07:00,222,0,0,9778,6,128.0,34,10,128.0,7,1,128.0,0,2,128.0,4
2024-07-26 11:07:01,223,0,0,9777,6,128.0,34,10,128.0,7,1,128.0,0,2,128.0,4
2024-07-26 11:07:02,224,0,0,9776,6,128.0,34,10,128.0,7,1,128.0,0,2,128.0,4
2024-07-26 11:07:03,225,0,0,9775,6,128.0,34,10,128.0,7,1,128.0,0,2,128.0,4
2024-07-26 11:07:04,226,0,0,9774,6,128.0,34,10,128.0,7,1,128.0,0,2,128.0,4
2024-07-26 11:07:05,227,0,0,9773,6,128.0,34,10,128.0,7,1,128.0,0,2,128.0,4
2024-07-26 11:07:06,228,0,0,9772,6,128.0,34,10,128.0,7,1,128.0,0,2,128.0,4
2024-07-26 11:07:07,229,0,0,9771,6,128.0,34,10,128.0,7,1,128.0,0,2,128.0,4
2024-07-26 11:07:08,230,0,0,9770,6,128.0,34,10,128.0,7,1,128.0,0,2,128.0,4
2024-07-26 11:07:09,231,0,0,9769,6,128.0,34,10,128.0,7,1,128.0,0,2,128.0,4
2024-07-26 11:07:10,232,0,0,9768,6,128.0,34,10,128.0,7,1,128.0,0,2,128.0,4
2024-07-26 11:07:11,233,0,0,9767,6,128.0,34,10,128.0,7,1,128.0,0,2,128.0,4
2024-07-26 11:07:12,234,0,0,9766,6,128.0,34,10,128.0,7,1,128.0,0,2,128.0,4
2024-07-26 11:07:13,235,0,0,9765,6,128.0,34,10,128.0,7,1,128.0,0,2,128.0,4
2024-07-26 11:07:14,236,0,0,9764,6,128.0,34,10,128.0,7,1,128.0,0,2,128.0,4
2024-07-26 11:07:15,237,0,0,9763,6,128.0,34,10,128.0,7,1,128.0,0,2,128.0,4
2024-07-26 11:07:16,238,0,0,9762,6,128.0,34,10,128.0,7,1,128.0,0,2,128.0,4
2024-07-26 11:07:17,239,0,0,9761,6,128.0,34,10,128.0,7,1,128.0,0,2,128.0,4
2024-07-26 11:07:18,240,0,0,9760,6,128.0,34,10,128.0,7,1,128.0,0,2,128.0,4
