,,,,,globalP,globalP,globalP,packetP,packetP,packetP,sessionP,sessionP,sessionP,transactionP,transactionP,transactionP
,subscriber_count_Connected,subscriber_count_Idle,subscriber_count_Pending,subscriber_count_Unregistered,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_globalP_smf,total_allocated_memory_globalP_smf,chunk_create_count_minus_destroy_count_cm_globalP_smf,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_packetP_smf,total_allocated_memory_packetP_smf,chunk_create_count_minus_destroy_count_cm_packetP_smf,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_sessionP_smf,total_allocated_memory_sessionP_smf,chunk_create_count_minus_destroy_count_cm_sessionP_smf,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_transactionP_smf,total_allocated_memory_transactionP_smf,chunk_create_count_minus_destroy_count_cm_transactionP_smf
timestamp,,,,,,,,,,,,,,,,
2024-07-26 11:06:37,200,0,0,9800,8,511.998046875,39,706,512.0,608,8,511.998046875,5447,3,512.0,5
2024-07-26 11:06:38,200,0,0,9800,8,511.998046875,39,706,512.0,608,8,511.998046875,5447,3,512.0,5
2024-07-26 11:06:39,201,0,0,9799,8,511.998046875,39,706,512.0,611,8,511.998046875,5474,3,512.0,5
2024-07-26 11:06:40,202,0,0,9798,8,511.998046875,39,710,512.0,614,8,511.998046875,5501,3,512.0,5
2024-07-26 11:06:41,203,0,0,9797,8,511.998046875,39,713,512.0,617,8,511.998046875,5528,3,512.0,5
2024-07-26 11:06:42,204,0,0,9796,8,511.998046875,39,717,512.0,620,8,511.998046875,5555,3,512.0,5
2024-07-26 11:06:43,205,0,0,9795,8,511.998046875,39,720,512.0,623,8,511.998046875,5582,3,512.0,5
2024-07-26 11:06:44,206,0,0,9794,8,511.998046875,39,724,512.0,626,8,511.998046875,5609,3,512.0,5
2024-07-26 11:06:45,207,0,0,9793,8,511.998046875,39,727,512.0,629,8,511.998046875,5636,3,512.0,5
2024-07-26 11:06:46,208,0,0,9792,8,511.998046875,39,731,512.0,632,8,511.998046875,5663,3,512.0,5
2024-07-26 11:06:47,209,0,0,9791,8,511.998046875,39,734,512.0,635,8,511.998046875,5690,3,512.0,5
2024-07-26 11:06:48,210,0,0,9790,8,511.998046875,39,738,512.0,638,8,511.998046875,5717,3,512.0,5
2024-07-26 11:06:49,211,0,0,9789,8,511.998046875,39,741,512.0,641,8,511.998046875,5744,3,512.0,5
2024-07-26 11:06:50,212,0,0,9788,8,511.998046875,39,745,512.0,644,8,511.998046875,5771,3,512.0,5
2024-07-26 11:06:51,213,0,0,9787,8,511.998046875,39,748,512.0,647,8,511.998046875,5798,3,512.0,5
2024-07-26 11:06:52,214,0,0,9786,8,511.998046875,39,752,512.0,650,8,511.998046875,5825,3,512.0,5
2024-07-26 11:06:53,215,0,0,9785,8,511.998046875,39,755,512.0,653,8,511.998046875,5852,3,512.0,5
2024-07-26 11:06:54,216,0,0,9784,8,511.998046875,39,759,512.0,656,8,511.998046875,5879,3,512.0,5
2024-07-26 11:06:55,217,0,0,9783,8,511.998046875,39,762,512.0,659,8,511.998046875,5906,3,512.0,5
2024-07-26 11:06:56,218,0,0,9782,8,511.998046875,39,766,512.0,662,8,511.998046875,5933,3,512.0,5
2024-07-26 11:06:57,219,0,0,9781,8,511.998046875,39,769,512.0,665,8,511.998046875,5960,3,512.0,5
2024-07-26 11:06:58,220,0,0,9780,8,511.998046875,39,773,512.0,668,8,511.998046875,5987,3,512.0,5
2024-07-26 11:06:59,221,0,0,9779,8,511.998046875,39,776,512.0,671,8,511.998046875,6014,3,512.0,5
2024-07-26 11:07:00,222,0,0,9778,8,511.998046875,39,780,512.0,674,8,511.998046875,6041,3,512.0,5
2024-07-26 11:07:01,223,0,0,9777,8,511.998046875,39,783,512.0,677,8,511.998046875,6068,3,512.0,5
2024-07-26 11:07:02,224,0,0,9776,8,511.998046875,39,787,512.0,680,8,511.998046875,6095,3,512.0,5
2024-07-26 11:07:03,225,0,0,9775,8,511.998046875,39,790,512.0,683,8,511.998046875,6122,3,512.0,5
2024-07-26 11:07:04,226,0,0,9774,8,511.998046875,39,794,512.0,686,8,511.998046875,6149,3,512.0,5
2024-07-26 11:07:05,227,0,0,9773,8,511.998046875,39,797,512.0,689,8,511.998046875,6176,3,512.0,5
2024-07-26 11:07:06,228,0,0,9772,8,511.998046875,39,801,512.0,692,8,511.998046875,6203,3,512.0,5
2024-07-26 11:07:07,229,0,0,9771,8,511.998046875,39,804,512.0,695,8,511.998046875,6230,3,512.0,5
2024-07-26 11:07:08,230,0,0,9770,8,511.998046875,39,808,512.0,698,8,511.998046875,6257,3,512.0,5
2024-07-26 11:07:09,231,0,0,9769,8,511.998046875,39,811,512.0,701,8,511.998046875,6284,3,512.0,5
2024-07-26 11:07:10,232,0,0,9768,8,511.998046875,39,815,512.0,704,8,511.998046875,6311,3,512.0,5
2024-07-26 11:07:11,233,0,0,9767,8,511.998046875,39,818,512.0,707,8,511.998046875,6338,3,512.0,5
2024-07-26 11:07:12,234,0,0,9766,8,511.998046875,39,822,512.0,710,8,511.998046875,6365,3,512.0,5
2024-07-26 11:07:13,235,0,0,9765,8,511.998046875,39,825,512.0,713,8,511.998046875,6392,3,512.0,5
2024-07-26 11:07:14,236,0,0,9764,8,511.998046875,39,828,512.0,716,8,511.998046875,6419,3,512.0,5
2024-07-26 11:07:15,237,0,0,9763,8,511.998046875,39,832,512.0,719,8,511.998046875,6446,3,512.0,5
2024-07-26 11:07:16,238,0,0,9762,8,511.998046875,39,835,512.0,722,8,511.998046875,6473,3,512.0,5
2024-07-26 11:07:17,239,0,0,9761,8,511.998046875,39,839,512.0,725,8,511.998046875,6500,3,512.0,5
2024-07-26 11:07:18,240,0,0,9760,8,511.998046875,39,842,512.0,728,8,511.998046875,6527,3,512.0,5
2024-07-26 11:07:19,241,0,0,9759,8,511.998046875,39,846,512.0,731,8,511.998046875,6554,3,512.0,5
2024-07-26 11:07:20,242,0,0,9758,8,511.998046875,39,849,512.0,734,8,511.998046875,6581,3,512.0,5
2024-07-26 11:07:21,243,0,0,9757,8,511.998046875,39,853,512.0,737,8,511.998046875,6608,3,512.0,5
2024-07-26 11:07:22,244,0,0,9756,8,511.998046875,39,856,512.0,740,8,511.998046875,6635,3,512.0,5
2024-07-26 11:07:23,245,0,0,9755,8,511.998046875,39,860,512.0,743,8,511.998046875,6662,3,512.0,5
2024-07-26 11:07:24,246,0,0,9754,8,511.998046875,39,863,512.0,746,8,511.998046875,6689,3,512.0,5
2024-07-26 11:07:25,247,0,0,9753,8,511.998046875,39,867,512.0,749,8,511.998046875,6716,3,512.0,5
2024-07-26 11:07:26,248,0,0,9752,8,511.998046875,39,870,512.0,752,8,511.998046875,6743,3,512.0,5
2024-07-26 11:07:27,249,0,0,9751,8,511.998046875,39,874,512.0,755,8,511.998046875,6770,3,512.0,5
2024-07-26 11:07:28,250,0,0,9750,8,511.998046875,39,877,512.0,758,8,511.998046875,6797,3,512.0,5
2024-07-26 11:07:29,251,0,0,9749,8,511.998046875,39,881,512.0,761,8,511.998046875,6824,3,512.0,5
2024-07-26 11:07:30,252,0,0,9748,8,511.998046875,39,884,512.0,764,8,511.998046875,6851,3,512.0,5
2024-07-26 11:07:31,253,0,0,9747,8,511.998046875,39,888,512.0,767,8,511.998046875,6878,3,512.0,5
