,,,,,globalP,globalP,globalP,packetP,packetP,packetP,sessionP,sessionP,sessionP,transactionP,transactionP,transactionP
,subscriber_count_Connected,subscriber_count_Idle,subscriber_count_Pending,subscriber_count_Unregistered,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_globalP_ausf,total_allocated_memory_globalP_ausf,chunk_create_count_minus_destroy_count_cm_globalP_ausf,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_packetP_ausf,total_allocated_memory_packetP_ausf,chunk_create_count_minus_destroy_count_cm_packetP_ausf,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_sessionP_ausf,total_allocated_memory_sessionP_ausf,chunk_create_count_minus_destroy_count_cm_sessionP_ausf,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_transactionP_ausf,total_allocated_memory_transactionP_ausf,chunk_create_count_minus_destroy_count_cm_transactionP_ausf
timestamp,,,,,,,,,,,,,,,,
2024-07-30 09:36:03,0,0,0,10000,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-30 09:36:04,0,0,0,10000,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-30 09:36:05,1,0,0,9999,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-30 09:36:06,2,0,0,9998,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-30 09:36:07,3,0,0,9997,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-30 09:36:08,4,0,0,9996,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-30 09:36:09,5,0,0,9995,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-30 09:36:10,6,0,0,9994,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-30 09:36:11,7,0,0,9993,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-30 09:36:12,8,0,0,9992,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-30 09:36:13,9,0,0,9991,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-30 09:36:14,10,0,0,9990,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-30 09:36:15,11,0,0,9989,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-30 09:36:16,12,0,0,9988,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-30 09:36:17,13,0,0,9987,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-30 09:36:18,14,0,0,9986,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-30 09:36:19,15,0,0,9985,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-30 09:36:20,16,0,0,9984,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-30 09:36:21,17,0,0,9983,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-30 09:36:22,18,0,0,9982,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-30 09:36:23,19,0,0,9981,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-30 09:36:24,20,0,0,9980,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-30 09:36:25,21,0,0,9979,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-30 09:36:26,22,0,0,9978,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-30 09:36:27,23,0,0,9977,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-30 09:36:28,24,0,0,9976,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-30 09:36:29,25,0,0,9975,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-30 09:36:30,26,0,0,9974,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-30 09:36:31,27,0,0,9973,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-30 09:36:32,28,0,0,9972,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-30 09:36:33,29,0,0,9971,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-30 09:36:34,30,0,0,9970,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-30 09:36:35,31,0,0,9969,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-30 09:36:36,32,0,0,9968,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-30 09:36:37,33,0,0,9967,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-30 09:36:38,34,0,0,9966,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-30 09:36:39,35,0,0,9965,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-30 09:36:40,36,0,0,9964,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-30 09:36:41,37,0,0,9963,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-30 09:36:42,38,0,0,9962,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-30 09:36:43,39,0,0,9961,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-30 09:36:44,40,0,0,9960,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-30 09:36:45,41,0,0,9959,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-30 09:36:46,42,0,0,9958,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-30 09:36:47,43,0,0,9957,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-30 09:36:48,44,0,0,9956,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-30 09:36:49,45,0,0,9955,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-30 09:36:50,46,0,0,9954,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-30 09:36:51,47,0,0,9953,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-30 09:36:52,48,0,0,9952,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-30 09:36:53,49,0,0,9951,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-30 09:36:54,50,0,0,9950,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-30 09:36:55,51,0,0,9949,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-30 09:36:56,52,0,0,9948,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-30 09:36:57,53,0,0,9947,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-30 09:36:58,54,0,0,9946,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-30 09:36:59,55,0,0,9945,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-30 09:37:00,56,0,0,9944,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-30 09:37:01,57,0,0,9943,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-30 09:37:02,58,0,0,9942,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-30 09:37:03,59,0,0,9941,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-30 09:37:04,60,0,0,9940,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-30 09:37:05,61,0,0,9939,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-30 09:37:06,62,0,0,9938,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-30 09:37:07,63,0,0,9937,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-30 09:37:08,64,0,0,9936,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-30 09:37:09,65,0,0,9935,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-30 09:37:10,66,0,0,9934,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-30 09:37:11,67,0,0,9933,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-30 09:37:12,68,0,0,9932,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
2024-07-30 09:37:13,69,0,0,9931,3,256.0,24,5,256.0,4,1,256.0,1,1,256.0,4
