,,globalP,globalP,globalP,globalP,packetP,packetP,packetP,packetP,sessionP,sessionP,sessionP,sessionP,transactionP,transactionP,transactionP,transactionP
,subscriber_count_Connected,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_globalP_udm,phoenix_memory_pool_create_count_cm_globalP_udm,phoenix_memory_pool_destroy_count_cm_globalP_udm,total_allocated_memory_globalP_udm,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_packetP_udm,phoenix_memory_pool_create_count_cm_packetP_udm,phoenix_memory_pool_destroy_count_cm_packetP_udm,total_allocated_memory_packetP_udm,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_sessionP_udm,phoenix_memory_pool_create_count_cm_sessionP_udm,phoenix_memory_pool_destroy_count_cm_sessionP_udm,total_allocated_memory_sessionP_udm,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_transactionP_udm,phoenix_memory_pool_create_count_cm_transactionP_udm,phoenix_memory_pool_destroy_count_cm_transactionP_udm,total_allocated_memory_transactionP_udm
timestamp,,,,,,,,,,,,,,,,,
2024-07-25 09:13:38,100,7,35,0,128.0,26,4995,4989,128.0,1,101,101,128.0,2,1110,1106,128.0
2024-07-25 09:13:39,103,7,35,0,128.0,26,5021,5015,128.0,1,104,104,128.0,2,1132,1128,128.0
2024-07-25 09:13:40,108,8,36,0,128.0,27,5048,5042,128.0,1,109,109,128.0,2,1168,1164,128.0
2024-07-25 09:13:41,113,8,36,0,128.0,28,5076,5070,128.0,1,114,114,128.0,2,1204,1200,128.0
2024-07-25 09:13:42,118,8,36,0,128.0,29,5105,5099,128.0,1,119,119,128.0,2,1240,1236,128.0
2024-07-25 09:13:43,123,8,36,0,128.0,30,5135,5129,128.0,1,124,124,128.0,2,1276,1272,128.0
2024-07-25 09:13:44,128,9,37,0,128.0,31,5166,5160,128.0,1,129,129,128.0,2,1312,1308,128.0
2024-07-25 09:13:45,133,9,37,0,128.0,31,5197,5191,128.0,1,134,134,128.0,2,1348,1344,128.0
2024-07-25 09:13:46,138,9,37,0,128.0,32,5229,5223,128.0,1,139,139,128.0,2,1384,1380,128.0
2024-07-25 09:13:47,143,10,38,0,128.0,33,5262,5256,128.0,1,144,144,128.0,2,1420,1416,128.0
2024-07-25 09:13:48,148,10,38,0,128.0,34,5296,5290,128.0,1,149,149,128.0,2,1456,1452,128.0
