,,globalP,globalP,globalP,globalP,packetP,packetP,packetP,packetP,sessionP,sessionP,sessionP,sessionP,transactionP,transactionP,transactionP,transactionP
,subscriber_count_Connected,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_globalP_upf1,phoenix_memory_pool_create_count_cm_globalP_upf1,phoenix_memory_pool_destroy_count_cm_globalP_upf1,total_allocated_memory_globalP_upf1,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_packetP_upf1,phoenix_memory_pool_create_count_cm_packetP_upf1,phoenix_memory_pool_destroy_count_cm_packetP_upf1,total_allocated_memory_packetP_upf1,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_sessionP_upf1,phoenix_memory_pool_create_count_cm_sessionP_upf1,phoenix_memory_pool_destroy_count_cm_sessionP_upf1,total_allocated_memory_sessionP_upf1,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_transactionP_upf1,phoenix_memory_pool_create_count_cm_transactionP_upf1,phoenix_memory_pool_destroy_count_cm_transactionP_upf1,total_allocated_memory_transactionP_upf1
timestamp,,,,,,,,,,,,,,,,,
2024-08-02 07:24:29,0,19,43,0,32.0,2,272,270,63.99059295654297,7,15,1,64.0,1,61,57,64.0
2024-08-02 07:24:30,0,19,43,0,32.0,2,276,274,63.99059295654297,7,15,1,64.0,1,62,58,64.0
2024-08-02 07:24:31,1,19,43,0,32.0,2,384,380,63.99059295654297,12,38,3,64.0,2,65,61,64.0
2024-08-02 07:24:32,2,19,43,0,32.0,3,493,487,63.99059295654297,12,61,5,64.0,2,68,64,64.0
2024-08-02 07:24:33,3,19,43,0,32.0,3,602,594,63.99059295654297,12,84,7,64.0,2,71,67,64.0
2024-08-02 07:24:34,4,19,43,0,32.0,4,712,702,63.99059295654297,12,107,9,64.0,2,74,70,64.0
2024-08-02 07:24:35,5,19,43,0,32.0,4,822,810,63.99059295654297,12,130,11,64.0,2,77,73,64.0
2024-08-02 07:24:36,6,19,43,0,32.0,5,933,919,63.99059295654297,12,153,13,64.0,2,80,76,64.0
2024-08-02 07:24:37,7,19,43,0,32.0,5,1044,1028,63.99059295654297,12,176,15,64.0,2,83,79,64.0
2024-08-02 07:24:38,8,19,43,0,32.0,6,1156,1138,63.99059295654297,12,199,17,64.0,2,86,82,64.0
