,,globalP,globalP,globalP,globalP,packetP,packetP,packetP,packetP,sessionP,sessionP,sessionP,sessionP,transactionP,transactionP,transactionP,transactionP
,subscriber_count_Connected,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_globalP_ausf,phoenix_memory_pool_create_count_cm_globalP_ausf,phoenix_memory_pool_destroy_count_cm_globalP_ausf,total_allocated_memory_globalP_ausf,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_packetP_ausf,phoenix_memory_pool_create_count_cm_packetP_ausf,phoenix_memory_pool_destroy_count_cm_packetP_ausf,total_allocated_memory_packetP_ausf,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_sessionP_ausf,phoenix_memory_pool_create_count_cm_sessionP_ausf,phoenix_memory_pool_destroy_count_cm_sessionP_ausf,total_allocated_memory_sessionP_ausf,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_transactionP_ausf,phoenix_memory_pool_create_count_cm_transactionP_ausf,phoenix_memory_pool_destroy_count_cm_transactionP_ausf,total_allocated_memory_transactionP_ausf
timestamp,,,,,,,,,,,,,,,,,
2024-07-25 09:12:59,50,3,22,0,256.0,12,2401,2398,256.0,1,52,51,256.0,1,674,670,256.0
2024-07-25 09:13:00,53,3,22,0,256.0,12,2413,2410,256.0,1,55,54,256.0,1,693,689,256.0
2024-07-25 09:13:01,58,3,22,0,256.0,12,2425,2422,256.0,1,60,59,256.0,1,724,720,256.0
2024-07-25 09:13:02,63,4,23,0,256.0,13,2438,2435,256.0,1,65,64,256.0,1,755,751,256.0
2024-07-25 09:13:03,68,4,23,0,256.0,13,2451,2448,256.0,1,70,69,256.0,1,786,782,256.0
2024-07-25 09:13:04,73,4,23,0,256.0,14,2465,2462,256.0,1,75,74,256.0,1,817,813,256.0
2024-07-25 09:13:05,78,4,23,0,256.0,15,2480,2477,256.0,1,80,79,256.0,1,848,844,256.0
2024-07-25 09:13:06,83,5,24,0,256.0,15,2495,2492,256.0,1,85,84,256.0,1,879,875,256.0
2024-07-25 09:13:07,88,5,24,0,256.0,16,2511,2508,256.0,1,90,89,256.0,1,910,906,256.0
2024-07-25 09:13:08,93,5,24,0,256.0,17,2528,2525,256.0,1,95,94,256.0,1,941,937,256.0
2024-07-25 09:13:09,98,5,24,0,256.0,17,2545,2542,256.0,1,100,99,256.0,1,972,968,256.0
