,,,,,globalP,globalP,globalP,globalP,packetP,packetP,packetP,packetP,sessionP,sessionP,sessionP,sessionP,transactionP,transactionP,transactionP,transactionP
2024-07-26 06:54:07,10,0,0,9990,8,39,0,511.998046875,42,909,871,512.0,8,392,75,511.998046875,3,263,258,512.0
2024-07-26 06:54:08,11,0,0,9989,8,39,0,511.998046875,45,974,933,512.0,8,426,82,511.998046875,3,274,269,512.0
2024-07-26 06:54:09,12,0,0,9988,8,39,0,511.998046875,49,1041,997,512.0,8,460,89,511.998046875,3,285,280,512.0
2024-07-26 06:54:10,13,0,0,9987,8,39,0,511.998046875,52,1113,1066,512.0,8,494,96,511.998046875,3,296,291,512.0
2024-07-26 06:54:11,14,0,0,9986,8,39,0,511.998046875,55,1186,1136,512.0,8,528,103,511.998046875,3,307,302,512.0
2024-07-26 06:54:12,15,0,0,9985,8,39,0,511.998046875,59,1265,1212,512.0,8,562,110,511.998046875,3,318,313,512.0
2024-07-26 06:54:13,16,0,0,9984,8,39,0,511.998046875,62,1345,1289,512.0,8,596,117,511.998046875,3,329,324,512.0
2024-07-26 06:54:14,17,0,0,9983,8,39,0,511.998046875,66,1431,1372,512.0,8,630,124,511.998046875,3,340,335,512.0
2024-07-26 06:54:15,18,0,0,9982,8,39,0,511.998046875,69,1518,1456,512.0,8,664,131,511.998046875,3,351,346,512.0
2024-07-26 06:54:16,19,0,0,9981,8,39,0,511.998046875,73,1611,1546,512.0,8,698,138,511.998046875,3,362,357,512.0
2024-07-26 06:54:17,20,0,0,9980,8,39,0,511.998046875,76,1705,1637,512.0,8,732,145,511.998046875,3,373,368,512.0
2024-07-26 06:54:18,21,0,0,9979,8,39,0,511.998046875,80,1805,1734,512.0,8,766,152,511.998046875,3,384,379,512.0
2024-07-26 06:54:19,22,0,0,9978,8,39,0,511.998046875,83,1906,1832,512.0,8,800,159,511.998046875,3,395,390,512.0
2024-07-26 06:54:20,23,0,0,9977,8,39,0,511.998046875,87,2013,1936,512.0,8,834,166,511.998046875,3,406,401,512.0
2024-07-26 06:54:21,24,0,0,9976,8,39,0,511.998046875,90,2121,2041,512.0,8,868,173,511.998046875,3,417,412,512.0
2024-07-26 06:54:22,25,0,0,9975,8,39,0,511.998046875,94,2235,2152,512.0,8,902,180,511.998046875,3,428,423,512.0
2024-07-26 06:54:23,26,0,0,9974,8,39,0,511.998046875,97,2350,2264,512.0,8,936,187,511.998046875,3,439,434,512.0
2024-07-26 06:54:24,27,0,0,9973,8,39,0,511.998046875,101,2471,2382,512.0,8,970,194,511.998046875,3,450,445,512.0
2024-07-26 06:54:25,28,0,0,9972,8,39,0,511.998046875,104,2593,2501,512.0,8,1004,201,511.998046875,3,461,456,512.0
2024-07-26 06:54:26,29,0,0,9971,8,39,0,511.998046875,108,2721,2626,512.0,8,1038,208,511.998046875,3,472,467,512.0
2024-07-26 06:54:27,30,0,0,9970,8,39,0,511.998046875,111,2850,2752,512.0,8,1072,215,511.998046875,3,483,478,512.0
2024-07-26 06:54:28,31,0,0,9969,8,39,0,511.998046875,115,2985,2884,512.0,8,1106,222,511.998046875,3,494,489,512.0
2024-07-26 06:54:29,32,0,0,9968,8,39,0,511.998046875,118,3121,3017,512.0,8,1140,229,511.998046875,3,505,500,512.0
2024-07-26 06:54:30,33,0,0,9967,8,39,0,511.998046875,122,3263,3156,512.0,8,1174,236,511.998046875,3,516,511,512.0
2024-07-26 06:54:31,34,0,0,9966,8,39,0,511.998046875,125,3406,3296,512.0,8,1208,243,511.998046875,3,527,522,512.0
2024-07-26 06:54:32,35,0,0,9965,8,39,0,511.998046875,129,3555,3442,512.0,8,1242,250,511.998046875,3,538,533,512.0
2024-07-26 06:54:33,36,0,0,9964,8,39,0,511.998046875,132,3705,3589,512.0,8,1276,257,511.998046875,3,549,544,512.0
2024-07-26 06:54:34,37,0,0,9963,8,39,0,511.998046875,136,3861,3742,512.0,8,1310,264,511.998046875,3,560,555,512.0
2024-07-26 06:54:35,38,0,0,9962,8,39,0,511.998046875,139,4018,3896,512.0,8,1344,271,511.998046875,3,571,566,512.0
2024-07-26 06:54:36,39,0,0,9961,8,39,0,511.998046875,143,4181,4056,512.0,8,1378,278,511.998046875,3,582,577,512.0
2024-07-26 06:54:37,40,0,0,9960,8,39,0,511.998046875,146,4345,4217,512.0,8,1412,285,511.998046875,3,593,588,512.0
2024-07-26 06:54:38,41,0,0,9959,8,39,0,511.998046875,149,4514,4383,512.0,8,1446,292,511.998046875,3,604,599,512.0
2024-07-26 06:54:39,42,0,0,9958,8,39,0,511.998046875,153,4685,4551,512.0,8,1480,299,511.998046875,3,615,610,512.0
2024-07-26 06:54:40,43,0,0,9957,8,39,0,511.998046875,156,4861,4724,512.0,8,1514,306,511.998046875,3,626,621,512.0
2024-07-26 06:54:41,44,0,0,9956,8,39,0,511.998046875,160,5039,4899,512.0,8,1548,313,511.998046875,3,637,632,512.0
2024-07-26 06:54:42,45,0,0,9955,8,39,0,511.998046875,163,5222,5079,512.0,8,1582,320,511.998046875,3,648,643,512.0
2024-07-26 06:54:43,46,0,0,9954,8,39,0,511.998046875,167,5407,5261,512.0,8,1616,327,511.998046875,3,659,654,512.0
2024-07-26 06:54:44,47,0,0,9953,8,39,0,511.998046875,170,5597,5448,512.0,8,1650,334,511.998046875,3,670,665,512.0
2024-07-26 06:54:45,48,0,0,9952,8,39,0,511.998046875,174,5789,5637,512.0,8,1684,341,511.998046875,3,681,676,512.0
2024-07-26 06:54:46,49,0,0,9951,8,39,0,511.998046875,177,5986,5831,512.0,8,1718,348,511.998046875,3,692,687,512.0
2024-07-26 06:54:47,50,0,0,9950,8,39,0,511.998046875,181,6185,6027,512.0,8,1752,355,511.998046875,3,703,698,512.0
2024-07-26 06:54:48,51,0,0,9949,8,39,0,511.998046875,184,6389,6228,512.0,8,1786,362,511.998046875,3,714,709,512.0
2024-07-26 06:54:49,52,0,0,9948,8,39,0,511.998046875,188,6595,6431,512.0,8,1820,369,511.998046875,3,725,720,512.0
2024-07-26 06:54:50,53,0,0,9947,8,39,0,511.998046875,191,6806,6639,512.0,8,1854,376,511.998046875,3,736,731,512.0
2024-07-26 06:54:51,54,0,0,9946,8,39,0,511.998046875,195,7019,6849,512.0,8,1888,383,511.998046875,3,747,742,512.0
2024-07-26 06:54:52,55,0,0,9945,8,39,0,511.998046875,198,7237,7064,512.0,8,1922,390,511.998046875,3,758,753,512.0
2024-07-26 06:54:53,56,0,0,9944,8,39,0,511.998046875,202,7457,7281,512.0,8,1956,397,511.998046875,3,769,764,512.0
2024-07-26 06:54:54,57,0,0,9943,8,39,0,511.998046875,205,7682,7503,512.0,8,1990,404,511.998046875,3,780,775,512.0
2024-07-26 06:54:55,58,0,0,9942,8,39,0,511.998046875,209,7909,7727,512.0,8,2024,411,511.998046875,3,791,786,512.0
2024-07-26 06:54:56,59,0,0,9941,8,39,0,511.998046875,212,8141,7956,512.0,8,2058,418,511.998046875,3,802,797,512.0
2024-07-26 06:54:57,60,0,0,9940,8,39,0,511.998046875,216,8375,8187,512.0,8,2092,425,511.998046875,3,813,808,512.0
2024-07-26 06:54:58,61,0,0,9939,8,39,0,511.998046875,219,8614,8423,512.0,8,2126,432,511.998046875,3,824,819,512.0
2024-07-26 06:54:59,62,0,0,9938,8,39,0,511.998046875,223,8855,8661,512.0,8,2160,439,511.998046875,3,835,830,512.0
2024-07-26 06:55:00,63,0,0,9937,8,39,0,511.998046875,226,9101,8904,512.0,8,2194,446,511.998046875,3,846,841,512.0
2024-07-26 06:55:01,64,0,0,9936,8,39,0,511.998046875,230,9349,9149,512.0,8,2228,453,511.998046875,3,857,852,512.0
2024-07-26 06:55:02,65,0,0,9935,8,39,0,511.998046875,233,9602,9399,512.0,8,2262,460,511.998046875,3,868,863,512.0
2024-07-26 06:55:03,66,0,0,9934,8,39,0,511.998046875,237,9857,9651,512.0,8,2296,467,511.998046875,3,879,874,512.0
2024-07-26 06:55:04,67,0,0,9933,8,39,0,511.998046875,240,10117,9908,512.0,8,2330,474,511.998046875,3,890,885,512.0
2024-07-26 06:55:05,68,0,0,9932,8,39,0,511.998046875,244,10379,10167,512.0,8,2364,481,511.998046875,3,901,896,512.0
2024-07-26 06:55:06,69,0,0,9931,8,39,0,511.998046875,247,10646,10431,512.0,8,2398,488,511.998046875,3,912,907,512.0
2024-07-26 06:55:07,70,0,0,9930,8,39,0,511.998046875,250,10914,10696,512.0,8,2432,495,511.998046875,3,923,918,512.0
2024-07-26 06:55:08,71,0,0,9929,8,39,0,511.998046875,254,11188,10967,512.0,8,2466,502,511.998046875,3,934,929,512.0
2024-07-26 06:55:09,72,0,0,9928,8,39,0,511.998046875,257,11463,11239,512.0,8,2500,509,511.998046875,3,945,940,512.0
2024-07-26 06:55:10,73,0,0,9927,8,39,0,511.998046875,261,11744,11517,512.0,8,2534,516,511.998046875,3,956,951,512.0
2024-07-26 06:55:11,74,0,0,9926,8,39,0,511.998046875,264,12026,11796,512.0,8,2568,523,511.998046875,3,967,962,512.0
2024-07-26 06:55:12,75,0,0,9925,8,39,0,511.998046875,268,12314,12081,512.0,8,2602,530,511.998046875,3,978,973,512.0
2024-07-26 06:55:13,76,0,0,9924,8,39,0,511.998046875,271,12603,12367,512.0,8,2636,537,511.998046875,3,989,984,512.0
2024-07-26 06:55:14,77,0,0,9923,8,39,0,511.998046875,275,12898,12659,512.0,8,2670,544,511.998046875,3,1000,995,512.0
2024-07-26 06:55:15,78,0,0,9922,8,39,0,511.998046875,278,13194,12952,512.0,8,2704,551,511.998046875,3,1011,1006,512.0
2024-07-26 06:55:16,79,0,0,9921,8,39,0,511.998046875,282,13496,13251,512.0,8,2738,558,511.998046875,3,1022,1017,512.0
2024-07-26 06:55:17,80,0,0,9920,8,39,0,511.998046875,285,13799,13551,512.0,8,2772,565,511.998046875,3,1033,1028,512.0
2024-07-26 06:55:18,81,0,0,9919,8,39,0,511.998046875,289,14108,13857,512.0,8,2806,572,511.998046875,3,1044,1039,512.0
2024-07-26 06:55:19,82,0,0,9918,8,39,0,511.998046875,292,14418,14164,512.0,8,2840,579,511.998046875,3,1055,1050,512.0
2024-07-26 06:55:20,83,0,0,9917,8,39,0,511.998046875,296,14734,14477,512.0,8,2874,586,511.998046875,3,1066,1061,512.0
2024-07-26 06:55:21,84,0,0,9916,8,39,0,511.998046875,299,15051,14791,512.0,8,2908,593,511.998046875,3,1077,1072,512.0
2024-07-26 06:55:22,85,0,0,9915,8,39,0,511.998046875,303,15374,15111,512.0,8,2942,600,511.998046875,3,1088,1083,512.0
2024-07-26 06:55:23,86,0,0,9914,8,39,0,511.998046875,306,15698,15432,512.0,8,2976,607,511.998046875,3,1099,1094,512.0
2024-07-26 06:55:24,87,0,0,9913,8,39,0,511.998046875,310,16028,15759,512.0,8,3010,614,511.998046875,3,1110,1105,512.0
2024-07-26 06:55:25,88,0,0,9912,8,39,0,511.998046875,313,16359,16087,512.0,8,3044,621,511.998046875,3,1121,1116,512.0
2024-07-26 06:55:26,89,0,0,9911,8,39,0,511.998046875,317,16696,16421,512.0,8,3078,628,511.998046875,3,1132,1127,512.0
2024-07-26 06:55:27,90,0,0,9910,8,39,0,511.998046875,320,17034,16756,512.0,8,3112,635,511.998046875,3,1143,1138,512.0
2024-07-26 06:55:28,91,0,0,9909,8,39,0,511.998046875,324,17378,17097,512.0,8,3146,642,511.998046875,3,1154,1149,512.0
2024-07-26 06:55:29,92,0,0,9908,8,39,0,511.998046875,327,17723,17439,512.0,8,3180,649,511.998046875,3,1165,1160,512.0
2024-07-26 06:55:30,93,0,0,9907,8,39,0,511.998046875,331,18074,17787,512.0,8,3214,656,511.998046875,3,1176,1171,512.0
2024-07-26 06:55:31,94,0,0,9906,8,39,0,511.998046875,334,18426,18136,512.0,8,3248,663,511.998046875,3,1187,1182,512.0
2024-07-26 06:55:32,95,0,0,9905,8,39,0,511.998046875,338,18784,18491,512.0,8,3282,670,511.998046875,3,1198,1193,512.0
2024-07-26 06:55:33,96,0,0,9904,8,39,0,511.998046875,341,19143,18847,512.0,8,3316,677,511.998046875,3,1209,1204,512.0
2024-07-26 06:55:34,97,0,0,9903,8,39,0,511.998046875,345,19508,19209,512.0,8,3350,684,511.998046875,3,1220,1215,512.0
2024-07-26 06:55:35,98,0,0,9902,8,39,0,511.998046875,348,19874,19572,512.0,8,3384,691,511.998046875,3,1231,1226,512.0
2024-07-26 06:55:36,99,0,0,9901,8,39,0,511.998046875,351,20245,19940,512.0,8,3418,698,511.998046875,3,1242,1237,512.0
2024-07-26 06:55:37,100,0,0,9900,8,39,0,511.998046875,355,20618,20310,512.0,8,3452,705,511.998046875,3,1253,1248,512.0
2024-07-26 06:55:38,101,0,0,9899,8,39,0,511.998046875,358,20996,20685,512.0,8,3486,712,511.998046875,3,1264,1259,512.0
2024-07-26 06:55:39,102,0,0,9898,8,39,0,511.998046875,362,21376,21062,512.0,8,3520,719,511.998046875,3,1275,1270,512.0
2024-07-26 06:55:40,103,0,0,9897,8,39,0,511.998046875,365,21761,21444,512.0,8,3554,726,511.998046875,3,1286,1281,512.0
2024-07-26 06:55:41,104,0,0,9896,8,39,0,511.998046875,369,22148,21828,512.0,8,3588,733,511.998046875,3,1297,1292,512.0
2024-07-26 06:55:42,105,0,0,9895,8,39,0,511.998046875,372,22540,22217,512.0,8,3622,740,511.998046875,3,1308,1303,512.0
2024-07-26 06:55:43,106,0,0,9894,8,39,0,511.998046875,376,22934,22608,512.0,8,3656,747,511.998046875,3,1319,1314,512.0
2024-07-26 06:55:44,107,0,0,9893,8,39,0,511.998046875,379,23333,23004,512.0,8,3690,754,511.998046875,3,1330,1325,512.0
2024-07-26 06:55:45,108,0,0,9892,8,39,0,511.998046875,383,23734,23402,512.0,8,3724,761,511.998046875,3,1341,1336,512.0
2024-07-26 06:55:46,109,0,0,9891,8,39,0,511.998046875,386,24140,23805,512.0,8,3758,768,511.998046875,3,1352,1347,512.0
2024-07-26 06:55:47,110,0,0,9890,8,39,0,511.998046875,390,24548,24210,512.0,8,3792,775,511.998046875,3,1363,1358,512.0
2024-07-26 06:55:48,111,0,0,9889,8,39,0,511.998046875,393,24961,24620,512.0,8,3826,782,511.998046875,3,1374,1369,512.0
2024-07-26 06:55:49,112,0,0,9888,8,39,0,511.998046875,397,25376,25032,512.0,8,3860,789,511.998046875,3,1385,1380,512.0
2024-07-26 06:55:50,113,0,0,9887,8,39,0,511.998046875,400,25796,25449,512.0,8,3894,796,511.998046875,3,1396,1391,512.0
2024-07-26 06:55:51,114,0,0,9886,8,39,0,511.998046875,404,26218,25868,512.0,8,3928,803,511.998046875,3,1407,1402,512.0
2024-07-26 06:55:52,115,0,0,9885,8,39,0,511.998046875,407,26645,26292,512.0,8,3962,810,511.998046875,3,1418,1413,512.0
2024-07-26 06:55:53,116,0,0,9884,8,39,0,511.998046875,411,27074,26718,512.0,8,3996,817,511.998046875,3,1429,1424,512.0
2024-07-26 06:55:54,117,0,0,9883,8,39,0,511.998046875,414,27508,27149,512.0,8,4030,824,511.998046875,3,1440,1435,512.0
2024-07-26 06:55:55,118,0,0,9882,8,39,0,511.998046875,418,27944,27582,512.0,8,4064,831,511.998046875,3,1451,1446,512.0
2024-07-26 06:55:56,119,0,0,9881,8,39,0,511.998046875,421,28385,28020,512.0,8,4098,838,511.998046875,3,1462,1457,512.0
2024-07-26 06:55:57,120,0,0,9880,8,39,0,511.998046875,425,28828,28460,512.0,8,4132,845,511.998046875,3,1473,1468,512.0
2024-07-26 06:55:58,121,0,0,9879,8,39,0,511.998046875,428,29276,28905,512.0,8,4166,852,511.998046875,3,1484,1479,512.0
2024-07-26 06:55:59,122,0,0,9878,8,39,0,511.998046875,432,29726,29352,512.0,8,4200,859,511.998046875,3,1495,1490,512.0
2024-07-26 06:56:00,123,0,0,9877,8,39,0,511.998046875,435,30181,29804,512.0,8,4234,866,511.998046875,3,1506,1501,512.0
2024-07-26 06:56:01,124,0,0,9876,8,39,0,511.998046875,439,30638,30258,512.0,8,4268,873,511.998046875,3,1517,1512,512.0
2024-07-26 06:56:02,125,0,0,9875,8,39,0,511.998046875,442,31100,30717,512.0,8,4302,880,511.998046875,3,1528,1523,512.0
2024-07-26 06:56:03,126,0,0,9874,8,39,0,511.998046875,446,31564,31178,512.0,8,4336,887,511.998046875,3,1539,1534,512.0
2024-07-26 06:56:04,127,0,0,9873,8,39,0,511.998046875,449,32033,31644,512.0,8,4370,894,511.998046875,3,1550,1545,512.0
2024-07-26 06:56:05,128,0,0,9872,8,39,0,511.998046875,452,32503,32111,512.0,8,4404,901,511.998046875,3,1561,1556,512.0
2024-07-26 06:56:06,129,0,0,9871,8,39,0,511.998046875,456,32979,32584,512.0,8,4438,908,511.998046875,3,1572,1567,512.0
2024-07-26 06:56:07,130,0,0,9870,8,39,0,511.998046875,459,33456,33058,512.0,8,4472,915,511.998046875,3,1583,1578,512.0
2024-07-26 06:56:08,131,0,0,9869,8,39,0,511.998046875,463,33939,33538,512.0,8,4506,922,511.998046875,3,1594,1589,512.0
2024-07-26 06:56:09,132,0,0,9868,8,39,0,511.998046875,466,34423,34019,512.0,8,4540,929,511.998046875,3,1605,1600,512.0
2024-07-26 06:56:10,133,0,0,9867,8,39,0,511.998046875,470,34913,34506,512.0,8,4574,936,511.998046875,3,1616,1611,512.0
2024-07-26 06:56:11,134,0,0,9866,8,39,0,511.998046875,473,35404,34994,512.0,8,4608,943,511.998046875,3,1627,1622,512.0
2024-07-26 06:56:12,135,0,0,9865,8,39,0,511.998046875,477,35901,35488,512.0,8,4642,950,511.998046875,3,1638,1633,512.0
2024-07-26 06:56:13,136,0,0,9864,8,39,0,511.998046875,480,36399,35983,512.0,8,4676,957,511.998046875,3,1649,1644,512.0
2024-07-26 06:56:14,137,0,0,9863,8,39,0,511.998046875,484,36903,36484,512.0,8,4710,964,511.998046875,3,1660,1655,512.0
2024-07-26 06:56:15,138,0,0,9862,8,39,0,511.998046875,487,37408,36986,512.0,8,4744,971,511.998046875,3,1671,1666,512.0
2024-07-26 06:56:16,139,0,0,9861,8,39,0,511.998046875,491,37919,37494,512.0,8,4778,978,511.998046875,3,1682,1677,512.0
2024-07-26 06:56:17,140,0,0,9860,8,39,0,511.998046875,494,38431,38003,512.0,8,4812,985,511.998046875,3,1693,1688,512.0
2024-07-26 06:56:18,141,0,0,9859,8,39,0,511.998046875,498,38949,38518,512.0,8,4846,992,511.998046875,3,1704,1699,512.0
2024-07-26 06:56:19,142,0,0,9858,8,39,0,511.998046875,501,39468,39034,512.0,8,4880,999,511.998046875,3,1715,1710,512.0
2024-07-26 06:56:20,143,0,0,9857,8,39,0,511.998046875,505,39993,39556,512.0,8,4914,1006,511.998046875,3,1726,1721,512.0
2024-07-26 06:56:21,144,0,0,9856,8,39,0,511.998046875,508,40519,40079,512.0,8,4948,1013,511.998046875,3,1737,1732,512.0
2024-07-26 06:56:22,145,0,0,9855,8,39,0,511.998046875,512,41051,40608,512.0,8,4982,1020,511.998046875,3,1748,1743,512.0
2024-07-26 06:56:23,146,0,0,9854,8,39,0,511.998046875,515,41584,41138,512.0,8,5016,1027,511.998046875,3,1759,1754,512.0
2024-07-26 06:56:24,147,0,0,9853,8,39,0,511.998046875,519,42123,41674,512.0,8,5050,1034,511.998046875,3,1770,1765,512.0
2024-07-26 06:56:25,148,0,0,9852,8,39,0,511.998046875,522,42663,42211,512.0,8,5084,1041,511.998046875,3,1781,1776,512.0
2024-07-26 06:56:26,149,0,0,9851,8,39,0,511.998046875,526,43209,42754,512.0,8,5118,1048,511.998046875,3,1792,1787,512.0
2024-07-26 06:56:27,150,0,0,9850,8,39,0,511.998046875,529,43756,43298,512.0,8,5152,1055,511.998046875,3,1803,1798,512.0
2024-07-26 06:56:28,151,0,0,9849,8,39,0,511.998046875,533,44309,43848,512.0,8,5186,1062,511.998046875,3,1814,1809,512.0
2024-07-26 06:56:29,152,0,0,9848,8,39,0,511.998046875,536,44863,44399,512.0,8,5220,1069,511.998046875,3,1825,1820,512.0
2024-07-26 06:56:30,153,0,0,9847,8,39,0,511.998046875,540,45423,44956,512.0,8,5254,1076,511.998046875,3,1836,1831,512.0
2024-07-26 06:56:31,154,0,0,9846,8,39,0,511.998046875,543,45984,45514,512.0,8,5288,1083,511.998046875,3,1847,1842,512.0
2024-07-26 06:56:32,155,0,0,9845,8,39,0,511.998046875,547,46551,46078,512.0,8,5322,1090,511.998046875,3,1858,1853,512.0
2024-07-26 06:56:33,156,0,0,9844,8,39,0,511.998046875,550,47119,46643,512.0,8,5356,1097,511.998046875,3,1869,1864,512.0
2024-07-26 06:56:34,157,0,0,9843,8,39,0,511.998046875,553,47692,47213,512.0,8,5390,1104,511.998046875,3,1880,1875,512.0
2024-07-26 06:56:35,158,0,0,9842,8,39,0,511.998046875,557,48267,47785,512.0,8,5424,1111,511.998046875,3,1891,1886,512.0
2024-07-26 06:56:36,159,0,0,9841,8,39,0,511.998046875,560,48847,48362,512.0,8,5458,1118,511.998046875,3,1902,1897,512.0
2024-07-26 06:56:37,160,0,0,9840,8,39,0,511.998046875,564,49429,48941,512.0,8,5492,1125,511.998046875,3,1913,1908,512.0
2024-07-26 06:56:38,161,0,0,9839,8,39,0,511.998046875,567,50016,49525,512.0,8,5526,1132,511.998046875,3,1924,1919,512.0
2024-07-26 06:56:39,162,0,0,9838,8,39,0,511.998046875,571,50605,50111,512.0,8,5560,1139,511.998046875,3,1935,1930,512.0
2024-07-26 06:56:40,163,0,0,9837,8,39,0,511.998046875,574,51199,50702,512.0,8,5594,1146,511.998046875,3,1946,1941,512.0
2024-07-26 06:56:41,164,0,0,9836,8,39,0,511.998046875,578,51795,51295,512.0,8,5628,1153,511.998046875,3,1957,1952,512.0
2024-07-26 06:56:42,165,0,0,9835,8,39,0,511.998046875,581,52396,51893,512.0,8,5662,1160,511.998046875,3,1968,1963,512.0
2024-07-26 06:56:43,166,0,0,9834,8,39,0,511.998046875,585,52999,52493,512.0,8,5696,1167,511.998046875,3,1979,1974,512.0
2024-07-26 06:56:44,167,0,0,9833,8,39,0,511.998046875,588,53607,53098,512.0,8,5730,1174,511.998046875,3,1990,1985,512.0
2024-07-26 06:56:45,168,0,0,9832,8,39,0,511.998046875,592,54217,53705,512.0,8,5764,1181,511.998046875,3,2001,1996,512.0
2024-07-26 06:56:46,169,0,0,9831,8,39,0,511.998046875,595,54832,54317,512.0,8,5798,1188,511.998046875,3,2012,2007,512.0
2024-07-26 06:56:47,170,0,0,9830,8,39,0,511.998046875,599,55449,54931,512.0,8,5832,1195,511.998046875,3,2023,2018,512.0
2024-07-26 06:56:48,171,0,0,9829,8,39,0,511.998046875,602,56071,55550,512.0,8,5866,1202,511.998046875,3,2034,2029,512.0
2024-07-26 06:56:49,172,0,0,9828,8,39,0,511.998046875,606,56695,56171,512.0,8,5900,1209,511.998046875,3,2045,2040,512.0
2024-07-26 06:56:50,173,0,0,9827,8,39,0,511.998046875,609,57324,56797,512.0,8,5934,1216,511.998046875,3,2056,2051,512.0
2024-07-26 06:56:51,174,0,0,9826,8,39,0,511.998046875,613,57955,57425,512.0,8,5968,1223,511.998046875,3,2067,2062,512.0
2024-07-26 06:56:52,175,0,0,9825,8,39,0,511.998046875,616,58591,58058,512.0,8,6002,1230,511.998046875,3,2078,2073,512.0
2024-07-26 06:56:53,176,0,0,9824,8,39,0,511.998046875,620,59229,58693,512.0,8,6036,1237,511.998046875,3,2089,2084,512.0
2024-07-26 06:56:54,177,0,0,9823,8,39,0,511.998046875,623,59872,59333,512.0,8,6070,1244,511.998046875,3,2100,2095,512.0
2024-07-26 06:56:55,178,0,0,9822,8,39,0,511.998046875,627,60517,59975,512.0,8,6104,1251,511.998046875,3,2111,2106,512.0
2024-07-26 06:56:56,179,0,0,9821,8,39,0,511.998046875,630,61167,60622,512.0,8,6138,1258,511.998046875,3,2122,2117,512.0
2024-07-26 06:56:57,180,0,0,9820,8,39,0,511.998046875,634,61819,61271,512.0,8,6172,1265,511.998046875,3,2133,2128,512.0
2024-07-26 06:56:58,181,0,0,9819,8,39,0,511.998046875,637,62476,61925,512.0,8,6206,1272,511.998046875,3,2144,2139,512.0
2024-07-26 06:56:59,182,0,0,9818,8,39,0,511.998046875,641,63135,62581,512.0,8,6240,1279,511.998046875,3,2155,2150,512.0
2024-07-26 06:57:00,183,0,0,9817,8,39,0,511.998046875,644,63799,63242,512.0,8,6274,1286,511.998046875,3,2166,2161,512.0
2024-07-26 06:57:01,184,0,0,9816,8,39,0,511.998046875,648,64465,63905,512.0,8,6308,1293,511.998046875,3,2177,2172,512.0
2024-07-26 06:57:02,185,0,0,9815,8,39,0,511.998046875,651,65136,64573,512.0,8,6342,1300,511.998046875,3,2188,2183,512.0
2024-07-26 06:57:03,186,0,0,9814,8,39,0,511.998046875,654,65808,65242,512.0,8,6376,1307,511.998046875,3,2199,2194,512.0
2024-07-26 06:57:04,187,0,0,9813,8,39,0,511.998046875,658,66486,65917,512.0,8,6410,1314,511.998046875,3,2210,2205,512.0
2024-07-26 06:57:05,188,0,0,9812,8,39,0,511.998046875,661,67165,66593,512.0,8,6444,1321,511.998046875,3,2221,2216,512.0
