,,globalP,globalP,globalP,globalP,packetP,packetP,packetP,packetP,sessionP,sessionP,sessionP,sessionP,transactionP,transactionP,transactionP,transactionP
,subscriber_count_Connected,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_globalP_upf1,phoenix_memory_pool_create_count_cm_globalP_upf1,phoenix_memory_pool_destroy_count_cm_globalP_upf1,total_allocated_memory_globalP_upf1,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_packetP_upf1,phoenix_memory_pool_create_count_cm_packetP_upf1,phoenix_memory_pool_destroy_count_cm_packetP_upf1,total_allocated_memory_packetP_upf1,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_sessionP_upf1,phoenix_memory_pool_create_count_cm_sessionP_upf1,phoenix_memory_pool_destroy_count_cm_sessionP_upf1,total_allocated_memory_sessionP_upf1,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_transactionP_upf1,phoenix_memory_pool_create_count_cm_transactionP_upf1,phoenix_memory_pool_destroy_count_cm_transactionP_upf1,total_allocated_memory_transactionP_upf1
timestamp,,,,,,,,,,,,,,,,,
2024-07-31 07:56:33,0,19,43,0,256.0,16,1931,1920,256.0,7,15,1,256.0,1,104,100,256.0
2024-07-31 07:56:34,1,19,43,0,256.0,16,2053,2040,256.0,12,38,3,256.0,2,107,103,256.0
2024-07-31 07:56:35,3,19,43,0,256.0,20,2283,2266,256.0,12,84,7,256.0,2,112,108,256.0
2024-07-31 07:56:36,5,19,43,0,256.0,28,2521,2500,256.0,12,130,11,256.0,2,117,113,256.0
2024-07-31 07:56:37,7,19,43,0,256.0,36,2767,2742,256.0,12,176,15,256.0,2,122,118,256.0
2024-07-31 07:56:38,9,19,43,0,256.0,44,3021,2992,256.0,12,222,19,256.0,2,127,123,256.0
2024-07-31 07:56:39,11,19,43,0,256.0,52,3283,3250,256.0,12,268,23,256.0,2,132,128,256.0
2024-07-31 07:56:40,13,19,43,0,256.0,60,3553,3516,256.0,12,314,27,256.0,2,137,133,256.0
2024-07-31 07:56:41,15,19,43,0,256.0,68,3831,3790,256.0,12,360,31,256.0,2,142,138,256.0
2024-07-31 07:56:42,17,19,43,0,256.0,76,4117,4072,256.0,12,406,35,256.0,2,147,143,256.0
2024-07-31 07:56:43,19,19,43,0,256.0,84,4411,4362,256.0,12,452,39,256.0,2,152,148,256.0
2024-07-31 07:56:44,21,19,43,0,256.0,92,4713,4660,256.0,12,498,43,256.0,2,157,153,256.0
2024-07-31 07:56:45,23,19,43,0,256.0,100,5023,4966,256.0,12,544,47,256.0,2,162,158,256.0
2024-07-31 07:56:46,25,19,43,0,256.0,108,5341,5280,256.0,12,590,51,256.0,2,167,163,256.0
2024-07-31 07:56:47,27,19,43,0,256.0,116,5667,5602,256.0,12,636,55,256.0,2,172,168,256.0
2024-07-31 07:56:48,29,19,43,0,256.0,124,6001,5932,256.0,12,682,59,256.0,2,177,173,256.0
2024-07-31 07:56:49,31,19,43,0,256.0,132,6343,6270,256.0,12,728,63,256.0,2,182,178,256.0
2024-07-31 07:56:50,33,19,43,0,256.0,140,6693,6616,256.0,12,774,67,256.0,2,187,183,256.0
2024-07-31 07:56:51,35,19,43,0,256.0,148,7051,6970,256.0,12,820,71,256.0,2,192,188,256.0
2024-07-31 07:56:52,37,19,43,0,256.0,156,7417,7332,256.0,12,866,75,256.0,2,197,193,256.0
2024-07-31 07:56:53,39,19,43,0,256.0,164,7791,7702,256.0,12,912,79,256.0,2,202,198,256.0
2024-07-31 07:56:54,41,19,43,0,256.0,172,8173,8080,256.0,12,958,83,256.0,2,207,203,256.0
2024-07-31 07:56:55,43,19,43,0,256.0,180,8563,8466,256.0,12,1004,87,256.0,2,212,208,256.0
2024-07-31 07:56:56,45,19,43,0,256.0,188,8961,8860,256.0,12,1050,91,256.0,2,217,213,256.0
2024-07-31 07:56:57,47,19,43,0,256.0,196,9367,9262,256.0,12,1096,95,256.0,2,222,218,256.0
2024-07-31 07:56:58,49,19,43,0,256.0,204,9781,9672,256.0,12,1142,99,256.0,2,227,223,256.0
2024-07-31 07:56:59,49,19,43,0,256.0,212,10132,10021,256.0,12,1166,102,256.0,2,230,226,256.0
