,,globalP,globalP,globalP,globalP,packetP,packetP,packetP,packetP,sessionP,sessionP,sessionP,sessionP,transactionP,transactionP,transactionP,transactionP
,subscriber_count_Connected,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_globalP_upf1,phoenix_memory_pool_create_count_cm_globalP_upf1,phoenix_memory_pool_destroy_count_cm_globalP_upf1,total_allocated_memory_globalP_upf1,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_packetP_upf1,phoenix_memory_pool_create_count_cm_packetP_upf1,phoenix_memory_pool_destroy_count_cm_packetP_upf1,total_allocated_memory_packetP_upf1,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_sessionP_upf1,phoenix_memory_pool_create_count_cm_sessionP_upf1,phoenix_memory_pool_destroy_count_cm_sessionP_upf1,total_allocated_memory_sessionP_upf1,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_transactionP_upf1,phoenix_memory_pool_create_count_cm_transactionP_upf1,phoenix_memory_pool_destroy_count_cm_transactionP_upf1,total_allocated_memory_transactionP_upf1
timestamp,,,,,,,,,,,,,,,,,
2024-07-31 05:31:19,300,19,43,0,256.0,1216,81016117,81015506,256.0,12,6917,603,256.0,2,67330,67326,256.0
2024-07-31 05:31:20,300,19,43,0,256.0,1216,81017335,81016724,256.0,12,6917,603,256.0,2,67331,67327,256.0
2024-07-31 05:31:21,300,19,43,0,256.0,1216,81018553,81017942,256.0,12,6917,603,256.0,2,67332,67328,256.0
2024-07-31 05:31:22,300,19,43,0,256.0,1216,81019771,81019160,256.0,12,6917,603,256.0,2,67333,67329,256.0
2024-07-31 05:31:23,300,19,43,0,256.0,1216,81020989,81020378,256.0,12,6917,603,256.0,2,67334,67330,256.0
2024-07-31 05:31:24,300,19,43,0,256.0,1216,81022207,81021596,256.0,12,6917,603,256.0,2,67335,67331,256.0
2024-07-31 05:31:25,300,19,43,0,256.0,1216,81023425,81022814,256.0,12,6917,603,256.0,2,67336,67332,256.0
2024-07-31 05:31:26,300,19,43,0,256.0,1216,81024643,81024032,256.0,12,6917,603,256.0,2,67337,67333,256.0
2024-07-31 05:31:27,300,19,43,0,256.0,1216,81025861,81025250,256.0,12,6917,603,256.0,2,67338,67334,256.0
2024-07-31 05:31:28,300,19,43,0,256.0,1216,81027079,81026468,256.0,12,6917,603,256.0,2,67339,67335,256.0
2024-07-31 05:31:29,300,19,43,0,256.0,1216,81028297,81027686,256.0,12,6917,603,256.0,2,67340,67336,256.0
2024-07-31 05:31:30,300,19,43,0,256.0,1216,81029515,81028904,256.0,12,6917,603,256.0,2,67341,67337,256.0
2024-07-31 05:31:31,300,19,43,0,256.0,1216,81030733,81030122,256.0,12,6917,603,256.0,2,67342,67338,256.0
2024-07-31 05:31:32,300,19,43,0,256.0,1216,81031951,81031340,256.0,12,6917,603,256.0,2,67343,67339,256.0
2024-07-31 05:31:33,300,19,43,0,256.0,1216,81033169,81032558,256.0,12,6917,603,256.0,2,67344,67340,256.0
2024-07-31 05:31:34,300,19,43,0,256.0,1216,81034387,81033776,256.0,12,6917,603,256.0,2,67345,67341,256.0
2024-07-31 05:31:35,300,19,43,0,256.0,1216,81035605,81034994,256.0,12,6917,603,256.0,2,67346,67342,256.0
2024-07-31 05:31:36,300,19,43,0,256.0,1216,81036823,81036212,256.0,12,6917,603,256.0,2,67347,67343,256.0
2024-07-31 05:31:37,300,19,43,0,256.0,1216,81038041,81037430,256.0,12,6917,603,256.0,2,67348,67344,256.0
2024-07-31 05:31:38,300,19,43,0,256.0,1216,81039259,81038648,256.0,12,6917,603,256.0,2,67349,67345,256.0
2024-07-31 05:31:39,300,19,43,0,256.0,1216,81040477,81039866,256.0,12,6917,603,256.0,2,67350,67346,256.0
2024-07-31 05:31:40,300,19,43,0,256.0,1216,81041695,81041084,256.0,12,6917,603,256.0,2,67351,67347,256.0
2024-07-31 05:31:41,300,19,43,0,256.0,1216,81042913,81042302,256.0,12,6917,603,256.0,2,67352,67348,256.0
2024-07-31 05:31:42,300,19,43,0,256.0,1216,81044131,81043520,256.0,12,6917,603,256.0,2,67353,67349,256.0
2024-07-31 05:31:43,300,19,43,0,256.0,1216,81045349,81044738,256.0,12,6917,603,256.0,2,67354,67350,256.0
2024-07-31 05:31:44,300,19,43,0,256.0,1216,81046567,81045956,256.0,12,6917,603,256.0,2,67355,67351,256.0
2024-07-31 05:31:45,300,19,43,0,256.0,1216,81047785,81047174,256.0,12,6917,603,256.0,2,67356,67352,256.0
