,,,,,globalP,globalP,globalP,globalP,packetP,packetP,packetP,packetP,sessionP,sessionP,sessionP,sessionP,transactionP,transactionP,transactionP,transactionP
,subscriber_count_Connected,subscriber_count_Idle,subscriber_count_Pending,subscriber_count_Unregistered,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_globalP_upf1,phoenix_memory_pool_create_count_cm_globalP_upf1,phoenix_memory_pool_destroy_count_cm_globalP_upf1,total_allocated_memory_globalP_upf1,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_packetP_upf1,phoenix_memory_pool_create_count_cm_packetP_upf1,phoenix_memory_pool_destroy_count_cm_packetP_upf1,total_allocated_memory_packetP_upf1,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_sessionP_upf1,phoenix_memory_pool_create_count_cm_sessionP_upf1,phoenix_memory_pool_destroy_count_cm_sessionP_upf1,total_allocated_memory_sessionP_upf1,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_transactionP_upf1,phoenix_memory_pool_create_count_cm_transactionP_upf1,phoenix_memory_pool_destroy_count_cm_transactionP_upf1,total_allocated_memory_transactionP_upf1
timestamp,,,,,,,,,,,,,,,,,,,,
2024-07-26 06:53:56,0,0,0,10000,19,43,0,256.0,16,507,496,256.0,7,15,1,256.0,1,30,26,256.0
2024-07-26 06:53:57,0,0,0,10000,19,43,0,256.0,16,525,514,256.0,7,15,1,256.0,1,31,27,256.0
2024-07-26 06:53:58,1,0,0,9999,19,43,0,256.0,16,647,634,256.0,12,38,3,256.0,2,34,30,256.0
2024-07-26 06:53:59,2,0,0,9998,19,43,0,256.0,20,773,758,256.0,12,61,5,256.0,2,37,33,256.0
2024-07-26 06:54:00,3,0,0,9997,19,43,0,256.0,24,903,886,256.0,12,84,7,256.0,2,40,36,256.0
2024-07-26 06:54:01,4,0,0,9996,19,43,0,256.0,28,1037,1018,256.0,12,107,9,256.0,2,43,39,256.0
2024-07-26 06:54:02,5,0,0,9995,19,43,0,256.0,32,1175,1154,256.0,12,130,11,256.0,2,46,42,256.0
2024-07-26 06:54:03,6,0,0,9994,19,43,0,256.0,36,1317,1294,256.0,12,153,13,256.0,2,49,45,256.0
2024-07-26 06:54:04,7,0,0,9993,19,43,0,256.0,40,1463,1438,256.0,12,176,15,256.0,2,52,48,256.0
2024-07-26 06:54:05,8,0,0,9992,19,43,0,256.0,44,1613,1586,256.0,12,199,17,256.0,2,55,51,256.0
2024-07-26 06:54:06,9,0,0,9991,19,43,0,256.0,48,1767,1738,256.0,12,222,19,256.0,2,58,54,256.0
2024-07-26 06:54:07,10,0,0,9990,19,43,0,256.0,52,1925,1894,256.0,12,245,21,256.0,2,61,57,256.0
2024-07-26 06:54:08,11,0,0,9989,19,43,0,256.0,56,2087,2054,256.0,12,268,23,256.0,2,64,60,256.0
2024-07-26 06:54:09,12,0,0,9988,19,43,0,256.0,60,2253,2218,256.0,12,291,25,256.0,2,67,63,256.0
2024-07-26 06:54:10,13,0,0,9987,19,43,0,256.0,64,2423,2386,256.0,12,314,27,256.0,2,70,66,256.0
2024-07-26 06:54:11,14,0,0,9986,19,43,0,256.0,68,2597,2558,256.0,12,337,29,256.0,2,73,69,256.0
2024-07-26 06:54:12,15,0,0,9985,19,43,0,256.0,72,2775,2734,256.0,12,360,31,256.0,2,76,72,256.0
