timestamp,http_client_request_count_amf,http_server_request_count_amf,cpu_amf_system,cpu_amf_user,subscriber_count_Connected,subscriber_count_Idle,subscriber_count_Pending,subscriber_count_Unregistered,phoenix_memory_used_cm_globalP_amf,phoenix_memory_used_cm_packetP_amf,phoenix_memory_used_cm_sessionP_amf,phoenix_memory_used_cm_transactionP_amf
2024-01-18 12:44:28,2106,403,16.21,17.709999999999994,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:44:29,2106,403,16.240000000000002,17.729999999999997,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:44:30,2106,403,16.250000000000004,17.759999999999994,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:44:31,2106,403,16.270000000000003,17.77,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:44:32,2106,403,16.28,17.81,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:44:33,2106,403,16.28,17.84,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:44:34,2106,403,16.3,17.86,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:44:35,2106,403,16.310000000000002,17.889999999999993,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:44:36,2106,403,16.330000000000002,17.91,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:44:37,2106,403,16.360000000000007,17.93,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:44:38,2106,403,16.37,17.95,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:44:39,2106,403,16.400000000000002,17.959999999999994,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:44:40,2106,403,16.410000000000004,17.99,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:44:41,2106,403,16.430000000000003,18.009999999999994,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:44:42,2106,403,16.46,18.04,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:44:43,2106,403,16.490000000000002,18.08,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:44:44,2106,403,16.540000000000006,18.11,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:44:45,2106,403,16.57,18.15,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:44:46,2106,403,16.580000000000002,18.17,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:44:47,2106,403,16.610000000000007,18.19,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:44:48,2106,403,16.64,18.2,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:44:49,2106,403,16.660000000000004,18.23,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:44:50,2106,403,16.69,18.25,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:44:51,2106,403,16.73,18.28,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:44:52,2106,403,16.78,18.32,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:44:53,2106,403,16.810000000000002,18.35,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:44:54,2106,403,16.85,18.39,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:44:55,2106,403,16.89,18.43,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:44:56,2106,403,16.930000000000003,18.46,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:44:57,2106,403,16.96,18.5,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:44:58,2106,403,16.990000000000002,18.51,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:44:59,2106,403,17.01,18.53,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:45:00,2106,403,17.03,18.56,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:45:00,2106,403,17.03,18.56,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:45:01,2106,403,17.060000000000002,18.57,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:45:02,2106,403,17.07,18.59,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:45:03,2106,403,17.1,18.6,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:45:04,2106,403,17.12,18.61,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:45:05,2106,403,17.150000000000002,18.63,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:45:06,2106,403,17.160000000000004,18.65,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:45:07,2106,403,17.19,18.67,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:45:08,2106,403,17.21,18.69,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:45:09,2106,403,17.23,18.7,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:45:10,2106,403,17.250000000000004,18.73,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:45:11,2106,403,17.270000000000003,18.75,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:45:12,2106,403,17.290000000000006,18.77,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:45:13,2106,403,17.330000000000002,18.78,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:45:14,2106,403,17.340000000000003,18.82,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:45:15,2106,403,17.360000000000007,18.85,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:45:16,2106,403,17.37,18.89,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:45:17,2106,403,17.39,18.91,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:45:18,2106,403,17.410000000000004,18.94,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:45:19,2106,403,17.430000000000003,18.97,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:45:20,2106,403,17.450000000000006,18.98,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:45:21,2106,403,17.470000000000002,19.01,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:45:22,2106,403,17.500000000000004,19.02,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:45:23,2106,403,17.520000000000003,19.03,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:45:24,2106,403,17.55,19.05,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:45:25,2106,403,17.580000000000002,19.07,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:45:26,2106,403,17.590000000000003,19.1,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:45:27,2106,403,17.62,19.11,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:45:28,2106,403,17.64,19.13,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:45:29,2106,403,17.680000000000003,19.15,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:45:30,2106,403,17.71,19.18,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:45:31,2106,403,17.73,19.21,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:45:32,2106,403,17.76,19.23,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:45:33,2106,403,17.8,19.24,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:45:34,2106,403,17.810000000000006,19.27,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:45:35,2106,403,17.840000000000003,19.28,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:45:36,2106,403,17.87,19.29,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:45:37,2106,403,17.89,19.32,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:45:38,2106,403,17.930000000000003,19.34,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:45:39,2106,403,17.96,19.36,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:45:40,2106,403,17.98,19.39,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:45:41,2106,403,18.000000000000004,19.41,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:45:42,2106,403,18.020000000000003,19.43,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:45:43,2106,403,18.05,19.45,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:45:44,2106,403,18.08,19.46,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:45:45,2106,403,18.110000000000007,19.47,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:45:46,2106,403,18.130000000000006,19.48,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:45:47,2106,403,18.15,19.51,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:45:48,2106,403,18.180000000000003,19.52,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:45:49,2106,403,18.200000000000006,19.56,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:45:50,2106,403,18.22,19.59,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:45:51,2106,403,18.24,19.62,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:45:52,2106,403,18.26,19.64,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:45:53,2106,403,18.28,19.66,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:45:54,2106,403,18.290000000000006,19.69,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:45:55,2106,403,18.33,19.71,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:45:56,2106,403,18.35,19.73,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:45:57,2106,403,18.380000000000006,19.76,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:45:58,2106,403,18.39,19.79,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:45:59,2106,403,18.410000000000004,19.84,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:46:00,2106,403,18.450000000000006,19.87,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:46:00,2106,403,18.450000000000006,19.87,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:46:01,2106,403,18.47,19.9,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:46:02,2106,403,18.49,19.92,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:46:03,2106,403,18.53,19.95,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:46:04,2106,403,18.55,19.96,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:46:05,2106,403,18.57,19.97,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:46:06,2106,403,18.590000000000003,19.99,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:46:07,2106,403,18.610000000000007,20.01,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:46:08,2106,403,18.630000000000006,20.04,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:46:09,2106,403,18.630000000000006,20.07,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:46:10,2106,403,18.65,20.09,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:46:11,2106,403,18.67,20.12,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:46:12,2106,403,18.680000000000003,20.14,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:46:13,2106,403,18.700000000000006,20.17,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:46:14,2106,403,18.71,20.2,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:46:15,2106,403,18.73,20.23,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:46:16,2106,403,18.78,20.25,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:46:17,2106,403,18.8,20.27,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:46:18,2106,403,18.81,20.29,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:46:19,2106,403,18.85,20.33,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:46:20,2106,403,18.87,20.35,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:46:21,2106,403,18.9,20.39,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:46:22,2106,403,18.94,20.41,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:46:23,2106,403,18.950000000000006,20.43,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:46:24,2106,403,18.98,20.45,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:46:25,2106,403,19.03,20.48,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:46:26,2106,403,19.05,20.5,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:46:27,2106,403,19.07,20.52,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:46:28,2106,403,19.090000000000003,20.54,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:46:29,2106,403,19.1,20.56,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:46:30,2106,403,19.12,20.58,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:46:31,2106,403,19.14,20.6,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:46:32,2106,403,19.160000000000004,20.62,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:46:33,2106,403,19.180000000000003,20.64,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:46:34,2106,403,19.200000000000006,20.65,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:46:35,2106,403,19.22,20.68,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:46:36,2106,403,19.250000000000004,20.69,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:46:37,2106,403,19.26,20.71,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:46:38,2106,403,19.290000000000006,20.73,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:46:39,2106,403,19.3,20.76,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:46:40,2106,403,19.33,20.81,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:46:41,2106,403,19.340000000000003,20.83,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:46:42,2106,403,19.360000000000007,20.85,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:46:43,2106,403,19.39,20.86,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:46:44,2106,403,19.410000000000004,20.88,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:46:45,2106,403,19.430000000000003,20.9,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:46:46,2106,403,19.450000000000006,20.92,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:46:47,2106,403,19.48,20.94,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:46:48,2106,403,19.49,20.97,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:46:49,2106,403,19.520000000000003,20.98,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:46:50,2106,403,19.540000000000006,21.0,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:46:51,2106,403,19.56,21.02,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:46:52,2106,403,19.57,21.05,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:46:53,2106,403,19.590000000000003,21.07,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:46:54,2106,403,19.610000000000007,21.08,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:46:55,2106,403,19.64,21.13,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:46:56,2106,403,19.700000000000006,21.17,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:46:57,2106,403,19.73,21.2,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:46:58,2106,403,19.750000000000004,21.22,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:46:59,2106,403,19.76,21.25,299,0,1,9700,184821,355100,355184,67792
2024-01-18 12:47:00,2106,403,19.78,21.27,299,0,1,9700,184821,355100,355184,67792
