timestamp,open5G_bt_subscriber_count_0,open5G_bt_subscriber_count_1,open5G_bt_subscriber_count_2,open5G_bt_subscriber_count_3
2023-12-14 10:28:14.700000048,100,0,0,9900
2023-12-14 10:28:14.799999952,100,0,0,9900
2023-12-14 10:28:14.900000095,100,0,0,9900
2023-12-14 10:28:15.000000000,100,0,0,9900
2023-12-14 10:28:15.099999905,100,0,0,9900
2023-12-14 10:28:15.200000048,100,0,0,9900
2023-12-14 10:28:15.299999952,100,0,0,9900
2023-12-14 10:28:15.400000095,100,0,0,9900
2023-12-14 10:28:15.500000000,100,0,0,9900
2023-12-14 10:28:15.599999905,100,0,0,9900
2023-12-14 10:28:15.700000048,100,0,0,9900
2023-12-14 10:28:15.799999952,100,0,0,9900
2023-12-14 10:28:15.900000095,100,0,0,9900
2023-12-14 10:28:16.000000000,100,0,0,9900
2023-12-14 10:28:16.099999905,100,0,0,9900
2023-12-14 10:28:16.200000048,100,0,0,9900
2023-12-14 10:28:16.299999952,100,0,0,9900
2023-12-14 10:28:16.400000095,100,0,0,9900
2023-12-14 10:28:16.500000000,100,0,0,9900
2023-12-14 10:28:16.599999905,100,0,0,9900
2023-12-14 10:28:16.700000048,100,0,0,9900
2023-12-14 10:28:16.799999952,100,0,0,9900
2023-12-14 10:28:16.900000095,100,0,0,9900
2023-12-14 10:28:17.000000000,100,0,0,9900
2023-12-14 10:28:17.099999905,100,0,0,9900
2023-12-14 10:28:17.200000048,100,0,0,9900
2023-12-14 10:28:17.299999952,100,0,0,9900
2023-12-14 10:28:17.400000095,100,0,0,9900
2023-12-14 10:28:17.500000000,100,0,0,9900
2023-12-14 10:28:17.599999905,100,0,0,9900
2023-12-14 10:28:17.700000048,100,0,0,9900
2023-12-14 10:28:17.799999952,100,0,0,9900
2023-12-14 10:28:17.900000095,100,0,0,9900
2023-12-14 10:28:18.000000000,100,0,0,9900
2023-12-14 10:28:18.099999905,100,0,0,9900
2023-12-14 10:28:18.200000048,100,0,0,9900
2023-12-14 10:28:18.299999952,100,0,0,9900
2023-12-14 10:28:18.400000095,100,0,0,9900
2023-12-14 10:28:18.500000000,100,0,0,9900
2023-12-14 10:28:18.599999905,100,0,0,9900
2023-12-14 10:28:18.700000048,100,0,0,9900
2023-12-14 10:28:18.799999952,100,0,0,9900
2023-12-14 10:28:18.900000095,100,0,0,9900
2023-12-14 10:28:19.000000000,100,0,0,9900
2023-12-14 10:28:19.099999905,100,0,0,9900
2023-12-14 10:28:19.200000048,100,0,0,9900
2023-12-14 10:28:19.299999952,100,0,0,9900
2023-12-14 10:28:19.400000095,100,0,0,9900
2023-12-14 10:28:19.500000000,100,0,0,9900
2023-12-14 10:28:19.599999905,100,0,0,9900
2023-12-14 10:28:19.700000048,100,0,0,9900
2023-12-14 10:28:19.799999952,100,0,0,9900
2023-12-14 10:28:19.900000095,100,0,0,9900
2023-12-14 10:28:20.000000000,100,0,0,9900
2023-12-14 10:28:20.099999905,100,0,0,9900
2023-12-14 10:28:20.200000048,100,0,0,9900
2023-12-14 10:28:20.299999952,100,0,0,9900
2023-12-14 10:28:20.400000095,100,0,0,9900
2023-12-14 10:28:20.500000000,100,0,0,9900
2023-12-14 10:28:20.599999905,100,0,0,9900
2023-12-14 10:28:20.700000048,100,0,0,9900
2023-12-14 10:28:20.799999952,100,0,0,9900
2023-12-14 10:28:20.900000095,100,0,0,9900
2023-12-14 10:28:21.000000000,100,0,0,9900
2023-12-14 10:28:21.099999905,100,0,0,9900
2023-12-14 10:28:21.200000048,100,0,0,9900
2023-12-14 10:28:21.299999952,100,0,0,9900
2023-12-14 10:28:21.400000095,100,0,0,9900
2023-12-14 10:28:21.500000000,100,0,0,9900
2023-12-14 10:28:21.599999905,100,0,0,9900
2023-12-14 10:28:21.700000048,100,0,0,9900
2023-12-14 10:28:21.799999952,100,0,0,9900
2023-12-14 10:28:21.900000095,100,0,0,9900
2023-12-14 10:28:22.000000000,100,0,0,9900
2023-12-14 10:28:22.099999905,100,0,0,9900
2023-12-14 10:28:22.200000048,100,0,0,9900
2023-12-14 10:28:22.299999952,100,0,0,9900
2023-12-14 10:28:22.400000095,100,0,0,9900
2023-12-14 10:28:22.500000000,100,0,0,9900
2023-12-14 10:28:22.599999905,100,0,0,9900
2023-12-14 10:28:22.700000048,100,0,0,9900
2023-12-14 10:28:22.799999952,100,0,0,9900
2023-12-14 10:28:22.900000095,100,0,0,9900
2023-12-14 10:28:23.000000000,100,0,0,9900
2023-12-14 10:28:23.099999905,100,0,0,9900
2023-12-14 10:28:23.200000048,100,0,0,9900
2023-12-14 10:28:23.299999952,100,0,0,9900
2023-12-14 10:28:23.400000095,100,0,0,9900
2023-12-14 10:28:23.500000000,100,0,0,9900
2023-12-14 10:28:23.599999905,100,0,0,9900
2023-12-14 10:28:23.700000048,100,0,0,9900
2023-12-14 10:28:23.799999952,100,0,0,9900
2023-12-14 10:28:23.900000095,100,0,0,9900
2023-12-14 10:28:24.000000000,100,0,0,9900
2023-12-14 10:28:24.099999905,100,0,0,9900
2023-12-14 10:28:24.200000048,100,0,0,9900
2023-12-14 10:28:24.299999952,100,0,0,9900
2023-12-14 10:28:24.400000095,100,0,0,9900
2023-12-14 10:28:24.500000000,100,0,0,9900
2023-12-14 10:28:24.599999905,100,0,0,9900
2023-12-14 10:28:24.700000048,100,0,0,9900
2023-12-14 10:28:24.799999952,100,0,0,9900
2023-12-14 10:28:24.900000095,100,0,0,9900
2023-12-14 10:28:25.000000000,100,0,0,9900
2023-12-14 10:28:25.099999905,100,0,0,9900
2023-12-14 10:28:25.200000048,100,0,0,9900
2023-12-14 10:28:25.299999952,100,0,0,9900
2023-12-14 10:28:25.400000095,100,0,0,9900
2023-12-14 10:28:25.500000000,100,0,0,9900
2023-12-14 10:28:25.599999905,100,0,0,9900
2023-12-14 10:28:25.700000048,100,0,0,9900
2023-12-14 10:28:25.799999952,100,0,0,9900
2023-12-14 10:28:25.900000095,100,0,0,9900
2023-12-14 10:28:26.000000000,100,0,0,9900
2023-12-14 10:28:26.099999905,100,0,0,9900
2023-12-14 10:28:26.200000048,100,0,0,9900
2023-12-14 10:28:26.299999952,100,0,0,9900
2023-12-14 10:28:26.400000095,100,0,0,9900
2023-12-14 10:28:26.500000000,100,0,0,9900
2023-12-14 10:28:26.599999905,100,0,0,9900
2023-12-14 10:28:26.700000048,100,0,0,9900
2023-12-14 10:28:26.799999952,100,0,0,9900
2023-12-14 10:28:26.900000095,100,0,0,9900
2023-12-14 10:28:27.000000000,100,0,0,9900
2023-12-14 10:28:27.099999905,100,0,0,9900
2023-12-14 10:28:27.200000048,100,0,0,9900
2023-12-14 10:28:27.299999952,100,0,0,9900
2023-12-14 10:28:27.400000095,100,0,0,9900
2023-12-14 10:28:27.500000000,100,0,0,9900
2023-12-14 10:28:27.599999905,100,0,0,9900
2023-12-14 10:28:27.700000048,100,0,0,9900
2023-12-14 10:28:27.799999952,100,0,0,9900
2023-12-14 10:28:27.900000095,100,0,0,9900
2023-12-14 10:28:28.000000000,100,0,0,9900
2023-12-14 10:28:28.099999905,100,0,0,9900
2023-12-14 10:28:28.200000048,100,0,0,9900
2023-12-14 10:28:28.299999952,100,0,0,9900
2023-12-14 10:28:28.400000095,100,0,0,9900
2023-12-14 10:28:28.500000000,100,0,0,9900
2023-12-14 10:28:28.599999905,100,0,0,9900
2023-12-14 10:28:28.700000048,100,0,0,9900
2023-12-14 10:28:28.799999952,100,0,0,9900
2023-12-14 10:28:28.900000095,100,0,0,9900
2023-12-14 10:28:29.000000000,100,0,0,9900
2023-12-14 10:28:29.099999905,100,0,0,9900
2023-12-14 10:28:29.200000048,100,0,0,9900
2023-12-14 10:28:29.299999952,100,0,0,9900
2023-12-14 10:28:29.400000095,100,0,0,9900
2023-12-14 10:28:29.500000000,100,0,0,9900
2023-12-14 10:28:29.599999905,100,0,0,9900
2023-12-14 10:28:29.700000048,100,0,0,9900
2023-12-14 10:28:29.799999952,100,0,0,9900
2023-12-14 10:28:29.900000095,100,0,0,9900
2023-12-14 10:28:30.000000000,100,0,0,9900
2023-12-14 10:28:30.099999905,100,0,0,9900
2023-12-14 10:28:30.200000048,100,0,0,9900
2023-12-14 10:28:30.299999952,100,0,0,9900
2023-12-14 10:28:30.400000095,100,0,0,9900
2023-12-14 10:28:30.500000000,100,0,0,9900
2023-12-14 10:28:30.599999905,100,0,0,9900
2023-12-14 10:28:30.700000048,100,0,0,9900
2023-12-14 10:28:30.799999952,100,0,0,9900
2023-12-14 10:28:30.900000095,100,0,0,9900
2023-12-14 10:28:31.000000000,100,0,0,9900
2023-12-14 10:28:31.099999905,100,0,0,9900
2023-12-14 10:28:31.200000048,100,0,0,9900
2023-12-14 10:28:31.299999952,100,0,0,9900
2023-12-14 10:28:31.400000095,100,0,0,9900
2023-12-14 10:28:31.500000000,100,0,0,9900
2023-12-14 10:28:31.599999905,100,0,0,9900
2023-12-14 10:28:31.700000048,100,0,0,9900
2023-12-14 10:28:31.799999952,100,0,0,9900
2023-12-14 10:28:31.900000095,100,0,0,9900
2023-12-14 10:28:32.000000000,100,0,0,9900
2023-12-14 10:28:32.099999905,100,0,0,9900
2023-12-14 10:28:32.200000048,100,0,0,9900
2023-12-14 10:28:32.299999952,100,0,0,9900
2023-12-14 10:28:32.400000095,100,0,0,9900
2023-12-14 10:28:32.500000000,100,0,0,9900
2023-12-14 10:28:32.599999905,100,0,0,9900
2023-12-14 10:28:32.700000048,100,0,0,9900
2023-12-14 10:28:32.799999952,100,0,0,9900
2023-12-14 10:28:32.900000095,100,0,0,9900
2023-12-14 10:28:33.000000000,100,0,0,9900
2023-12-14 10:28:33.099999905,100,0,0,9900
2023-12-14 10:28:33.200000048,100,0,0,9900
2023-12-14 10:28:33.299999952,100,0,0,9900
2023-12-14 10:28:33.400000095,100,0,0,9900
2023-12-14 10:28:33.500000000,100,0,0,9900
2023-12-14 10:28:33.599999905,100,0,0,9900
2023-12-14 10:28:33.700000048,100,0,0,9900
2023-12-14 10:28:33.799999952,100,0,0,9900
2023-12-14 10:28:33.900000095,100,0,0,9900
2023-12-14 10:28:34.000000000,100,0,0,9900
2023-12-14 10:28:34.099999905,100,0,0,9900
2023-12-14 10:28:34.200000048,100,0,0,9900
2023-12-14 10:28:34.299999952,100,0,0,9900
2023-12-14 10:28:34.400000095,100,0,0,9900
2023-12-14 10:28:34.500000000,100,0,0,9900
2023-12-14 10:28:34.599999905,100,0,0,9900
2023-12-14 10:28:34.700000048,100,0,0,9900
2023-12-14 10:28:34.799999952,100,0,0,9900
2023-12-14 10:28:34.900000095,100,0,0,9900
2023-12-14 10:28:35.000000000,100,0,0,9900
2023-12-14 10:28:35.099999905,100,0,0,9900
2023-12-14 10:28:35.200000048,100,0,0,9900
2023-12-14 10:28:35.299999952,100,0,0,9900
2023-12-14 10:28:35.400000095,100,0,0,9900
2023-12-14 10:28:35.500000000,100,0,0,9900
2023-12-14 10:28:35.599999905,100,0,0,9900
2023-12-14 10:28:35.700000048,100,0,0,9900
2023-12-14 10:28:35.799999952,100,0,0,9900
2023-12-14 10:28:35.900000095,100,0,0,9900
2023-12-14 10:28:36.000000000,100,0,0,9900
2023-12-14 10:28:36.099999905,100,0,0,9900
2023-12-14 10:28:36.200000048,100,0,0,9900
2023-12-14 10:28:36.299999952,100,0,0,9900
2023-12-14 10:28:36.400000095,100,0,0,9900
2023-12-14 10:28:36.500000000,100,0,0,9900
2023-12-14 10:28:36.599999905,100,0,0,9900
2023-12-14 10:28:36.700000048,100,0,0,9900
2023-12-14 10:28:36.799999952,100,0,0,9900
2023-12-14 10:28:36.900000095,100,0,0,9900
2023-12-14 10:28:37.000000000,100,0,0,9900
2023-12-14 10:28:37.099999905,100,0,0,9900
2023-12-14 10:28:37.200000048,100,0,0,9900
2023-12-14 10:28:37.299999952,100,0,0,9900
2023-12-14 10:28:37.400000095,100,0,0,9900
2023-12-14 10:28:37.500000000,100,0,0,9900
2023-12-14 10:28:37.599999905,100,0,0,9900
2023-12-14 10:28:37.700000048,100,0,0,9900
2023-12-14 10:28:37.799999952,100,0,0,9900
2023-12-14 10:28:37.900000095,100,0,0,9900
2023-12-14 10:28:38.000000000,100,0,0,9900
2023-12-14 10:28:38.099999905,100,0,0,9900
2023-12-14 10:28:38.200000048,100,0,0,9900
2023-12-14 10:28:38.299999952,100,0,0,9900
2023-12-14 10:28:38.400000095,100,0,0,9900
2023-12-14 10:28:38.500000000,100,0,0,9900
2023-12-14 10:28:38.599999905,100,0,0,9900
2023-12-14 10:28:38.700000048,100,0,0,9900
2023-12-14 10:28:38.799999952,100,0,0,9900
2023-12-14 10:28:38.900000095,100,0,0,9900
2023-12-14 10:28:39.000000000,100,0,0,9900
2023-12-14 10:28:39.099999905,100,0,0,9900
2023-12-14 10:28:39.200000048,100,0,0,9900
2023-12-14 10:28:39.299999952,100,0,0,9900
2023-12-14 10:28:39.400000095,100,0,0,9900
2023-12-14 10:28:39.500000000,100,0,0,9900
2023-12-14 10:28:39.599999905,100,0,0,9900
2023-12-14 10:28:39.700000048,100,0,0,9900
2023-12-14 10:28:39.799999952,100,0,0,9900
2023-12-14 10:28:39.900000095,100,0,0,9900
2023-12-14 10:28:40.000000000,100,0,0,9900
2023-12-14 10:28:40.099999905,100,0,0,9900
2023-12-14 10:28:40.200000048,100,0,0,9900
2023-12-14 10:28:40.299999952,100,0,0,9900
2023-12-14 10:28:40.400000095,100,0,0,9900
2023-12-14 10:28:40.500000000,100,0,0,9900
2023-12-14 10:28:40.599999905,100,0,0,9900
2023-12-14 10:28:40.700000048,100,0,0,9900
2023-12-14 10:28:40.799999952,100,0,0,9900
2023-12-14 10:28:40.900000095,100,0,0,9900
2023-12-14 10:28:41.000000000,100,0,0,9900
2023-12-14 10:28:41.099999905,100,0,0,9900
2023-12-14 10:28:41.200000048,100,0,0,9900
2023-12-14 10:28:41.299999952,100,0,0,9900
2023-12-14 10:28:41.400000095,100,0,0,9900
2023-12-14 10:28:41.500000000,100,0,0,9900
2023-12-14 10:28:41.599999905,100,0,0,9900
2023-12-14 10:28:41.700000048,100,0,0,9900
2023-12-14 10:28:41.799999952,100,0,0,9900
2023-12-14 10:28:41.900000095,100,0,0,9900
2023-12-14 10:28:42.000000000,100,0,0,9900
2023-12-14 10:28:42.099999905,100,0,0,9900
2023-12-14 10:28:42.200000048,100,0,0,9900
2023-12-14 10:28:42.299999952,100,0,0,9900
2023-12-14 10:28:42.400000095,100,0,0,9900
2023-12-14 10:28:42.500000000,100,0,0,9900
2023-12-14 10:28:42.599999905,100,0,0,9900
2023-12-14 10:28:42.700000048,100,0,0,9900
2023-12-14 10:28:42.799999952,100,0,0,9900
2023-12-14 10:28:42.900000095,100,0,0,9900
2023-12-14 10:28:43.000000000,100,0,0,9900
2023-12-14 10:28:43.099999905,100,0,0,9900
2023-12-14 10:28:43.200000048,100,0,0,9900
2023-12-14 10:28:43.299999952,100,0,0,9900
2023-12-14 10:28:43.400000095,100,0,0,9900
2023-12-14 10:28:43.500000000,100,0,0,9900
2023-12-14 10:28:43.599999905,100,0,0,9900
2023-12-14 10:28:43.700000048,100,0,0,9900
2023-12-14 10:28:43.799999952,100,0,0,9900
2023-12-14 10:28:43.900000095,100,0,0,9900
2023-12-14 10:28:44.000000000,100,0,0,9900
2023-12-14 10:28:44.099999905,100,0,0,9900
2023-12-14 10:28:44.200000048,100,0,0,9900
2023-12-14 10:28:44.299999952,100,0,0,9900
2023-12-14 10:28:44.400000095,100,0,0,9900
2023-12-14 10:28:44.500000000,100,0,0,9900
2023-12-14 10:28:44.599999905,100,0,0,9900
2023-12-14 10:28:44.700000048,100,0,0,9900
2023-12-14 10:28:44.799999952,100,0,0,9900
2023-12-14 10:28:44.900000095,100,0,0,9900
2023-12-14 10:28:45.000000000,100,0,0,9900
2023-12-14 10:28:45.099999905,100,0,0,9900
2023-12-14 10:28:45.200000048,100,0,0,9900
2023-12-14 10:28:45.299999952,100,0,0,9900
2023-12-14 10:28:45.400000095,100,0,0,9900
2023-12-14 10:28:45.500000000,100,0,0,9900
2023-12-14 10:28:45.599999905,100,0,0,9900
2023-12-14 10:28:45.700000048,100,0,0,9900
2023-12-14 10:28:45.799999952,100,0,0,9900
2023-12-14 10:28:45.900000095,100,0,0,9900
2023-12-14 10:28:46.000000000,100,0,0,9900
2023-12-14 10:28:46.099999905,100,0,0,9900
2023-12-14 10:28:46.200000048,100,0,0,9900
2023-12-14 10:28:46.299999952,100,0,0,9900
2023-12-14 10:28:46.400000095,100,0,0,9900
2023-12-14 10:28:46.500000000,100,0,0,9900
2023-12-14 10:28:46.599999905,100,0,0,9900
2023-12-14 10:28:46.700000048,100,0,0,9900
2023-12-14 10:28:46.799999952,100,0,0,9900
2023-12-14 10:28:46.900000095,100,0,0,9900
2023-12-14 10:28:47.000000000,100,0,0,9900
2023-12-14 10:28:47.099999905,100,0,0,9900
2023-12-14 10:28:47.200000048,100,0,0,9900
2023-12-14 10:28:47.299999952,100,0,0,9900
2023-12-14 10:28:47.400000095,100,0,0,9900
2023-12-14 10:28:47.500000000,100,0,0,9900
2023-12-14 10:28:47.599999905,100,0,0,9900
2023-12-14 10:28:47.700000048,100,0,0,9900
2023-12-14 10:28:47.799999952,100,0,0,9900
2023-12-14 10:28:47.900000095,100,0,0,9900
2023-12-14 10:28:48.000000000,100,0,0,9900
2023-12-14 10:28:48.099999905,100,0,0,9900
2023-12-14 10:28:48.200000048,100,0,0,9900
2023-12-14 10:28:48.299999952,100,0,0,9900
2023-12-14 10:28:48.400000095,100,0,0,9900
2023-12-14 10:28:48.500000000,100,0,0,9900
2023-12-14 10:28:48.599999905,100,0,0,9900
2023-12-14 10:28:48.700000048,100,0,0,9900
2023-12-14 10:28:48.799999952,100,0,0,9900
2023-12-14 10:28:48.900000095,100,0,0,9900
2023-12-14 10:28:49.000000000,100,0,0,9900
2023-12-14 10:28:49.099999905,100,0,0,9900
2023-12-14 10:28:49.200000048,100,0,0,9900
2023-12-14 10:28:49.299999952,100,0,0,9900
2023-12-14 10:28:49.400000095,100,0,0,9900
2023-12-14 10:28:49.500000000,100,0,0,9900
2023-12-14 10:28:49.599999905,100,0,0,9900
2023-12-14 10:28:49.700000048,100,0,0,9900
2023-12-14 10:28:49.799999952,100,0,0,9900
2023-12-14 10:28:49.900000095,100,0,0,9900
2023-12-14 10:28:50.000000000,100,0,0,9900
2023-12-14 10:28:50.099999905,100,0,0,9900
2023-12-14 10:28:50.200000048,100,0,0,9900
2023-12-14 10:28:50.299999952,100,0,0,9900
2023-12-14 10:28:50.400000095,100,0,0,9900
2023-12-14 10:28:50.500000000,100,0,0,9900
2023-12-14 10:28:50.599999905,100,0,0,9900
2023-12-14 10:28:50.700000048,100,0,0,9900
2023-12-14 10:28:50.799999952,100,0,0,9900
2023-12-14 10:28:50.900000095,100,0,0,9900
2023-12-14 10:28:51.000000000,100,0,0,9900
2023-12-14 10:28:51.099999905,100,0,0,9900
2023-12-14 10:28:51.200000048,100,0,0,9900
2023-12-14 10:28:51.299999952,100,0,0,9900
2023-12-14 10:28:51.400000095,100,0,0,9900
2023-12-14 10:28:51.500000000,100,0,0,9900
2023-12-14 10:28:51.599999905,100,0,0,9900
2023-12-14 10:28:51.700000048,100,0,0,9900
2023-12-14 10:28:51.799999952,100,0,0,9900
2023-12-14 10:28:51.900000095,100,0,0,9900
2023-12-14 10:28:52.000000000,100,0,0,9900
2023-12-14 10:28:52.099999905,100,0,0,9900
2023-12-14 10:28:52.200000048,100,0,0,9900
2023-12-14 10:28:52.299999952,100,0,0,9900
2023-12-14 10:28:52.400000095,100,0,0,9900
2023-12-14 10:28:52.500000000,100,0,0,9900
2023-12-14 10:28:52.599999905,100,0,0,9900
2023-12-14 10:28:52.700000048,100,0,0,9900
2023-12-14 10:28:52.799999952,100,0,0,9900
2023-12-14 10:28:52.900000095,100,0,0,9900
2023-12-14 10:28:53.000000000,100,0,0,9900
2023-12-14 10:28:53.099999905,100,0,0,9900
2023-12-14 10:28:53.200000048,100,0,0,9900
