timestamp,http_client_request_count_0,http_client_request_count_1,http_client_request_count_2,http_client_request_count_3,http_client_request_count_4,http_client_response_count_0,http_client_response_count_1,http_client_response_count_2,http_client_response_count_3,http_client_response_count_4,open5G_bt_subscriber_count_0,open5G_bt_subscriber_count_1,open5G_bt_subscriber_count_2,open5G_bt_subscriber_count_3
2023-12-14 10:27:00.910000086,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:00.920000076,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:00.930000067,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:00.940000057,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:00.950000048,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:00.960000038,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:00.970000029,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:00.980000019,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:00.990000010,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:01.000000000,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:01.009999990,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:01.019999981,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:01.029999971,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:01.039999962,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:01.049999952,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:01.059999943,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:01.069999933,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:01.079999924,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:01.089999914,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:01.099999905,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:01.109999895,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:01.119999886,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:01.130000114,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:01.140000105,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:01.150000095,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:01.160000086,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:01.170000076,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:01.180000067,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:01.190000057,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:01.200000048,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:01.210000038,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:01.220000029,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:01.230000019,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:01.240000010,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:01.250000000,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:01.259999990,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:01.269999981,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:01.279999971,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:01.289999962,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:01.299999952,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:01.309999943,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:01.319999933,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:01.329999924,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:01.339999914,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:01.349999905,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:01.359999895,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:01.369999886,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:01.380000114,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:01.390000105,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:01.400000095,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:01.410000086,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:01.420000076,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:01.430000067,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:01.440000057,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:01.450000048,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:01.460000038,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:01.470000029,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:01.480000019,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:01.490000010,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:01.500000000,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:01.509999989,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:01.519999981,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:01.529999970,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:01.539999962,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:01.549999952,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:01.559999943,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:01.569999933,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:01.579999924,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:01.589999914,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:01.599999905,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:01.609999895,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:01.619999886,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:01.630000114,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:01.640000105,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:01.650000095,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:01.660000086,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:01.670000076,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:01.680000067,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:01.690000057,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:01.700000048,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:01.710000038,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:01.720000029,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:01.730000019,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:01.740000010,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:01.750000000,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:01.759999990,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:01.769999981,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:01.779999971,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:01.789999962,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:01.799999952,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:01.809999943,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:01.819999933,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:01.829999924,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:01.839999914,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:01.849999905,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:01.859999895,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:01.869999886,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:01.880000114,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:01.890000105,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:01.900000095,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:01.910000086,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:01.920000076,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:01.930000067,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:01.940000057,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:01.950000048,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:01.960000038,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:01.970000029,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:01.980000019,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:01.990000010,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:02.000000000,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:02.009999990,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:02.019999981,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:02.029999971,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:02.039999962,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:02.049999952,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:02.059999943,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:02.069999933,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:02.079999924,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:02.089999914,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:02.099999905,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:02.109999895,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:02.119999886,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:02.130000114,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:02.140000105,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:02.150000095,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:02.160000086,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:02.170000076,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:02.180000067,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:02.190000057,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:02.200000048,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:02.210000038,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:02.220000029,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:02.230000019,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:02.240000010,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:02.250000000,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:02.259999990,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:02.269999981,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:02.279999971,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:02.289999962,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:02.299999952,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:02.309999943,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:02.319999933,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:02.329999924,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:02.339999914,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:02.349999905,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:02.359999895,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:02.369999886,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:02.380000114,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:02.390000105,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:02.400000095,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:02.410000086,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:02.420000076,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:02.430000067,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:02.440000057,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:02.450000048,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:02.460000038,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:02.470000029,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:02.480000019,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:02.490000010,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:02.500000000,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:02.509999989,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:02.519999981,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:02.529999970,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:02.539999962,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:02.549999952,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:02.559999943,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:02.569999933,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:02.579999924,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:02.589999914,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:02.599999905,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:02.609999895,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:02.619999886,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:02.630000114,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:02.640000105,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:02.650000095,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:02.660000086,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:02.670000076,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:02.680000067,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:02.690000057,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:02.700000048,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:02.710000038,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:02.720000029,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:02.730000019,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:02.740000010,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:02.750000000,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:02.759999990,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:02.769999981,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:02.779999971,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:02.789999962,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:02.799999952,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:02.809999943,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:02.819999933,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:02.829999924,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:02.839999914,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:02.849999905,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:02.859999895,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:02.869999886,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:02.880000114,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:02.890000105,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:02.900000095,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:02.910000086,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:02.920000076,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:02.930000067,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:02.940000057,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:02.950000048,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
2023-12-14 10:27:02.960000038,507,203,1,6,207,507,203,1,6,207,100,0,0,9900
