timestamp,subscriber_count_Connected_x,subscriber_count_Connected_y,subscriber_count_Connected_x,subscriber_count_Connected_y,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_globalP_smf,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_packetP_smf,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_sessionP_smf,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_transactionP_smf,total_allocated_memory_globalP_smf,total_allocated_memory_packetP_smf,total_allocated_memory_sessionP_smf,total_allocated_memory_transactionP_smf,chunk_create_count_minus_destroy_count_cm_globalP_smf,chunk_create_count_minus_destroy_count_cm_packetP_smf,chunk_create_count_minus_destroy_count_cm_sessionP_smf,chunk_create_count_minus_destroy_count_cm_transactionP_smf
2024-07-09 09:04:54,33,0,0,9967,8,126,8,3,31.998046875,32.0,31.998046875,32.0,37,107,938,5
2024-07-09 09:04:55,34,0,0,9966,8,129,8,3,31.998046875,32.0,31.998046875,32.0,37,110,965,5
2024-07-09 09:04:56,35,0,0,9965,8,133,8,3,31.998046875,32.0,31.998046875,32.0,37,113,992,5
2024-07-09 09:04:57,36,0,0,9964,8,136,8,3,31.998046875,32.0,31.998046875,32.0,37,116,1019,5
2024-07-09 09:04:58,37,0,0,9963,8,140,8,3,31.998046875,32.0,31.998046875,32.0,37,119,1046,5
2024-07-09 09:04:59,38,0,0,9962,8,143,8,3,31.998046875,32.0,31.998046875,32.0,37,122,1073,5
2024-07-09 09:05:00,39,0,0,9961,8,148,8,3,31.998046875,32.0,31.998046875,32.0,37,125,1100,5
2024-07-09 09:05:01,40,0,0,9960,8,151,8,3,31.998046875,32.0,31.998046875,32.0,37,128,1127,5
2024-07-09 09:05:02,41,0,0,9959,8,155,8,3,31.998046875,32.0,31.998046875,32.0,37,131,1154,5
2024-07-09 09:05:03,42,0,0,9958,8,158,8,3,31.998046875,32.0,31.998046875,32.0,37,134,1181,5
2024-07-09 09:05:04,43,0,0,9957,8,162,8,3,31.998046875,32.0,31.998046875,32.0,37,137,1208,5
2024-07-09 09:05:05,44,0,0,9956,8,165,8,3,31.998046875,32.0,31.998046875,32.0,38,140,1235,5
2024-07-09 09:05:06,45,0,0,9955,8,169,8,3,31.998046875,32.0,31.998046875,32.0,38,143,1262,5
2024-07-09 09:05:07,46,0,0,9954,8,172,8,3,31.998046875,32.0,31.998046875,32.0,38,146,1289,5
2024-07-09 09:05:08,47,0,0,9953,8,177,8,3,31.998046875,32.0,31.998046875,32.0,38,149,1316,5
2024-07-09 09:05:09,48,0,0,9952,8,180,8,3,31.998046875,32.0,31.998046875,32.0,38,152,1343,5
2024-07-09 09:05:10,49,0,0,9951,8,184,8,3,31.998046875,32.0,31.998046875,32.0,38,155,1370,5
2024-07-09 09:05:11,50,0,0,9950,8,187,8,3,31.998046875,32.0,31.998046875,32.0,38,158,1397,5
2024-07-09 09:05:12,51,0,0,9949,8,191,8,3,31.998046875,32.0,31.998046875,32.0,38,161,1424,5
2024-07-09 09:05:13,52,0,0,9948,8,194,8,3,31.998046875,32.0,31.998046875,32.0,38,164,1451,5
2024-07-09 09:05:14,53,0,0,9947,8,198,8,3,31.998046875,32.0,31.998046875,32.0,38,167,1478,5
2024-07-09 09:05:15,54,0,0,9946,8,202,8,3,31.998046875,32.0,31.998046875,32.0,38,170,1505,5
2024-07-09 09:05:16,55,0,0,9945,8,206,8,3,31.998046875,32.0,31.998046875,32.0,38,173,1532,5
2024-07-09 09:05:17,56,0,0,9944,8,209,8,3,31.998046875,32.0,31.998046875,32.0,38,176,1559,5
2024-07-09 09:05:18,57,0,0,9943,8,213,8,3,31.998046875,32.0,31.998046875,32.0,38,179,1586,5
2024-07-09 09:05:19,58,0,0,9942,8,216,8,3,31.998046875,32.0,31.998046875,32.0,38,182,1613,5
2024-07-09 09:05:20,59,0,0,9941,8,220,8,3,31.998046875,32.0,31.998046875,32.0,38,185,1640,5
2024-07-09 09:05:21,60,0,0,9940,8,224,8,3,31.998046875,32.0,31.998046875,32.0,39,188,1667,5
2024-07-09 09:05:22,61,0,0,9939,8,227,8,3,31.998046875,32.0,31.998046875,32.0,39,191,1694,5
2024-07-09 09:05:23,62,0,0,9938,8,231,8,3,31.998046875,32.0,31.998046875,32.0,39,194,1721,5
2024-07-09 09:05:24,63,0,0,9937,8,234,8,3,31.998046875,32.0,31.998046875,32.0,39,197,1748,5
2024-07-09 09:05:25,64,0,0,9936,8,238,8,3,31.998046875,32.0,31.998046875,32.0,39,200,1775,5
2024-07-09 09:05:26,65,0,0,9935,8,241,8,3,31.998046875,32.0,31.998046875,32.0,39,203,1802,5
2024-07-09 09:05:27,66,0,0,9934,8,245,8,3,31.998046875,32.0,31.998046875,32.0,39,206,1829,5
2024-07-09 09:05:28,67,0,0,9933,8,248,8,3,31.998046875,32.0,31.998046875,32.0,39,209,1856,5
2024-07-09 09:05:29,68,0,0,9932,8,253,8,3,31.998046875,32.0,31.998046875,32.0,39,212,1883,5
2024-07-09 09:05:30,69,0,0,9931,8,256,8,3,31.998046875,32.0,31.998046875,32.0,39,215,1910,5
2024-07-09 09:05:31,70,0,0,9930,8,260,8,3,31.998046875,32.0,31.998046875,32.0,39,218,1937,5
2024-07-09 09:05:32,71,0,0,9929,8,263,8,3,31.998046875,32.0,31.998046875,32.0,39,221,1964,5
2024-07-09 09:05:33,72,0,0,9928,8,267,8,3,31.998046875,32.0,31.998046875,32.0,39,224,1991,5
2024-07-09 09:05:34,73,0,0,9927,8,270,8,3,31.998046875,32.0,31.998046875,32.0,39,227,2018,5
2024-07-09 09:05:35,74,0,0,9926,8,274,8,3,31.998046875,32.0,31.998046875,32.0,39,230,2045,5
2024-07-09 09:05:36,75,0,0,9925,8,278,8,3,31.998046875,32.0,31.998046875,32.0,40,233,2072,5
2024-07-09 09:05:37,76,0,0,9924,8,282,8,3,31.998046875,32.0,31.998046875,32.0,40,236,2099,5
2024-07-09 09:05:38,77,0,0,9923,8,285,8,3,31.998046875,32.0,31.998046875,32.0,40,239,2126,5
2024-07-09 09:05:39,78,0,0,9922,8,289,8,3,31.998046875,32.0,31.998046875,32.0,40,242,2153,5
2024-07-09 09:05:40,79,0,0,9921,8,292,8,3,31.998046875,32.0,31.998046875,32.0,40,245,2180,5
2024-07-09 09:05:41,80,0,0,9920,8,296,8,3,31.998046875,32.0,31.998046875,32.0,40,248,2207,5
2024-07-09 09:05:42,81,0,0,9919,8,299,8,3,31.998046875,32.0,31.998046875,32.0,40,251,2234,5
2024-07-09 09:05:43,82,0,0,9918,8,303,8,3,31.998046875,32.0,31.998046875,32.0,40,254,2261,5
2024-07-09 09:05:44,83,0,0,9917,8,307,8,3,31.998046875,32.0,31.998046875,32.0,40,257,2288,5
2024-07-09 09:05:45,84,0,0,9916,8,311,8,3,31.998046875,32.0,31.998046875,32.0,40,260,2315,5
2024-07-09 09:05:46,85,0,0,9915,8,314,8,3,31.998046875,32.0,31.998046875,32.0,40,263,2342,5
2024-07-09 09:05:47,86,0,0,9914,8,318,8,3,31.998046875,32.0,31.998046875,32.0,40,266,2369,5
2024-07-09 09:05:48,87,0,0,9913,8,321,8,3,31.998046875,32.0,31.998046875,32.0,40,269,2396,5
2024-07-09 09:05:49,88,0,0,9912,8,325,8,3,31.998046875,32.0,31.998046875,32.0,40,272,2423,5
2024-07-09 09:05:50,89,0,0,9911,8,328,8,3,31.998046875,32.0,31.998046875,32.0,40,275,2450,5
2024-07-09 09:05:51,90,0,0,9910,8,332,8,3,31.998046875,32.0,31.998046875,32.0,40,278,2477,5
2024-07-09 09:05:52,91,0,0,9909,8,336,8,3,31.998046875,32.0,31.998046875,32.0,41,281,2504,5
2024-07-09 09:05:53,92,0,0,9908,8,339,8,3,31.998046875,32.0,31.998046875,32.0,41,284,2531,5
2024-07-09 09:05:54,93,0,0,9907,8,343,8,3,31.998046875,32.0,31.998046875,32.0,41,287,2558,5
2024-07-09 09:05:55,94,0,0,9906,8,346,8,3,31.998046875,32.0,31.998046875,32.0,41,290,2585,5
2024-07-09 09:05:56,95,0,0,9905,8,350,8,3,31.998046875,32.0,31.998046875,32.0,41,293,2612,5
2024-07-09 09:05:57,96,0,0,9904,8,353,8,3,31.998046875,32.0,31.998046875,32.0,41,296,2639,5
2024-07-09 09:05:58,97,0,0,9903,8,357,8,3,31.998046875,32.0,31.998046875,32.0,41,299,2666,5
2024-07-09 09:05:59,98,0,0,9902,8,361,8,3,31.998046875,32.0,31.998046875,32.0,41,302,2693,5
2024-07-09 09:06:00,99,0,0,9901,8,365,8,3,31.998046875,32.0,31.998046875,32.0,41,305,2720,5
2024-07-09 09:06:01,100,0,0,9900,8,368,8,3,31.998046875,32.0,31.998046875,32.0,41,308,2747,5
2024-07-09 09:06:02,99,1,0,9900,8,372,8,3,31.998046875,32.0,31.998046875,32.0,41,308,2747,5
2024-07-09 09:06:03,100,0,0,9900,8,372,8,3,31.998046875,32.0,31.998046875,32.0,41,308,2747,5
