,,,,,globalP,globalP,globalP,globalP,globalP,globalP,packetP,packetP,packetP,packetP,packetP,packetP,sessionP,sessionP,sessionP,sessionP,sessionP,sessionP,transactionP,transactionP,transactionP,transactionP,transactionP,transactionP
2024-06-25 11:23:45,37,0,0,9963,7,38,38,0,32.0,38,125,342,1933,1674,32.0,259,2,54,92,38,32.0,54,4,44,1428,1384,32.0,44
2024-06-25 11:23:46,42,0,0,9958,8,39,39,0,32.0,39,142,388,2215,1921,32.0,294,2,59,102,43,32.0,59,4,49,1619,1570,32.0,49
2024-06-25 11:23:47,47,0,0,9953,9,40,40,0,32.0,40,160,435,2515,2186,32.0,329,2,64,112,48,32.0,64,4,54,1810,1756,32.0,54
2024-06-25 11:23:48,52,0,0,9948,10,41,41,0,32.0,41,177,482,2832,2468,32.0,364,2,69,122,53,32.0,69,4,59,2001,1942,32.0,59
2024-06-25 11:23:49,57,0,0,9943,11,42,42,0,32.0,42,194,528,3166,2767,32.0,399,2,74,132,58,32.0,74,4,64,2192,2128,32.0,64
2024-06-25 11:23:50,62,0,0,9938,12,43,43,0,32.0,43,212,575,3518,3084,32.0,434,2,79,142,63,32.0,79,4,69,2383,2314,32.0,69
2024-06-25 11:23:51,67,0,0,9933,12,43,43,0,32.0,43,229,622,3887,3418,32.0,469,2,84,152,68,32.0,84,4,74,2574,2500,32.0,74
2024-06-25 11:23:52,72,0,0,9928,13,44,44,0,32.0,44,247,668,4274,3770,32.0,504,2,89,162,73,32.0,89,4,79,2765,2686,32.0,79
2024-06-25 11:23:53,77,0,0,9923,14,45,45,0,32.0,45,264,715,4678,4139,32.0,539,2,94,172,78,32.0,94,4,84,2956,2872,32.0,84
2024-06-25 11:23:54,82,0,0,9918,15,46,46,0,32.0,46,281,762,5099,4525,32.0,574,2,99,182,83,32.0,99,4,89,3147,3058,32.0,89
2024-06-25 11:23:55,87,0,0,9913,16,47,47,0,32.0,47,299,808,5538,4929,32.0,609,2,104,192,88,32.0,104,4,94,3338,3244,32.0,94
2024-06-25 11:23:56,92,0,0,9908,17,48,48,0,32.0,48,316,855,5994,5350,32.0,644,2,109,202,93,32.0,109,4,99,3529,3430,32.0,99
2024-06-25 11:23:57,97,0,0,9903,18,49,49,0,32.0,49,334,902,6468,5789,32.0,679,2,114,212,98,32.0,114,4,104,3720,3616,32.0,104
2024-06-25 11:23:58,100,0,0,9900,18,49,49,0,32.0,49,351,936,6934,6229,32.0,705,2,118,220,102,32.0,118,4,108,3877,3769,32.0,108
2024-06-25 11:23:59,100,0,0,9900,18,49,49,0,32.0,49,364,939,7306,6599,32.0,707,2,118,221,103,32.0,118,4,108,3889,3781,32.0,108
2024-06-25 11:24:00,100,0,0,9900,18,49,49,0,32.0,49,365,939,7671,6964,32.0,707,2,118,221,103,32.0,118,4,108,3890,3782,32.0,108
2024-06-25 11:24:01,100,0,0,9900,18,49,49,0,32.0,49,365,939,8036,7329,32.0,707,2,118,221,103,32.0,118,4,108,3891,3783,32.0,108
2024-06-25 11:24:02,100,0,0,9900,18,49,49,0,32.0,49,365,939,8401,7694,32.0,707,2,118,221,103,32.0,118,4,108,3892,3784,32.0,108
