,,,,,globalP,globalP,globalP,globalP,globalP,globalP,packetP,packetP,packetP,packetP,packetP,packetP,sessionP,sessionP,sessionP,sessionP,sessionP,sessionP,transactionP,transactionP,transactionP,transactionP,transactionP,transactionP
2024-06-24 08:39:11,8,0,0,9992,6,33,33,0,32.0,33,43,81,2206,2143,32.0,63,2,23,33,10,32.0,23,4,16,416,400,32.0,16
2024-06-24 08:39:12,9,0,0,9991,6,33,33,0,32.0,33,46,91,2280,2210,32.0,70,2,24,35,11,32.0,24,4,17,453,436,32.0,17
2024-06-24 08:39:13,10,0,0,9990,6,34,34,0,32.0,34,49,100,2357,2280,32.0,77,2,25,37,12,32.0,25,4,18,490,472,32.0,18
2024-06-24 08:39:14,11,0,0,9989,6,34,34,0,32.0,34,53,109,2438,2354,32.0,84,2,26,39,13,32.0,26,4,19,527,508,32.0,19
2024-06-24 08:39:15,12,0,0,9988,6,34,34,0,32.0,34,56,119,2522,2431,32.0,91,2,27,41,14,32.0,27,4,20,564,544,32.0,20
2024-06-24 08:39:16,13,0,0,9987,6,34,34,0,32.0,34,60,128,2610,2512,32.0,98,2,28,43,15,32.0,28,4,21,601,580,32.0,21
2024-06-24 08:39:17,14,0,0,9986,6,34,34,0,32.0,34,63,137,2701,2596,32.0,105,2,29,45,16,32.0,29,4,22,638,616,32.0,22
2024-06-24 08:39:18,15,0,0,9985,6,35,35,0,32.0,35,67,147,2796,2684,32.0,112,2,30,47,17,32.0,30,4,23,675,652,32.0,23
2024-06-24 08:39:19,16,0,0,9984,6,35,35,0,32.0,35,70,156,2894,2775,32.0,119,2,31,49,18,32.0,31,4,24,712,688,32.0,24
2024-06-24 08:39:20,17,0,0,9983,6,35,35,0,32.0,35,74,165,2996,2870,32.0,126,2,32,51,19,32.0,32,4,25,749,724,32.0,25
2024-06-24 08:39:21,18,0,0,9982,6,35,35,0,32.0,35,77,175,3101,2968,32.0,133,2,33,53,20,32.0,33,4,26,786,760,32.0,26
2024-06-24 08:39:22,19,0,0,9981,6,35,35,0,32.0,35,81,184,3210,3070,32.0,140,2,34,55,21,32.0,34,4,27,823,796,32.0,27
2024-06-24 08:39:23,20,0,0,9980,6,35,35,0,32.0,35,84,193,3322,3175,32.0,147,2,35,57,22,32.0,35,4,28,860,832,32.0,28
2024-06-24 08:39:24,21,0,0,9979,6,36,36,0,32.0,36,88,203,3438,3284,32.0,154,2,36,59,23,32.0,36,4,29,897,868,32.0,29
2024-06-24 08:39:25,22,0,0,9978,6,36,36,0,32.0,36,91,212,3557,3396,32.0,161,2,37,61,24,32.0,37,4,30,934,904,32.0,30
2024-06-24 08:39:26,23,0,0,9977,6,36,36,0,32.0,36,95,221,3680,3512,32.0,168,2,38,63,25,32.0,38,4,31,971,940,32.0,31
2024-06-24 08:39:27,24,0,0,9976,6,36,36,0,32.0,36,98,231,3806,3631,32.0,175,2,39,65,26,32.0,39,4,32,1008,976,32.0,32
2024-06-24 08:39:28,25,0,0,9975,6,36,36,0,32.0,36,102,240,3936,3754,32.0,182,2,40,67,27,32.0,40,4,33,1045,1012,32.0,33
2024-06-24 08:39:29,26,0,0,9974,6,36,36,0,32.0,36,105,249,4069,3880,32.0,189,2,41,69,28,32.0,41,4,34,1082,1048,32.0,34
2024-06-24 08:39:30,27,0,0,9973,6,37,37,0,32.0,37,109,259,4206,4010,32.0,196,2,42,71,29,32.0,42,4,35,1119,1084,32.0,35
2024-06-24 08:39:31,28,0,0,9972,6,37,37,0,32.0,37,112,268,4346,4143,32.0,203,2,43,73,30,32.0,43,4,36,1156,1120,32.0,36
2024-06-24 08:39:32,29,0,0,9971,6,37,37,0,32.0,37,116,277,4490,4280,32.0,210,2,44,75,31,32.0,44,4,37,1193,1156,32.0,37
2024-06-24 08:39:33,30,0,0,9970,6,37,37,0,32.0,37,119,287,4637,4420,32.0,217,2,45,77,32,32.0,45,4,38,1230,1192,32.0,38
2024-06-24 08:39:34,31,0,0,9969,6,37,37,0,32.0,37,123,296,4788,4564,32.0,224,2,46,79,33,32.0,46,4,39,1267,1228,32.0,39
2024-06-24 08:39:35,32,0,0,9968,6,37,37,0,32.0,37,126,305,4942,4711,32.0,231,2,47,81,34,32.0,47,4,40,1304,1264,32.0,40
2024-06-24 08:39:36,33,0,0,9967,7,38,38,0,32.0,38,130,315,5100,4862,32.0,238,2,48,83,35,32.0,48,4,41,1341,1300,32.0,41
2024-06-24 08:39:37,34,0,0,9966,7,38,38,0,32.0,38,133,324,5261,5016,32.0,245,2,49,85,36,32.0,49,4,42,1378,1336,32.0,42
2024-06-24 08:39:38,35,0,0,9965,7,38,38,0,32.0,38,137,333,5426,5174,32.0,252,2,50,87,37,32.0,50,4,43,1415,1372,32.0,43
2024-06-24 08:39:39,36,0,0,9964,7,38,38,0,32.0,38,140,343,5594,5335,32.0,259,2,51,89,38,32.0,51,4,44,1452,1408,32.0,44
2024-06-24 08:39:40,37,0,0,9963,7,38,38,0,32.0,38,144,352,5766,5500,32.0,266,2,52,91,39,32.0,52,4,45,1489,1444,32.0,45
2024-06-24 08:39:41,38,0,0,9962,8,39,39,0,32.0,39,147,361,5941,5668,32.0,273,2,53,93,40,32.0,53,4,46,1526,1480,32.0,46
2024-06-24 08:39:42,39,0,0,9961,8,39,39,0,32.0,39,151,371,6120,5840,32.0,280,2,54,95,41,32.0,54,4,47,1563,1516,32.0,47
2024-06-24 08:39:43,40,0,0,9960,8,39,39,0,32.0,39,154,380,6302,6015,32.0,287,2,55,97,42,32.0,55,4,48,1600,1552,32.0,48
2024-06-24 08:39:44,41,0,0,9959,8,39,39,0,32.0,39,158,389,6488,6194,32.0,294,2,56,99,43,32.0,56,4,49,1637,1588,32.0,49
2024-06-24 08:39:45,42,0,0,9958,8,39,39,0,32.0,39,161,399,6677,6376,32.0,301,2,57,101,44,32.0,57,4,50,1674,1624,32.0,50
2024-06-24 08:39:46,43,0,0,9957,8,39,39,0,32.0,39,165,408,6870,6562,32.0,308,2,58,103,45,32.0,58,4,51,1711,1660,32.0,51
2024-06-24 08:39:47,44,0,0,9956,9,40,40,0,32.0,40,168,417,7066,6751,32.0,315,2,59,105,46,32.0,59,4,52,1748,1696,32.0,52
2024-06-24 08:39:48,45,0,0,9955,9,40,40,0,32.0,40,171,427,7265,6943,32.0,322,2,60,107,47,32.0,60,4,53,1785,1732,32.0,53
2024-06-24 08:39:49,46,0,0,9954,9,40,40,0,32.0,40,175,436,7468,7139,32.0,329,2,61,109,48,32.0,61,4,54,1822,1768,32.0,54
2024-06-24 08:39:50,47,0,0,9953,9,40,40,0,32.0,40,178,445,7674,7338,32.0,336,2,62,111,49,32.0,62,4,55,1859,1804,32.0,55
2024-06-24 08:39:51,48,0,0,9952,9,40,40,0,32.0,40,182,455,7884,7541,32.0,343,2,63,113,50,32.0,63,4,56,1896,1840,32.0,56
2024-06-24 08:39:52,49,0,0,9951,9,40,40,0,32.0,40,185,464,8097,7747,32.0,350,2,64,115,51,32.0,64,4,57,1933,1876,32.0,57
2024-06-24 08:39:53,50,0,0,9950,10,41,41,0,32.0,41,189,473,8314,7957,32.0,357,2,65,117,52,32.0,65,4,58,1970,1912,32.0,58
2024-06-24 08:39:54,49,1,0,9950,10,41,41,0,32.0,41,192,471,8509,8154,32.0,355,2,65,117,52,32.0,65,4,58,1975,1917,32.0,58
2024-06-24 08:39:55,50,0,0,9950,10,41,41,0,32.0,41,192,473,8709,8352,32.0,357,2,65,118,53,32.0,65,4,58,1986,1928,32.0,58
2024-06-24 08:39:56,50,0,0,9950,10,41,41,0,32.0,41,193,473,8902,8545,32.0,357,2,65,118,53,32.0,65,4,58,1987,1929,32.0,58
2024-06-24 08:39:57,50,0,0,9950,10,41,41,0,32.0,41,193,473,9095,8738,32.0,357,2,65,118,53,32.0,65,4,58,1988,1930,32.0,58
2024-06-24 08:39:58,50,0,0,9950,10,41,41,0,32.0,41,193,473,9288,8931,32.0,357,2,65,118,53,32.0,65,4,58,1989,1931,32.0,58
2024-06-24 08:39:59,50,0,0,9950,10,41,41,0,32.0,41,193,473,9481,9124,32.0,357,2,65,118,53,32.0,65,4,58,1990,1932,32.0,58
2024-06-24 08:40:00,50,0,0,9950,10,41,41,0,32.0,41,193,473,9674,9317,32.0,357,2,65,118,53,32.0,65,4,58,1991,1933,32.0,58
