,,,,,globalP,globalP,globalP,globalP,globalP,globalP,packetP,packetP,packetP,packetP,packetP,packetP,sessionP,sessionP,sessionP,sessionP,sessionP,sessionP,transactionP,transactionP,transactionP,transactionP,transactionP,transactionP
,subscriber_count_Connected,subscriber_count_Idle,subscriber_count_Pending,subscriber_count_Unregistered,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_globalP_upf1,phoenix_memory_cm_used_chunk_count_cm_globalP_upf1,phoenix_memory_pool_create_count_cm_globalP_upf1,phoenix_memory_pool_destroy_count_cm_globalP_upf1,total_allocated_memory_globalP_upf1,chunk_create_count_minus_destroy_count_cm_globalP_upf1,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_packetP_upf1,phoenix_memory_cm_used_chunk_count_cm_packetP_upf1,phoenix_memory_pool_create_count_cm_packetP_upf1,phoenix_memory_pool_destroy_count_cm_packetP_upf1,total_allocated_memory_packetP_upf1,chunk_create_count_minus_destroy_count_cm_packetP_upf1,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_sessionP_upf1,phoenix_memory_cm_used_chunk_count_cm_sessionP_upf1,phoenix_memory_pool_create_count_cm_sessionP_upf1,phoenix_memory_pool_destroy_count_cm_sessionP_upf1,total_allocated_memory_sessionP_upf1,chunk_create_count_minus_destroy_count_cm_sessionP_upf1,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_transactionP_upf1,phoenix_memory_cm_used_chunk_count_cm_transactionP_upf1,phoenix_memory_pool_create_count_cm_transactionP_upf1,phoenix_memory_pool_destroy_count_cm_transactionP_upf1,total_allocated_memory_transactionP_upf1,chunk_create_count_minus_destroy_count_cm_transactionP_upf1
timestamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-24 08:42:29,0,0,0,10000,19,39,39,0,32.0,39,16,10,543,532,32.0,11,7,14,15,1,32.0,14,1,4,34,30,32.0,4
2024-06-24 08:42:30,0,0,0,10000,19,39,39,0,32.0,39,16,10,561,550,32.0,11,7,14,15,1,32.0,14,1,4,35,31,32.0,4
2024-06-24 08:42:31,1,0,0,9999,19,39,39,0,32.0,39,16,13,683,670,32.0,13,12,35,38,3,32.0,35,2,4,38,34,32.0,4
2024-06-24 08:42:32,2,0,0,9998,19,39,39,0,32.0,39,20,15,809,794,32.0,15,12,56,61,5,32.0,56,2,4,41,37,32.0,4
2024-06-24 08:42:33,3,0,0,9997,19,39,39,0,32.0,39,24,18,939,922,32.0,17,12,77,84,7,32.0,77,2,4,44,40,32.0,4
2024-06-24 08:42:34,4,0,0,9996,19,39,39,0,32.0,39,28,21,1073,1054,32.0,19,12,98,107,9,32.0,98,2,4,47,43,32.0,4
2024-06-24 08:42:35,5,0,0,9995,19,39,39,0,32.0,39,32,23,1211,1190,32.0,21,12,119,130,11,32.0,119,2,4,50,46,32.0,4
2024-06-24 08:42:36,6,0,0,9994,19,39,39,0,32.0,39,36,26,1353,1330,32.0,23,12,140,153,13,32.0,140,2,4,53,49,32.0,4
