,,,,,globalP,globalP,globalP,globalP,globalP,globalP,packetP,packetP,packetP,packetP,packetP,packetP,sessionP,sessionP,sessionP,sessionP,sessionP,sessionP,transactionP,transactionP,transactionP,transactionP,transactionP,transactionP
,subscriber_count_Connected,subscriber_count_Idle,subscriber_count_Pending,subscriber_count_Unregistered,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_globalP_upf1,phoenix_memory_cm_used_chunk_count_cm_globalP_upf1,phoenix_memory_pool_create_count_cm_globalP_upf1,phoenix_memory_pool_destroy_count_cm_globalP_upf1,total_allocated_memory_globalP_upf1,chunk_create_count_minus_destroy_count_cm_globalP_upf1,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_packetP_upf1,phoenix_memory_cm_used_chunk_count_cm_packetP_upf1,phoenix_memory_pool_create_count_cm_packetP_upf1,phoenix_memory_pool_destroy_count_cm_packetP_upf1,total_allocated_memory_packetP_upf1,chunk_create_count_minus_destroy_count_cm_packetP_upf1,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_sessionP_upf1,phoenix_memory_cm_used_chunk_count_cm_sessionP_upf1,phoenix_memory_pool_create_count_cm_sessionP_upf1,phoenix_memory_pool_destroy_count_cm_sessionP_upf1,total_allocated_memory_sessionP_upf1,chunk_create_count_minus_destroy_count_cm_sessionP_upf1,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_transactionP_upf1,phoenix_memory_cm_used_chunk_count_cm_transactionP_upf1,phoenix_memory_pool_create_count_cm_transactionP_upf1,phoenix_memory_pool_destroy_count_cm_transactionP_upf1,total_allocated_memory_transactionP_upf1,chunk_create_count_minus_destroy_count_cm_transactionP_upf1
timestamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-24 08:39:03,0,0,0,10000,19,39,39,0,32.0,39,16,10,1747,1736,32.0,11,7,14,15,1,32.0,14,1,4,101,97,32.0,4
2024-06-24 08:39:04,1,0,0,9999,19,39,39,0,32.0,39,16,13,1869,1856,32.0,13,12,35,38,3,32.0,35,2,4,104,100,32.0,4
2024-06-24 08:39:05,2,0,0,9998,19,39,39,0,32.0,39,20,15,1995,1980,32.0,15,12,56,61,5,32.0,56,2,4,107,103,32.0,4
2024-06-24 08:39:06,3,0,0,9997,19,39,39,0,32.0,39,24,18,2125,2108,32.0,17,12,77,84,7,32.0,77,2,4,110,106,32.0,4
2024-06-24 08:39:07,4,0,0,9996,19,39,39,0,32.0,39,28,21,2259,2240,32.0,19,12,98,107,9,32.0,98,2,4,113,109,32.0,4
2024-06-24 08:39:08,5,0,0,9995,19,39,39,0,32.0,39,32,23,2397,2376,32.0,21,12,119,130,11,32.0,119,2,4,116,112,32.0,4
2024-06-24 08:39:09,6,0,0,9994,19,39,39,0,32.0,39,36,26,2539,2516,32.0,23,12,140,153,13,32.0,140,2,4,119,115,32.0,4
2024-06-24 08:39:10,7,0,0,9993,19,39,39,0,32.0,39,40,29,2685,2660,32.0,25,12,161,176,15,32.0,161,2,4,122,118,32.0,4
