timestamp,subscriber_count_Connected_x,subscriber_count_Connected_y,subscriber_count_Connected_x,subscriber_count_Connected_y,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_globalP_smf,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_packetP_smf,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_sessionP_smf,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_transactionP_smf,total_allocated_memory_globalP_smf,total_allocated_memory_packetP_smf,total_allocated_memory_sessionP_smf,total_allocated_memory_transactionP_smf,chunk_create_count_minus_destroy_count_cm_globalP_smf,chunk_create_count_minus_destroy_count_cm_packetP_smf,chunk_create_count_minus_destroy_count_cm_sessionP_smf,chunk_create_count_minus_destroy_count_cm_transactionP_smf
2024-07-10 14:14:22,0,0,0,10000,8,59,5,2,31.998046875,32.0,31.998046875,32.0,35,321,47,5
2024-07-10 14:14:23,1,0,0,9999,8,59,8,3,31.998046875,32.0,31.998046875,32.0,35,324,74,5
2024-07-10 14:14:24,2,0,0,9998,8,62,8,3,31.998046875,32.0,31.998046875,32.0,35,327,101,5
2024-07-10 14:14:25,3,0,0,9997,8,66,8,3,31.998046875,32.0,31.998046875,32.0,35,330,128,5
2024-07-10 14:14:26,4,0,0,9996,8,69,8,3,31.998046875,32.0,31.998046875,32.0,35,333,155,5
2024-07-10 14:14:27,5,0,0,9995,8,73,8,3,31.998046875,32.0,31.998046875,32.0,35,336,182,5
2024-07-10 14:14:28,6,0,0,9994,8,76,8,3,31.998046875,32.0,31.998046875,32.0,35,339,209,5
2024-07-10 14:14:29,7,0,0,9993,8,80,8,3,31.998046875,32.0,31.998046875,32.0,35,342,236,5
2024-07-10 14:14:30,8,0,0,9992,8,84,8,3,31.998046875,32.0,31.998046875,32.0,35,345,263,5
2024-07-10 14:14:31,9,0,0,9991,8,87,8,3,31.998046875,32.0,31.998046875,32.0,35,348,290,5
2024-07-10 14:14:32,10,0,0,9990,8,91,8,3,31.998046875,32.0,31.998046875,32.0,35,351,317,5
2024-07-10 14:14:33,11,0,0,9989,8,95,8,3,31.998046875,32.0,31.998046875,32.0,35,354,344,5
2024-07-10 14:14:34,12,0,0,9988,8,98,8,3,31.998046875,32.0,31.998046875,32.0,36,357,371,5
2024-07-10 14:14:35,13,0,0,9987,8,101,8,3,31.998046875,32.0,31.998046875,32.0,36,360,398,5
2024-07-10 14:14:36,14,0,0,9986,8,105,8,3,31.998046875,32.0,31.998046875,32.0,36,363,425,5
2024-07-10 14:14:37,15,0,0,9985,8,109,8,3,31.998046875,32.0,31.998046875,32.0,36,366,452,5
2024-07-10 14:14:38,16,0,0,9984,8,113,8,3,31.998046875,32.0,31.998046875,32.0,36,369,479,5
2024-07-10 14:14:39,17,0,0,9983,8,116,8,3,31.998046875,32.0,31.998046875,32.0,36,372,506,5
2024-07-10 14:14:40,18,0,0,9982,8,120,8,3,31.998046875,32.0,31.998046875,32.0,36,375,533,5
2024-07-10 14:14:41,19,0,0,9981,8,123,8,3,31.998046875,32.0,31.998046875,32.0,36,378,560,5
2024-07-10 14:14:42,20,0,0,9980,8,127,8,3,31.998046875,32.0,31.998046875,32.0,36,381,587,5
2024-07-10 14:14:43,21,0,0,9979,8,130,8,3,31.998046875,32.0,31.998046875,32.0,36,383,614,5
2024-07-10 14:14:44,22,0,0,9978,8,134,8,3,31.998046875,32.0,31.998046875,32.0,36,385,641,5
2024-07-10 14:14:45,23,0,0,9977,8,137,8,3,31.998046875,32.0,31.998046875,32.0,36,387,668,5
2024-07-10 14:14:46,24,0,0,9976,8,141,8,3,31.998046875,32.0,31.998046875,32.0,36,389,695,5
2024-07-10 14:14:47,25,0,0,9975,8,145,8,3,31.998046875,32.0,31.998046875,32.0,36,391,722,5
2024-07-10 14:14:48,26,0,0,9974,8,148,8,3,31.998046875,32.0,31.998046875,32.0,36,393,749,5
2024-07-10 14:14:49,27,0,0,9973,8,151,8,3,31.998046875,32.0,31.998046875,32.0,36,395,776,5
2024-07-10 14:14:50,28,0,0,9972,8,155,8,3,31.998046875,32.0,31.998046875,32.0,37,397,803,5
2024-07-10 14:14:51,29,0,0,9971,8,158,8,3,31.998046875,32.0,31.998046875,32.0,37,399,830,5
2024-07-10 14:14:52,30,0,0,9970,8,161,8,3,31.998046875,32.0,31.998046875,32.0,37,401,857,5
2024-07-10 14:14:53,31,0,0,9969,8,165,8,3,31.998046875,32.0,31.998046875,32.0,37,404,884,5
2024-07-10 14:14:54,32,0,0,9968,8,169,8,3,31.998046875,32.0,31.998046875,32.0,37,407,911,5
2024-07-10 14:14:55,33,0,0,9967,8,173,8,3,31.998046875,32.0,31.998046875,32.0,37,410,938,5
2024-07-10 14:14:56,34,0,0,9966,8,176,8,3,31.998046875,32.0,31.998046875,32.0,37,413,965,5
2024-07-10 14:14:57,35,0,0,9965,8,180,8,3,31.998046875,32.0,31.998046875,32.0,37,416,992,5
2024-07-10 14:14:58,36,0,0,9964,8,183,8,3,31.998046875,32.0,31.998046875,32.0,37,419,1019,5
2024-07-10 14:14:59,37,0,0,9963,8,187,8,3,31.998046875,32.0,31.998046875,32.0,37,422,1046,5
2024-07-10 14:15:00,38,0,0,9962,8,190,8,3,31.998046875,32.0,31.998046875,32.0,37,425,1073,5
2024-07-10 14:15:01,39,0,0,9961,8,194,8,3,31.998046875,32.0,31.998046875,32.0,37,428,1100,5
2024-07-10 14:15:02,40,0,0,9960,8,198,8,3,31.998046875,32.0,31.998046875,32.0,37,431,1127,5
2024-07-10 14:15:03,41,0,0,9959,8,201,8,3,31.998046875,32.0,31.998046875,32.0,37,434,1154,5
2024-07-10 14:15:04,42,0,0,9958,8,205,8,3,31.998046875,32.0,31.998046875,32.0,37,437,1181,5
2024-07-10 14:15:05,43,0,0,9957,8,208,8,3,31.998046875,32.0,31.998046875,32.0,37,440,1208,5
2024-07-10 14:15:06,44,0,0,9956,8,212,8,3,31.998046875,32.0,31.998046875,32.0,38,443,1235,5
2024-07-10 14:15:07,45,0,0,9955,8,215,8,3,31.998046875,32.0,31.998046875,32.0,38,446,1262,5
2024-07-10 14:15:08,46,0,0,9954,8,219,8,3,31.998046875,32.0,31.998046875,32.0,38,449,1289,5
2024-07-10 14:15:09,47,0,0,9953,8,223,8,3,31.998046875,32.0,31.998046875,32.0,38,452,1316,5
2024-07-10 14:15:10,48,0,0,9952,8,227,8,3,31.998046875,32.0,31.998046875,32.0,38,455,1343,5
2024-07-10 14:15:11,49,0,0,9951,8,230,8,3,31.998046875,32.0,31.998046875,32.0,38,458,1370,5
2024-07-10 14:15:12,50,0,0,9950,8,234,8,3,31.998046875,32.0,31.998046875,32.0,38,461,1397,5
2024-07-10 14:15:13,51,0,0,9949,8,237,8,3,31.998046875,32.0,31.998046875,32.0,38,464,1424,5
2024-07-10 14:15:14,52,0,0,9948,8,241,8,3,31.998046875,32.0,31.998046875,32.0,38,467,1451,5
2024-07-10 14:15:15,53,0,0,9947,8,245,8,3,31.998046875,32.0,31.998046875,32.0,38,470,1478,5
2024-07-10 14:15:16,54,0,0,9946,8,249,8,3,31.998046875,32.0,31.998046875,32.0,38,473,1505,5
2024-07-10 14:15:17,55,0,0,9945,8,252,8,3,31.998046875,32.0,31.998046875,32.0,38,476,1532,5
