timestamp,subscriber_count_Connected,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_globalP_amf,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_packetP_amf,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_sessionP_amf,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_transactionP_amf,total_allocated_memory_globalP_amf,total_allocated_memory_packetP_amf,total_allocated_memory_sessionP_amf,total_allocated_memory_transactionP_amf,chunk_create_count_minus_destroy_count_cm_globalP_amf,chunk_create_count_minus_destroy_count_cm_packetP_amf,chunk_create_count_minus_destroy_count_cm_sessionP_amf,chunk_create_count_minus_destroy_count_cm_transactionP_amf
2024-07-17 11:06:40,0,6,18,2,3,256.0,256.0,256.0,64.0,36,8,18,8
2024-07-17 11:06:41,0,6,18,2,3,256.0,256.0,256.0,64.0,36,8,18,8
2024-07-17 11:06:42,3,6,18,2,5,256.0,256.0,256.0,64.0,36,22,20,10
2024-07-17 11:06:43,8,6,23,2,5,256.0,256.0,256.0,64.0,36,57,25,15
2024-07-17 11:06:44,13,6,38,2,5,256.0,256.0,256.0,64.0,36,92,30,20
2024-07-17 11:06:45,18,6,53,2,5,256.0,256.0,256.0,64.0,36,127,35,25
2024-07-17 11:06:46,23,6,68,2,5,256.0,256.0,256.0,64.0,36,162,40,30
2024-07-17 11:06:47,28,6,83,2,5,256.0,256.0,256.0,64.0,36,197,45,35
2024-07-17 11:06:48,33,6,98,2,5,256.0,256.0,256.0,64.0,36,232,50,40
2024-07-17 11:06:49,38,6,113,2,5,256.0,256.0,256.0,64.0,36,267,55,45
2024-07-17 11:06:50,43,6,128,2,5,256.0,256.0,256.0,64.0,36,302,60,50
2024-07-17 11:06:51,48,6,143,2,5,256.0,256.0,256.0,64.0,36,337,65,55
2024-07-17 11:06:52,53,6,158,2,5,256.0,256.0,256.0,64.0,36,372,70,60
2024-07-17 11:06:53,58,6,173,2,5,256.0,256.0,256.0,64.0,36,407,75,65
2024-07-17 11:06:54,63,6,187,2,5,256.0,256.0,256.0,64.0,36,442,80,70
2024-07-17 11:06:55,68,6,202,2,5,256.0,256.0,256.0,64.0,36,477,85,75
2024-07-17 11:06:56,73,6,217,2,5,256.0,256.0,256.0,64.0,36,512,90,80
2024-07-17 11:06:57,78,6,232,2,5,256.0,256.0,256.0,64.0,36,547,95,85
2024-07-17 11:06:58,83,6,247,2,5,256.0,256.0,256.0,64.0,36,582,100,90
2024-07-17 11:06:59,88,6,262,2,5,256.0,256.0,256.0,64.0,36,617,105,95
2024-07-17 11:07:00,93,6,277,2,5,256.0,256.0,256.0,64.0,36,652,110,100
2024-07-17 11:07:01,98,6,292,2,5,256.0,256.0,256.0,64.0,36,687,115,105
2024-07-17 11:07:02,103,6,307,2,5,256.0,256.0,256.0,64.0,36,722,120,110
2024-07-17 11:07:03,108,6,322,2,5,256.0,256.0,256.0,64.0,36,757,125,115
2024-07-17 11:07:04,113,6,337,2,5,256.0,256.0,256.0,64.0,36,792,130,120
2024-07-17 11:07:05,118,6,351,2,5,256.0,256.0,256.0,64.0,36,827,135,125
2024-07-17 11:07:06,123,6,366,2,5,256.0,256.0,256.0,64.0,36,862,140,130
2024-07-17 11:07:07,128,6,381,2,5,256.0,256.0,256.0,64.0,36,897,145,135
2024-07-17 11:07:08,133,6,396,2,5,256.0,256.0,256.0,64.0,36,932,150,140
2024-07-17 11:07:09,138,6,411,2,5,256.0,256.0,256.0,64.0,36,967,155,145
2024-07-17 11:07:10,143,6,426,2,5,256.0,256.0,256.0,64.0,36,1002,160,150
2024-07-17 11:07:11,148,6,441,2,5,256.0,256.0,256.0,64.0,36,1037,165,155
2024-07-17 11:07:12,153,6,456,2,5,256.0,256.0,256.0,64.0,36,1072,170,160
2024-07-17 11:07:13,158,6,471,2,5,256.0,256.0,256.0,64.0,36,1107,175,165
2024-07-17 11:07:14,163,6,486,2,5,256.0,256.0,256.0,64.0,36,1142,180,170
2024-07-17 11:07:15,168,6,501,2,5,256.0,256.0,256.0,64.0,36,1177,185,175
2024-07-17 11:07:16,173,6,515,2,5,256.0,256.0,256.0,64.0,36,1212,190,180
2024-07-17 11:07:17,178,6,530,2,5,256.0,256.0,256.0,64.0,36,1247,195,185
2024-07-17 11:07:18,183,6,545,2,5,256.0,256.0,256.0,64.0,36,1282,200,190
2024-07-17 11:07:19,188,6,560,2,5,256.0,256.0,256.0,64.0,36,1317,205,195
2024-07-17 11:07:20,193,6,575,2,5,256.0,256.0,256.0,64.0,36,1352,210,200
2024-07-17 11:07:21,198,6,590,2,5,256.0,256.0,256.0,64.0,36,1387,215,205
2024-07-17 11:07:22,203,6,605,2,5,256.0,256.0,256.0,64.0,36,1422,220,210
