timestamp,subscriber_count_Connected,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_globalP_amf,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_packetP_amf,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_sessionP_amf,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_transactionP_amf,total_allocated_memory_globalP_amf,total_allocated_memory_packetP_amf,total_allocated_memory_sessionP_amf,total_allocated_memory_transactionP_amf,chunk_create_count_minus_destroy_count_cm_globalP_amf,chunk_create_count_minus_destroy_count_cm_packetP_amf,chunk_create_count_minus_destroy_count_cm_sessionP_amf,chunk_create_count_minus_destroy_count_cm_transactionP_amf
2024-07-19 07:14:04,0,6,17,2,3,128.0,256.0,256.0,64.0,36,8,18,8
2024-07-19 07:14:05,0,6,17,2,3,128.0,256.0,256.0,64.0,36,8,18,8
2024-07-19 07:14:06,2,6,17,2,5,128.0,256.0,256.0,64.0,36,18,21,16
2024-07-19 07:14:07,7,6,24,2,5,128.0,256.0,256.0,64.0,36,53,26,18
2024-07-19 07:14:08,12,6,38,2,5,128.0,256.0,256.0,64.0,36,89,31,29
2024-07-19 07:14:09,17,6,55,2,5,128.0,256.0,256.0,64.0,36,123,36,31
2024-07-19 07:14:10,22,6,69,2,5,128.0,256.0,256.0,64.0,36,158,41,36
2024-07-19 07:14:11,27,6,84,2,5,128.0,256.0,256.0,64.0,36,193,46,41
2024-07-19 07:14:12,32,6,99,2,5,128.0,256.0,256.0,64.0,36,230,51,46
2024-07-19 07:14:13,37,6,114,2,5,128.0,256.0,256.0,64.0,36,265,56,54
2024-07-19 07:14:14,43,6,129,2,5,128.0,256.0,256.0,64.0,36,300,61,60
2024-07-19 07:14:15,47,6,143,2,5,128.0,256.0,256.0,64.0,36,336,66,58
2024-07-19 07:14:16,52,6,159,2,5,128.0,256.0,256.0,64.0,36,368,71,70
2024-07-19 07:14:17,57,6,174,2,5,128.0,256.0,256.0,64.0,36,403,76,74
2024-07-19 07:14:18,62,6,189,2,5,128.0,256.0,256.0,64.0,36,439,81,75
2024-07-19 07:14:19,67,6,203,2,5,128.0,256.0,256.0,64.0,36,474,86,80
2024-07-19 07:14:20,72,6,218,2,5,128.0,256.0,256.0,64.0,36,510,91,87
2024-07-19 07:14:21,78,6,232,2,5,128.0,256.0,256.0,64.0,36,544,96,90
2024-07-19 07:14:22,82,6,249,2,5,128.0,256.0,256.0,64.0,36,579,101,93
2024-07-19 07:14:23,87,6,263,2,5,128.0,256.0,256.0,64.0,36,613,106,100
2024-07-19 07:14:24,92,6,277,2,5,128.0,256.0,256.0,64.0,36,650,111,105
2024-07-19 07:14:25,97,6,292,2,5,128.0,256.0,256.0,64.0,36,685,116,110
2024-07-19 07:14:26,102,6,307,2,5,128.0,256.0,256.0,64.0,36,719,121,113
2024-07-19 07:14:27,107,6,323,2,5,128.0,256.0,256.0,64.0,36,754,126,118
2024-07-19 07:14:28,112,6,338,2,5,128.0,256.0,256.0,64.0,36,789,131,126
2024-07-19 07:14:29,117,6,351,2,5,128.0,256.0,256.0,64.0,36,823,136,126
2024-07-19 07:14:30,122,6,367,2,5,128.0,256.0,256.0,64.0,36,858,141,135
2024-07-19 07:14:31,128,6,382,2,5,128.0,256.0,256.0,64.0,36,893,146,144
2024-07-19 07:14:32,132,6,398,2,5,128.0,256.0,256.0,64.0,36,929,150,140
2024-07-19 07:14:33,137,6,411,2,5,128.0,256.0,256.0,64.0,36,964,156,152
2024-07-19 07:14:34,143,6,426,2,5,128.0,256.0,256.0,64.0,36,999,160,156
2024-07-19 07:14:35,147,6,442,2,5,128.0,256.0,256.0,64.0,36,1033,166,160
2024-07-19 07:14:36,152,6,457,2,5,128.0,256.0,256.0,64.0,36,1070,171,166
2024-07-19 07:14:37,157,6,472,2,5,128.0,256.0,256.0,64.0,36,1104,176,165
2024-07-19 07:14:38,162,6,485,2,5,128.0,256.0,256.0,64.0,36,1139,180,170
2024-07-19 07:14:39,167,6,500,2,5,128.0,256.0,256.0,64.0,36,1173,185,175
2024-07-19 07:14:40,172,6,515,2,5,128.0,256.0,256.0,64.0,36,1210,191,186
2024-07-19 07:14:41,178,6,531,2,5,128.0,256.0,256.0,64.0,36,1243,196,191
2024-07-19 07:14:42,182,6,546,2,5,128.0,256.0,256.0,64.0,36,1278,201,195
2024-07-19 07:14:43,188,6,561,2,5,128.0,256.0,256.0,64.0,36,1314,205,195
2024-07-19 07:14:44,192,6,575,2,5,128.0,256.0,256.0,64.0,36,1350,210,200
2024-07-19 07:14:45,197,6,590,2,5,128.0,256.0,256.0,64.0,36,1384,215,205
2024-07-19 07:14:46,203,6,604,2,5,128.0,256.0,256.0,64.0,36,1418,221,211
2024-07-19 07:14:47,208,6,621,2,5,128.0,256.0,256.0,64.0,36,1453,225,221
2024-07-19 07:14:48,213,6,634,2,5,128.0,256.0,256.0,64.0,36,1491,230,220
2024-07-19 07:14:49,218,6,650,2,5,128.0,256.0,256.0,64.0,36,1525,236,231
2024-07-19 07:14:50,222,6,664,2,5,128.0,256.0,256.0,64.0,36,1558,240,231
2024-07-19 07:14:51,228,6,680,2,5,128.0,256.0,256.0,64.0,36,1593,245,241
2024-07-19 07:14:52,233,6,696,2,5,128.0,256.0,256.0,64.0,36,1628,250,246
2024-07-19 07:14:53,238,6,711,2,5,128.0,256.0,256.0,64.0,36,1663,255,245
2024-07-19 07:14:54,243,6,724,2,5,128.0,256.0,256.0,64.0,36,1699,260,254
2024-07-19 07:14:55,248,6,739,2,5,128.0,256.0,256.0,64.0,36,1733,266,262
2024-07-19 07:14:56,253,6,755,2,5,128.0,256.0,256.0,64.0,36,1769,270,260
2024-07-19 07:14:57,258,6,769,2,5,128.0,256.0,256.0,64.0,36,1803,275,265
2024-07-19 07:14:58,262,6,784,2,5,128.0,256.0,256.0,64.0,36,1841,280,270
2024-07-19 07:14:59,268,6,799,2,5,128.0,256.0,256.0,64.0,36,1874,285,275
2024-07-19 07:15:00,272,6,814,2,5,128.0,256.0,256.0,64.0,36,1908,290,280
2024-07-19 07:15:01,277,6,829,2,5,128.0,256.0,256.0,64.0,36,1943,295,285
2024-07-19 07:15:02,283,6,844,2,5,128.0,256.0,256.0,64.0,36,1979,300,290
2024-07-19 07:15:03,288,6,858,2,5,128.0,256.0,256.0,64.0,36,2015,305,295
2024-07-19 07:15:04,293,6,873,2,5,128.0,256.0,256.0,64.0,36,2048,311,301
2024-07-19 07:15:05,298,6,890,2,5,128.0,256.0,256.0,64.0,36,2084,315,305
2024-07-19 07:15:06,303,6,903,2,5,128.0,256.0,256.0,64.0,36,2118,320,310
2024-07-19 07:15:07,308,6,918,2,5,128.0,256.0,256.0,64.0,36,2153,325,316
2024-07-19 07:15:08,313,6,934,2,5,128.0,256.0,256.0,64.0,36,2188,330,320
2024-07-19 07:15:09,317,6,948,2,5,128.0,256.0,256.0,64.0,36,2223,335,325
2024-07-19 07:15:10,323,6,963,2,5,128.0,256.0,256.0,64.0,36,2259,340,330
2024-07-19 07:15:11,328,6,978,2,5,128.0,256.0,256.0,64.0,36,2293,345,336
2024-07-19 07:15:12,332,6,993,2,5,128.0,256.0,256.0,64.0,36,2329,350,340
2024-07-19 07:15:13,338,6,1008,2,5,128.0,256.0,256.0,64.0,36,2363,355,345
2024-07-19 07:15:14,342,6,1022,2,5,128.0,256.0,256.0,64.0,36,2398,360,350
2024-07-19 07:15:15,348,6,1038,2,5,128.0,256.0,256.0,64.0,36,2433,365,355
2024-07-19 07:15:16,353,6,1052,2,5,128.0,256.0,256.0,64.0,36,2468,370,360
2024-07-19 07:15:17,358,6,1067,2,5,128.0,256.0,256.0,64.0,36,2503,375,369
2024-07-19 07:15:18,363,6,1083,2,5,128.0,256.0,256.0,64.0,36,2539,380,370
2024-07-19 07:15:19,368,6,1097,2,5,128.0,256.0,256.0,64.0,36,2575,385,378
2024-07-19 07:15:20,373,6,1113,2,5,128.0,256.0,256.0,64.0,36,2608,391,389
2024-07-19 07:15:21,378,6,1127,2,5,128.0,256.0,256.0,64.0,36,2643,395,386
2024-07-19 07:15:22,383,6,1142,2,5,128.0,256.0,256.0,64.0,36,2678,400,394
2024-07-19 07:15:23,388,6,1158,2,5,128.0,256.0,256.0,64.0,36,2713,405,395
2024-07-19 07:15:24,393,6,1172,2,5,128.0,256.0,256.0,64.0,36,2750,410,400
2024-07-19 07:15:25,398,6,1187,2,5,128.0,256.0,256.0,64.0,36,2783,415,405
2024-07-19 07:15:26,403,6,1202,2,5,128.0,256.0,256.0,64.0,36,2819,420,410
2024-07-19 07:15:27,408,6,1216,2,5,128.0,256.0,256.0,64.0,36,2854,425,419
2024-07-19 07:15:28,413,6,1231,2,5,128.0,256.0,256.0,64.0,36,2888,430,420
2024-07-19 07:15:29,418,6,1246,2,5,128.0,256.0,256.0,64.0,36,2923,435,425
2024-07-19 07:15:30,423,6,1261,2,5,128.0,256.0,256.0,64.0,36,2959,440,430
2024-07-19 07:15:31,428,6,1276,2,5,128.0,256.0,256.0,64.0,36,2993,445,435
2024-07-19 07:15:32,433,6,1291,2,5,128.0,256.0,256.0,64.0,36,3028,450,440
2024-07-19 07:15:33,438,6,1306,2,5,128.0,256.0,256.0,64.0,36,3066,455,445
2024-07-19 07:15:34,443,6,1321,2,5,128.0,256.0,256.0,64.0,36,3098,460,450
2024-07-19 07:15:35,448,6,1336,2,5,128.0,256.0,256.0,64.0,36,3134,465,456
2024-07-19 07:15:36,453,6,1351,2,5,128.0,256.0,256.0,64.0,36,3168,470,460
2024-07-19 07:15:37,458,6,1365,2,5,128.0,256.0,256.0,64.0,36,3204,475,469
2024-07-19 07:15:38,463,6,1380,2,5,128.0,256.0,256.0,64.0,36,3238,480,470
2024-07-19 07:15:39,468,6,1395,2,5,128.0,256.0,256.0,64.0,36,3276,485,475
2024-07-19 07:15:40,473,6,1410,2,5,128.0,256.0,256.0,64.0,36,3311,490,485
2024-07-19 07:15:41,478,6,1425,2,5,128.0,256.0,256.0,64.0,36,3343,495,486
2024-07-19 07:15:42,483,6,1441,2,5,128.0,256.0,256.0,64.0,36,3380,500,490
2024-07-19 07:15:43,488,6,1455,2,5,128.0,256.0,256.0,64.0,36,3413,505,496
2024-07-19 07:15:44,493,6,1470,2,5,128.0,256.0,256.0,64.0,36,3448,510,501
2024-07-19 07:15:45,498,6,1485,2,5,128.0,256.0,256.0,64.0,36,3484,515,509
2024-07-19 07:15:46,503,6,1501,2,5,128.0,256.0,256.0,64.0,36,3519,520,510
2024-07-19 07:15:47,508,6,1515,2,5,128.0,256.0,256.0,64.0,36,3553,525,519
2024-07-19 07:15:48,513,6,1530,2,5,128.0,256.0,256.0,64.0,36,3588,530,520
2024-07-19 07:15:49,518,6,1544,2,5,128.0,256.0,256.0,64.0,36,3623,535,525
2024-07-19 07:15:50,523,6,1559,2,5,128.0,256.0,256.0,64.0,36,3659,540,530
2024-07-19 07:15:51,528,6,1574,2,5,128.0,256.0,256.0,64.0,36,3695,545,539
2024-07-19 07:15:52,533,6,1589,2,5,128.0,256.0,256.0,64.0,36,3729,550,540
2024-07-19 07:15:53,538,6,1604,2,5,128.0,256.0,256.0,64.0,36,3763,555,545
2024-07-19 07:15:54,543,6,1619,2,5,128.0,256.0,256.0,64.0,36,3798,560,554
2024-07-19 07:15:55,548,6,1634,2,5,128.0,256.0,256.0,64.0,36,3834,565,556
2024-07-19 07:15:56,553,6,1649,2,5,128.0,256.0,256.0,64.0,36,3868,570,560
2024-07-19 07:15:57,558,6,1664,2,5,128.0,256.0,256.0,64.0,36,3904,575,566
2024-07-19 07:15:58,563,6,1680,2,5,128.0,256.0,256.0,64.0,36,3941,580,570
2024-07-19 07:15:59,568,6,1694,2,5,128.0,256.0,256.0,64.0,36,3974,585,576
2024-07-19 07:16:00,573,6,1709,2,5,128.0,256.0,256.0,64.0,36,4008,590,584
2024-07-19 07:16:01,578,6,1723,2,5,128.0,256.0,256.0,64.0,36,4043,595,585
2024-07-19 07:16:02,583,6,1738,2,5,128.0,256.0,256.0,64.0,36,4078,600,594
2024-07-19 07:16:03,588,6,1753,2,5,128.0,256.0,256.0,64.0,36,4116,605,599
2024-07-19 07:16:04,593,6,1768,2,5,128.0,256.0,256.0,64.0,36,4148,610,600
2024-07-19 07:16:05,598,6,1783,2,5,128.0,256.0,256.0,64.0,36,4184,615,609
2024-07-19 07:16:06,603,6,1799,2,5,128.0,256.0,256.0,64.0,36,4219,620,610
2024-07-19 07:16:07,607,6,1813,2,5,128.0,256.0,256.0,64.0,36,4254,625,615
2024-07-19 07:16:08,613,6,1828,2,5,128.0,256.0,256.0,64.0,36,4289,630,621
2024-07-19 07:16:09,618,6,1843,2,5,128.0,256.0,256.0,64.0,36,4326,635,625
2024-07-19 07:16:10,623,6,1857,2,5,128.0,256.0,256.0,64.0,36,4357,640,631
2024-07-19 07:16:11,628,6,1871,2,5,128.0,256.0,256.0,64.0,36,4393,645,636
2024-07-19 07:16:12,633,6,1887,2,5,128.0,256.0,256.0,64.0,36,4428,651,645
2024-07-19 07:16:13,638,6,1901,2,5,128.0,256.0,256.0,64.0,36,4463,655,646
2024-07-19 07:16:14,643,6,1917,2,5,128.0,256.0,256.0,64.0,36,4498,660,656
2024-07-19 07:16:15,648,6,1932,2,5,128.0,256.0,256.0,64.0,36,4534,665,655
2024-07-19 07:16:16,653,6,1947,2,5,128.0,256.0,256.0,64.0,36,4568,670,660
2024-07-19 07:16:17,658,6,1961,2,5,128.0,256.0,256.0,64.0,36,4603,676,670
2024-07-19 07:16:18,663,6,1978,2,5,128.0,256.0,256.0,64.0,36,4639,680,674
2024-07-19 07:16:19,668,6,1991,2,5,128.0,256.0,256.0,64.0,36,4674,685,675
2024-07-19 07:16:20,673,6,2006,2,5,128.0,256.0,256.0,64.0,36,4708,690,685
2024-07-19 07:16:21,678,6,2021,2,5,128.0,256.0,256.0,64.0,36,4743,696,691
2024-07-19 07:16:22,683,6,2035,2,5,128.0,256.0,256.0,64.0,36,4774,700,690
2024-07-19 07:16:23,688,6,2049,2,5,128.0,256.0,256.0,64.0,36,4815,705,695
2024-07-19 07:16:24,693,6,2065,2,5,128.0,256.0,256.0,64.0,36,4847,711,706
2024-07-19 07:16:25,698,6,2080,2,5,128.0,256.0,256.0,64.0,36,4883,716,710
2024-07-19 07:16:26,703,6,2097,2,5,128.0,256.0,256.0,64.0,36,4918,720,716
2024-07-19 07:16:27,708,6,2110,2,5,128.0,256.0,256.0,64.0,36,4953,725,715
2024-07-19 07:16:28,712,6,2125,2,5,128.0,256.0,256.0,64.0,36,4989,731,726
2024-07-19 07:16:29,718,6,2140,2,5,128.0,256.0,256.0,64.0,36,5024,735,725
2024-07-19 07:16:30,723,6,2155,2,5,128.0,256.0,256.0,64.0,36,5058,740,736
2024-07-19 07:16:31,728,6,2169,2,5,128.0,256.0,256.0,64.0,36,5096,745,735
2024-07-19 07:16:32,733,6,2185,2,5,128.0,256.0,256.0,64.0,36,5121,750,741
