timestamp,subscriber_count_Connected,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_globalP_amf,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_packetP_amf,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_sessionP_amf,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_transactionP_amf,total_allocated_memory_globalP_amf,total_allocated_memory_packetP_amf,total_allocated_memory_sessionP_amf,total_allocated_memory_transactionP_amf,chunk_create_count_minus_destroy_count_cm_globalP_amf,chunk_create_count_minus_destroy_count_cm_packetP_amf,chunk_create_count_minus_destroy_count_cm_sessionP_amf,chunk_create_count_minus_destroy_count_cm_transactionP_amf
2024-07-19 07:16:33,738,6,2198,2,5,128.0,256.0,256.0,64.0,36,5165,755,751
2024-07-19 07:16:34,743,6,2214,2,5,128.0,256.0,256.0,64.0,36,5201,760,750
2024-07-19 07:16:35,748,6,2229,2,5,128.0,256.0,256.0,64.0,36,5233,765,755
2024-07-19 07:16:36,753,6,2244,2,5,128.0,256.0,256.0,64.0,36,5269,770,761
2024-07-19 07:16:37,758,6,2260,2,5,128.0,256.0,256.0,64.0,36,5306,775,766
2024-07-19 07:16:38,763,6,2275,2,5,128.0,256.0,256.0,64.0,36,5337,780,770
2024-07-19 07:16:39,768,6,2289,2,5,128.0,256.0,256.0,64.0,36,5371,785,775
2024-07-19 07:16:40,773,6,2303,2,5,128.0,256.0,256.0,64.0,36,5408,790,784
2024-07-19 07:16:41,779,6,2320,2,5,128.0,256.0,256.0,64.0,36,5443,795,785
2024-07-19 07:16:42,783,6,2334,2,5,128.0,256.0,256.0,64.0,36,5479,800,790
2024-07-19 07:16:43,787,6,2349,2,5,128.0,256.0,256.0,64.0,36,5517,805,795
2024-07-19 07:16:44,793,6,2365,2,5,128.0,256.0,256.0,64.0,36,5548,810,800
2024-07-19 07:16:45,798,6,2378,2,5,128.0,256.0,256.0,64.0,36,5585,815,805
2024-07-19 07:16:46,802,6,2395,2,5,128.0,256.0,256.0,64.0,36,5619,820,810
2024-07-19 07:16:47,808,6,2408,2,5,128.0,256.0,256.0,64.0,36,5654,825,815
2024-07-19 07:16:48,813,6,2423,2,5,128.0,256.0,256.0,64.0,36,5691,830,820
2024-07-19 07:16:49,818,6,2439,2,5,128.0,256.0,256.0,64.0,36,5723,836,826
2024-07-19 07:16:50,822,6,2455,2,5,128.0,256.0,256.0,64.0,36,5759,840,830
2024-07-19 07:16:51,828,6,2469,2,5,128.0,256.0,256.0,64.0,36,5793,845,836
2024-07-19 07:16:52,832,6,2484,2,5,128.0,256.0,256.0,64.0,36,5829,850,840
2024-07-19 07:16:53,838,6,2498,2,5,128.0,256.0,256.0,64.0,36,5864,855,845
2024-07-19 07:16:54,844,6,2514,2,5,128.0,256.0,256.0,64.0,36,5898,860,850
2024-07-19 07:16:55,848,6,2528,2,5,128.0,256.0,256.0,64.0,36,5933,865,862
2024-07-19 07:16:56,853,6,2545,2,5,128.0,256.0,256.0,64.0,36,5968,870,861
2024-07-19 07:16:57,858,6,2558,2,5,128.0,256.0,256.0,64.0,36,6004,875,865
2024-07-19 07:16:58,864,6,2574,2,5,128.0,256.0,256.0,64.0,36,6039,880,870
2024-07-19 07:16:59,868,6,2588,2,5,128.0,256.0,256.0,64.0,36,6076,886,880
2024-07-19 07:17:00,874,6,2605,2,5,128.0,256.0,256.0,64.0,36,6111,891,881
2024-07-19 07:17:01,879,6,2619,2,5,128.0,256.0,256.0,64.0,36,6143,895,885
2024-07-19 07:17:02,885,6,2632,2,5,128.0,256.0,256.0,64.0,36,6178,902,897
2024-07-19 07:17:03,889,6,2649,2,5,128.0,256.0,256.0,64.0,36,6216,905,895
2024-07-19 07:17:04,894,6,2663,2,5,128.0,256.0,256.0,64.0,36,6248,913,913
2024-07-19 07:17:05,900,6,2677,2,5,128.0,256.0,256.0,64.0,36,6285,915,905
2024-07-19 07:17:06,904,6,2693,2,5,128.0,256.0,256.0,64.0,36,6320,920,910
2024-07-19 07:17:07,911,6,2708,2,5,128.0,256.0,256.0,64.0,36,6353,926,915
2024-07-19 07:17:08,915,6,2721,2,5,128.0,256.0,256.0,64.0,36,6389,930,920
2024-07-19 07:17:09,920,6,2738,2,5,128.0,256.0,256.0,64.0,36,6424,935,925
2024-07-19 07:17:10,920,6,2753,2,5,128.0,256.0,256.0,64.0,36,6457,940,930
2024-07-19 07:17:11,926,6,2767,2,5,128.0,256.0,256.0,64.0,36,6493,945,935
2024-07-19 07:17:12,931,6,2781,2,5,128.0,256.0,256.0,64.0,36,6530,950,941
2024-07-19 07:17:13,937,6,2798,2,5,128.0,256.0,256.0,64.0,36,6565,955,945
2024-07-19 07:17:14,943,6,2812,2,5,128.0,256.0,256.0,64.0,36,6601,960,950
2024-07-19 07:17:15,948,6,2827,2,5,128.0,256.0,256.0,64.0,36,6634,965,955
2024-07-19 07:17:18,965,6,2870,2,5,128.0,256.0,256.0,64.0,36,6739,980,970
2024-07-19 07:17:19,965,6,2887,2,5,128.0,256.0,256.0,64.0,36,6777,985,975
2024-07-19 07:17:20,972,6,2902,2,5,128.0,256.0,256.0,64.0,36,6812,990,980
2024-07-19 07:17:21,977,6,2917,2,5,128.0,256.0,256.0,64.0,36,6843,995,985
2024-07-19 07:17:22,983,6,2930,2,5,128.0,256.0,256.0,64.0,36,6878,1001,991
2024-07-19 07:17:23,989,6,2947,2,5,128.0,256.0,256.0,64.0,36,6917,1005,995
2024-07-19 07:17:24,993,6,2961,2,5,128.0,256.0,256.0,64.0,36,6949,1010,1000
2024-07-19 07:17:25,998,6,2977,2,5,128.0,256.0,256.0,64.0,36,6985,1016,1011
