,,,,,globalP,globalP,globalP,globalP,globalP,globalP,packetP,packetP,packetP,packetP,packetP,packetP,sessionP,sessionP,sessionP,sessionP,sessionP,sessionP,transactionP,transactionP,transactionP,transactionP,transactionP,transactionP
,subscriber_count_Connected,subscriber_count_Idle,subscriber_count_Pending,subscriber_count_Unregistered,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_globalP_ausf,phoenix_memory_cm_used_chunk_count_cm_globalP_ausf,phoenix_memory_pool_create_count_cm_globalP_ausf,phoenix_memory_pool_destroy_count_cm_globalP_ausf,total_allocated_memory_globalP_ausf,chunk_create_count_minus_destroy_count_cm_globalP_ausf,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_packetP_ausf,phoenix_memory_cm_used_chunk_count_cm_packetP_ausf,phoenix_memory_pool_create_count_cm_packetP_ausf,phoenix_memory_pool_destroy_count_cm_packetP_ausf,total_allocated_memory_packetP_ausf,chunk_create_count_minus_destroy_count_cm_packetP_ausf,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_sessionP_ausf,phoenix_memory_cm_used_chunk_count_cm_sessionP_ausf,phoenix_memory_pool_create_count_cm_sessionP_ausf,phoenix_memory_pool_destroy_count_cm_sessionP_ausf,total_allocated_memory_sessionP_ausf,chunk_create_count_minus_destroy_count_cm_sessionP_ausf,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_transactionP_ausf,phoenix_memory_cm_used_chunk_count_cm_transactionP_ausf,phoenix_memory_pool_create_count_cm_transactionP_ausf,phoenix_memory_pool_destroy_count_cm_transactionP_ausf,total_allocated_memory_transactionP_ausf,chunk_create_count_minus_destroy_count_cm_transactionP_ausf
timestamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-24 08:45:21,0,0,0,10000,3,20,20,0,96.0,20,6,2,155,152,32.0,3,1,1,2,1,8.0,1,1,4,37,33,16.0,4
2024-06-24 08:45:22,0,0,0,10000,3,20,20,0,96.0,20,6,2,161,158,32.0,3,1,1,2,1,8.0,1,1,4,38,34,16.0,4
2024-06-24 08:45:23,1,0,0,9999,3,20,20,0,96.0,20,6,2,167,164,32.0,3,1,1,3,2,8.0,1,1,4,45,41,16.0,4
2024-06-24 08:45:24,2,0,0,9998,3,20,20,0,96.0,20,6,2,173,170,32.0,3,1,1,4,3,8.0,1,1,4,52,48,16.0,4
2024-06-24 08:45:25,3,0,0,9997,3,20,20,0,96.0,20,6,2,179,176,32.0,3,1,1,5,4,8.0,1,1,4,59,55,16.0,4
2024-06-24 08:45:26,4,0,0,9996,3,20,20,0,96.0,20,6,2,185,182,32.0,3,1,1,6,5,8.0,1,1,4,66,62,16.0,4
2024-06-24 08:45:27,5,0,0,9995,3,20,20,0,96.0,20,6,2,191,188,32.0,3,1,1,7,6,8.0,1,1,4,73,69,16.0,4
2024-06-24 08:45:28,6,0,0,9994,3,20,20,0,96.0,20,6,2,197,194,32.0,3,1,1,8,7,8.0,1,1,4,80,76,16.0,4
2024-06-24 08:45:29,7,0,0,9993,3,20,20,0,96.0,20,6,2,203,200,32.0,3,1,1,9,8,8.0,1,1,4,87,83,16.0,4
2024-06-24 08:45:30,8,0,0,9992,3,20,20,0,96.0,20,6,2,209,206,32.0,3,1,1,10,9,8.0,1,1,4,94,90,16.0,4
2024-06-24 08:45:31,9,0,0,9991,3,20,20,0,96.0,20,7,2,216,213,32.0,3,1,1,11,10,8.0,1,1,4,101,97,16.0,4
2024-06-24 08:45:32,10,0,0,9990,3,20,20,0,96.0,20,7,2,223,220,32.0,3,1,1,12,11,8.0,1,1,4,108,104,16.0,4
2024-06-24 08:45:33,11,0,0,9989,3,20,20,0,96.0,20,7,2,230,227,32.0,3,1,1,13,12,8.0,1,1,4,115,111,16.0,4
2024-06-24 08:45:34,12,0,0,9988,3,20,20,0,96.0,20,7,2,237,234,32.0,3,1,1,14,13,8.0,1,1,4,122,118,16.0,4
2024-06-24 08:45:35,13,0,0,9987,3,20,20,0,96.0,20,7,2,244,241,32.0,3,1,1,15,14,8.0,1,1,4,129,125,16.0,4
2024-06-24 08:45:36,14,0,0,9986,3,20,20,0,96.0,20,7,2,251,248,32.0,3,1,1,16,15,8.0,1,1,4,136,132,16.0,4
2024-06-24 08:45:37,15,0,0,9985,3,20,20,0,96.0,20,7,2,258,255,32.0,3,1,1,17,16,8.0,1,1,4,143,139,16.0,4
2024-06-24 08:45:38,16,0,0,9984,3,20,20,0,96.0,20,8,2,266,263,32.0,3,1,1,18,17,8.0,1,1,4,150,146,16.0,4
2024-06-24 08:45:39,17,0,0,9983,3,20,20,0,96.0,20,8,2,274,271,32.0,3,1,1,19,18,8.0,1,1,4,157,153,16.0,4
2024-06-24 08:45:40,18,0,0,9982,3,20,20,0,96.0,20,8,2,282,279,32.0,3,1,1,20,19,8.0,1,1,4,164,160,16.0,4
2024-06-24 08:45:41,19,0,0,9981,3,21,21,0,96.0,21,8,2,290,287,32.0,3,1,1,21,20,8.0,1,1,4,171,167,16.0,4
2024-06-24 08:45:42,20,0,0,9980,3,21,21,0,96.0,21,8,2,298,295,32.0,3,1,1,22,21,8.0,1,1,4,178,174,16.0,4
2024-06-24 08:45:43,21,0,0,9979,3,21,21,0,96.0,21,8,2,306,303,32.0,3,1,1,23,22,8.0,1,1,4,185,181,16.0,4
2024-06-24 08:45:44,22,0,0,9978,3,21,21,0,96.0,21,8,2,314,311,32.0,3,1,1,24,23,8.0,1,1,4,192,188,16.0,4
2024-06-24 08:45:45,23,0,0,9977,3,21,21,0,96.0,21,8,2,322,319,32.0,3,1,1,25,24,8.0,1,1,4,199,195,16.0,4
2024-06-24 08:45:46,24,0,0,9976,3,21,21,0,96.0,21,9,2,331,328,32.0,3,1,1,26,25,8.0,1,1,4,206,202,16.0,4
2024-06-24 08:45:47,25,0,0,9975,3,21,21,0,96.0,21,9,2,340,337,32.0,3,1,1,27,26,8.0,1,1,4,213,209,16.0,4
2024-06-24 08:45:48,26,0,0,9974,3,21,21,0,96.0,21,9,2,349,346,32.0,3,1,1,28,27,8.0,1,1,4,220,216,16.0,4
2024-06-24 08:45:49,27,0,0,9973,3,21,21,0,96.0,21,9,2,358,355,32.0,3,1,1,29,28,8.0,1,1,4,227,223,16.0,4
2024-06-24 08:45:50,28,0,0,9972,3,21,21,0,96.0,21,9,2,367,364,32.0,3,1,1,30,29,8.0,1,1,4,234,230,16.0,4
2024-06-24 08:45:51,29,0,0,9971,3,21,21,0,96.0,21,9,2,376,373,32.0,3,1,1,31,30,8.0,1,1,4,241,237,16.0,4
2024-06-24 08:45:52,30,0,0,9970,3,21,21,0,96.0,21,9,2,385,382,32.0,3,1,1,32,31,8.0,1,1,4,248,244,16.0,4
2024-06-24 08:45:53,31,0,0,9969,3,21,21,0,96.0,21,9,2,394,391,32.0,3,1,1,33,32,8.0,1,1,4,255,251,16.0,4
2024-06-24 08:45:54,32,0,0,9968,3,21,21,0,96.0,21,10,2,404,401,32.0,3,1,1,34,33,8.0,1,1,4,262,258,16.0,4
