,,globalP,globalP,globalP,packetP,packetP,packetP,sessionP,sessionP,sessionP,transactionP,transactionP,transactionP
,subscriber_count_Connected,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_globalP_smf,total_allocated_memory_globalP_smf,chunk_create_count_minus_destroy_count_cm_globalP_smf,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_packetP_smf,total_allocated_memory_packetP_smf,chunk_create_count_minus_destroy_count_cm_packetP_smf,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_sessionP_smf,total_allocated_memory_sessionP_smf,chunk_create_count_minus_destroy_count_cm_sessionP_smf,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_transactionP_smf,total_allocated_memory_transactionP_smf,chunk_create_count_minus_destroy_count_cm_transactionP_smf
timestamp,,,,,,,,,,,,,
2024-07-24 09:32:02,213,8,511.998046875,39,752,512.0,650,8,511.998046875,5825,3,512.0,5
2024-07-24 09:32:03,214,8,511.998046875,39,755,512.0,653,8,511.998046875,5852,3,512.0,5
2024-07-24 09:32:04,215,8,511.998046875,39,759,512.0,656,8,511.998046875,5879,3,512.0,5
2024-07-24 09:32:05,216,8,511.998046875,39,762,512.0,659,8,511.998046875,5906,3,512.0,5
2024-07-24 09:32:06,217,8,511.998046875,39,766,512.0,662,8,511.998046875,5933,3,512.0,5
2024-07-24 09:32:07,218,8,511.998046875,39,769,512.0,665,8,511.998046875,5960,3,512.0,5
2024-07-24 09:32:08,219,8,511.998046875,39,773,512.0,668,8,511.998046875,5987,3,512.0,5
2024-07-24 09:32:09,220,8,511.998046875,39,776,512.0,671,8,511.998046875,6014,3,512.0,5
2024-07-24 09:32:10,221,8,511.998046875,39,780,512.0,674,8,511.998046875,6041,3,512.0,5
2024-07-24 09:32:11,222,8,511.998046875,39,783,512.0,677,8,511.998046875,6068,3,512.0,5
2024-07-24 09:32:12,223,8,511.998046875,39,787,512.0,680,8,511.998046875,6095,3,512.0,5
2024-07-24 09:32:13,224,8,511.998046875,39,790,512.0,683,8,511.998046875,6122,3,512.0,5
2024-07-24 09:32:14,225,8,511.998046875,39,794,512.0,686,8,511.998046875,6149,3,512.0,5
2024-07-24 09:32:15,226,8,511.998046875,39,797,512.0,689,8,511.998046875,6176,3,512.0,5
2024-07-24 09:32:16,227,8,511.998046875,39,801,512.0,692,8,511.998046875,6203,3,512.0,5
2024-07-24 09:32:17,228,8,511.998046875,39,804,512.0,695,8,511.998046875,6230,3,512.0,5
2024-07-24 09:32:18,229,8,511.998046875,39,808,512.0,698,8,511.998046875,6257,3,512.0,5
2024-07-24 09:32:19,230,8,511.998046875,39,811,512.0,701,8,511.998046875,6284,3,512.0,5
2024-07-24 09:32:20,231,8,511.998046875,39,815,512.0,704,8,511.998046875,6311,3,512.0,5
2024-07-24 09:32:21,232,8,511.998046875,39,818,512.0,707,8,511.998046875,6338,3,512.0,5
2024-07-24 09:32:22,233,8,511.998046875,39,822,512.0,710,8,511.998046875,6365,3,512.0,5
2024-07-24 09:32:23,234,8,511.998046875,39,825,512.0,713,8,511.998046875,6392,3,512.0,5
2024-07-24 09:32:24,235,8,511.998046875,39,829,512.0,716,8,511.998046875,6419,3,512.0,5
2024-07-24 09:32:25,236,8,511.998046875,39,832,512.0,719,8,511.998046875,6446,3,512.0,5
2024-07-24 09:32:26,237,8,511.998046875,39,836,512.0,722,8,511.998046875,6473,3,512.0,5
2024-07-24 09:32:27,238,8,511.998046875,39,839,512.0,725,8,511.998046875,6500,3,512.0,5
2024-07-24 09:32:28,239,8,511.998046875,39,843,512.0,728,8,511.998046875,6527,3,512.0,5
2024-07-24 09:32:29,240,8,511.998046875,39,846,512.0,731,8,511.998046875,6554,3,512.0,5
2024-07-24 09:32:30,241,8,511.998046875,39,850,512.0,734,8,511.998046875,6581,3,512.0,5
2024-07-24 09:32:31,242,8,511.998046875,39,853,512.0,737,8,511.998046875,6608,3,512.0,5
2024-07-24 09:32:32,243,8,511.998046875,39,856,512.0,740,8,511.998046875,6635,3,512.0,5
2024-07-24 09:32:33,244,8,511.998046875,39,860,512.0,743,8,511.998046875,6662,3,512.0,5
2024-07-24 09:32:34,245,8,511.998046875,39,863,512.0,746,8,511.998046875,6689,3,512.0,5
2024-07-24 09:32:35,246,8,511.998046875,39,867,512.0,749,8,511.998046875,6716,3,512.0,5
2024-07-24 09:32:36,247,8,511.998046875,39,870,512.0,752,8,511.998046875,6743,3,512.0,5
2024-07-24 09:32:37,248,8,511.998046875,39,874,512.0,755,8,511.998046875,6770,3,512.0,5
2024-07-24 09:32:38,249,8,511.998046875,39,877,512.0,758,8,511.998046875,6797,3,512.0,5
2024-07-24 09:32:39,250,8,511.998046875,39,881,512.0,761,8,511.998046875,6824,3,512.0,5
2024-07-24 09:32:40,251,8,511.998046875,39,884,512.0,764,8,511.998046875,6851,3,512.0,5
2024-07-24 09:32:41,252,8,511.998046875,39,888,512.0,767,8,511.998046875,6878,3,512.0,5
2024-07-24 09:32:42,253,8,511.998046875,39,891,512.0,770,8,511.998046875,6905,3,512.0,5
2024-07-24 09:32:43,254,8,511.998046875,39,895,512.0,773,8,511.998046875,6932,3,512.0,5
2024-07-24 09:32:44,255,8,511.998046875,39,898,512.0,776,8,511.998046875,6959,3,512.0,5
2024-07-24 09:32:45,256,8,511.998046875,39,902,512.0,779,8,511.998046875,6986,3,512.0,5
2024-07-24 09:32:46,257,8,511.998046875,39,905,512.0,782,8,511.998046875,7013,3,512.0,5
2024-07-24 09:32:47,258,8,511.998046875,39,909,512.0,785,8,511.998046875,7040,3,512.0,5
2024-07-24 09:32:48,259,8,511.998046875,39,912,512.0,788,8,511.998046875,7067,3,512.0,5
2024-07-24 09:32:49,260,8,511.998046875,39,916,512.0,791,8,511.998046875,7094,3,512.0,5
2024-07-24 09:32:50,261,8,511.998046875,39,919,512.0,794,8,511.998046875,7121,3,512.0,5
2024-07-24 09:32:51,262,8,511.998046875,39,923,512.0,797,8,511.998046875,7148,3,512.0,5
2024-07-24 09:32:52,263,8,511.998046875,39,926,512.0,800,8,511.998046875,7175,3,512.0,5
2024-07-24 09:32:53,264,8,511.998046875,39,930,512.0,803,8,511.998046875,7202,3,512.0,5
2024-07-24 09:32:54,265,8,511.998046875,39,933,512.0,806,8,511.998046875,7229,3,512.0,5
2024-07-24 09:32:55,266,8,511.998046875,39,937,512.0,809,8,511.998046875,7256,3,512.0,5
2024-07-24 09:32:56,267,8,511.998046875,39,940,512.0,812,8,511.998046875,7283,3,512.0,5
2024-07-24 09:32:57,268,8,511.998046875,39,944,512.0,815,8,511.998046875,7310,3,512.0,5
2024-07-24 09:32:58,269,8,511.998046875,39,947,512.0,818,8,511.998046875,7337,3,512.0,5
2024-07-24 09:32:59,270,8,511.998046875,39,951,512.0,821,8,511.998046875,7364,3,512.0,5
2024-07-24 09:33:00,271,8,511.998046875,39,954,512.0,824,8,511.998046875,7391,3,512.0,5
2024-07-24 09:33:01,272,8,511.998046875,39,958,512.0,827,8,511.998046875,7418,3,512.0,5
2024-07-24 09:33:02,273,8,511.998046875,39,961,512.0,830,8,511.998046875,7445,3,512.0,5
2024-07-24 09:33:03,274,8,511.998046875,39,964,512.0,833,8,511.998046875,7472,3,512.0,5
2024-07-24 09:33:04,275,8,511.998046875,39,968,512.0,836,8,511.998046875,7499,3,512.0,5
2024-07-24 09:33:05,276,8,511.998046875,39,971,512.0,839,8,511.998046875,7526,3,512.0,5
2024-07-24 09:33:06,277,8,511.998046875,39,975,512.0,842,8,511.998046875,7553,3,512.0,5
2024-07-24 09:33:07,278,8,511.998046875,39,978,512.0,845,8,511.998046875,7580,3,512.0,5
2024-07-24 09:33:08,279,8,511.998046875,39,982,512.0,848,8,511.998046875,7607,3,512.0,5
2024-07-24 09:33:09,280,8,511.998046875,39,985,512.0,851,8,511.998046875,7634,3,512.0,5
2024-07-24 09:33:10,281,8,511.998046875,39,989,512.0,854,8,511.998046875,7661,3,512.0,5
2024-07-24 09:33:11,282,8,511.998046875,39,992,512.0,857,8,511.998046875,7688,3,512.0,5
2024-07-24 09:33:12,283,8,511.998046875,39,996,512.0,860,8,511.998046875,7715,3,512.0,5
2024-07-24 09:33:13,284,8,511.998046875,39,999,512.0,863,8,511.998046875,7742,3,512.0,5
2024-07-24 09:33:14,285,8,511.998046875,39,1003,512.0,866,8,511.998046875,7769,3,512.0,5
2024-07-24 09:33:15,286,8,511.998046875,39,1006,512.0,869,8,511.998046875,7796,3,512.0,5
2024-07-24 09:33:16,287,8,511.998046875,39,1010,512.0,872,8,511.998046875,7823,3,512.0,5
2024-07-24 09:33:17,288,8,511.998046875,39,1013,512.0,875,8,511.998046875,7850,3,512.0,5
2024-07-24 09:33:18,289,8,511.998046875,39,1017,512.0,878,8,511.998046875,7877,3,512.0,5
2024-07-24 09:33:19,290,8,511.998046875,39,1020,512.0,881,8,511.998046875,7904,3,512.0,5
2024-07-24 09:33:20,291,8,511.998046875,39,1024,512.0,884,8,511.998046875,7931,3,512.0,5
2024-07-24 09:33:21,292,8,511.998046875,39,1027,512.0,887,8,511.998046875,7958,3,512.0,5
2024-07-24 09:33:22,293,8,511.998046875,39,1031,512.0,890,8,511.998046875,7985,3,512.0,5
2024-07-24 09:33:23,294,8,511.998046875,39,1034,512.0,893,8,511.998046875,8012,3,512.0,5
2024-07-24 09:33:24,295,8,511.998046875,39,1038,512.0,896,8,511.998046875,8039,3,512.0,5
2024-07-24 09:33:25,296,8,511.998046875,39,1041,512.0,899,8,511.998046875,8066,3,512.0,5
2024-07-24 09:33:26,297,8,511.998046875,39,1045,512.0,902,8,511.998046875,8093,3,512.0,5
2024-07-24 09:33:27,298,8,511.998046875,39,1048,512.0,905,8,511.998046875,8120,3,512.0,5
2024-07-24 09:33:28,299,8,511.998046875,39,1052,512.0,908,8,511.998046875,8147,3,512.0,5
2024-07-24 09:33:29,300,8,511.998046875,39,1055,512.0,911,8,511.998046875,8174,3,512.0,5
2024-07-24 09:33:30,301,8,511.998046875,39,1059,512.0,914,8,511.998046875,8201,3,512.0,5
2024-07-24 09:33:31,302,8,511.998046875,39,1062,512.0,917,8,511.998046875,8228,3,512.0,5
2024-07-24 09:33:32,303,8,511.998046875,39,1066,512.0,920,8,511.998046875,8255,3,512.0,5
2024-07-24 09:33:33,304,8,511.998046875,39,1069,512.0,923,8,511.998046875,8282,3,512.0,5
2024-07-24 09:33:34,305,8,511.998046875,39,1072,512.0,926,8,511.998046875,8309,3,512.0,5
2024-07-24 09:33:35,306,8,511.998046875,39,1076,512.0,929,8,511.998046875,8336,3,512.0,5
2024-07-24 09:33:36,307,8,511.998046875,39,1079,512.0,932,8,511.998046875,8363,3,512.0,5
2024-07-24 09:33:37,308,8,511.998046875,39,1083,512.0,935,8,511.998046875,8390,3,512.0,5
2024-07-24 09:33:38,309,8,511.998046875,39,1086,512.0,938,8,511.998046875,8417,3,512.0,5
2024-07-24 09:33:39,310,8,511.998046875,39,1090,512.0,941,8,511.998046875,8444,3,512.0,5
2024-07-24 09:33:40,311,8,511.998046875,39,1093,512.0,944,8,511.998046875,8471,3,512.0,5
2024-07-24 09:33:41,312,8,511.998046875,39,1097,512.0,947,8,511.998046875,8498,3,512.0,5
2024-07-24 09:33:42,313,8,511.998046875,39,1100,512.0,950,8,511.998046875,8525,3,512.0,5
2024-07-24 09:33:43,314,8,511.998046875,39,1104,512.0,953,8,511.998046875,8552,3,512.0,5
2024-07-24 09:33:44,315,8,511.998046875,39,1107,512.0,956,8,511.998046875,8579,3,512.0,5
2024-07-24 09:33:45,316,8,511.998046875,39,1111,512.0,959,8,511.998046875,8606,3,512.0,5
2024-07-24 09:33:46,317,8,511.998046875,39,1114,512.0,962,8,511.998046875,8633,3,512.0,5
2024-07-24 09:33:47,318,8,511.998046875,39,1118,512.0,965,8,511.998046875,8660,3,512.0,5
2024-07-24 09:33:48,319,8,511.998046875,39,1121,512.0,968,8,511.998046875,8687,3,512.0,5
2024-07-24 09:33:49,320,8,511.998046875,39,1125,512.0,971,8,511.998046875,8714,3,512.0,5
2024-07-24 09:33:50,321,8,511.998046875,39,1128,512.0,974,8,511.998046875,8741,3,512.0,5
2024-07-24 09:33:51,322,8,511.998046875,39,1132,512.0,977,8,511.998046875,8768,3,512.0,5
2024-07-24 09:33:52,323,8,511.998046875,39,1135,512.0,980,8,511.998046875,8795,3,512.0,5
2024-07-24 09:33:53,324,8,511.998046875,39,1139,512.0,983,8,511.998046875,8822,3,512.0,5
2024-07-24 09:33:54,325,8,511.998046875,39,1142,512.0,986,8,511.998046875,8849,3,512.0,5
2024-07-24 09:33:55,326,8,511.998046875,39,1146,512.0,989,8,511.998046875,8876,3,512.0,5
2024-07-24 09:33:56,327,8,511.998046875,39,1149,512.0,992,8,511.998046875,8903,3,512.0,5
2024-07-24 09:33:57,328,8,511.998046875,39,1153,512.0,995,8,511.998046875,8930,3,512.0,5
2024-07-24 09:33:58,329,8,511.998046875,39,1156,512.0,998,8,511.998046875,8957,3,512.0,5
2024-07-24 09:33:59,330,8,511.998046875,39,1160,512.0,1001,8,511.998046875,8984,3,512.0,5
2024-07-24 09:34:00,331,8,511.998046875,39,1163,512.0,1004,8,511.998046875,9011,3,512.0,5
2024-07-24 09:34:01,332,8,511.998046875,39,1167,512.0,1007,8,511.998046875,9038,3,512.0,5
2024-07-24 09:34:02,333,8,511.998046875,39,1170,512.0,1010,8,511.998046875,9065,3,512.0,5
2024-07-24 09:34:03,334,8,511.998046875,39,1173,512.0,1013,8,511.998046875,9092,3,512.0,5
2024-07-24 09:34:04,335,8,511.998046875,39,1177,512.0,1016,8,511.998046875,9119,3,512.0,5
2024-07-24 09:34:05,336,8,511.998046875,39,1180,512.0,1019,8,511.998046875,9146,3,512.0,5
2024-07-24 09:34:06,337,8,511.998046875,39,1184,512.0,1022,8,511.998046875,9173,3,512.0,5
2024-07-24 09:34:07,338,8,511.998046875,39,1187,512.0,1025,8,511.998046875,9200,3,512.0,5
2024-07-24 09:34:08,339,8,511.998046875,39,1191,512.0,1028,8,511.998046875,9227,3,512.0,5
2024-07-24 09:34:09,340,8,511.998046875,39,1194,512.0,1031,8,511.998046875,9254,3,512.0,5
2024-07-24 09:34:10,341,8,511.998046875,39,1198,512.0,1034,8,511.998046875,9281,3,512.0,5
2024-07-24 09:34:11,342,8,511.998046875,39,1201,512.0,1037,8,511.998046875,9308,3,512.0,5
2024-07-24 09:34:12,343,8,511.998046875,39,1205,512.0,1040,8,511.998046875,9335,3,512.0,5
2024-07-24 09:34:13,344,8,511.998046875,39,1208,512.0,1043,8,511.998046875,9362,3,512.0,5
2024-07-24 09:34:14,345,8,511.998046875,39,1212,512.0,1046,8,511.998046875,9389,3,512.0,5
2024-07-24 09:34:15,346,8,511.998046875,39,1215,512.0,1049,8,511.998046875,9416,3,512.0,5
2024-07-24 09:34:16,347,8,511.998046875,39,1219,512.0,1052,8,511.998046875,9443,3,512.0,5
2024-07-24 09:34:17,348,8,511.998046875,39,1222,512.0,1055,8,511.998046875,9470,3,512.0,5
2024-07-24 09:34:18,349,8,511.998046875,39,1226,512.0,1058,8,511.998046875,9497,3,512.0,5
2024-07-24 09:34:19,350,8,511.998046875,39,1229,512.0,1061,8,511.998046875,9524,3,512.0,5
2024-07-24 09:34:20,351,8,511.998046875,39,1233,512.0,1064,8,511.998046875,9551,3,512.0,5
2024-07-24 09:34:21,352,8,511.998046875,39,1236,512.0,1067,8,511.998046875,9578,3,512.0,5
2024-07-24 09:34:22,353,8,511.998046875,39,1240,512.0,1070,8,511.998046875,9605,3,512.0,5
2024-07-24 09:34:23,354,8,511.998046875,39,1243,512.0,1073,8,511.998046875,9632,3,512.0,5
2024-07-24 09:34:24,355,8,511.998046875,39,1247,512.0,1076,8,511.998046875,9659,3,512.0,5
2024-07-24 09:34:25,356,8,511.998046875,39,1250,512.0,1079,8,511.998046875,9686,3,512.0,5
2024-07-24 09:34:26,357,8,511.998046875,39,1254,512.0,1082,8,511.998046875,9713,3,512.0,5
2024-07-24 09:34:27,358,8,511.998046875,39,1257,512.0,1085,8,511.998046875,9740,3,512.0,5
2024-07-24 09:34:28,359,8,511.998046875,39,1261,512.0,1088,8,511.998046875,9767,3,512.0,5
2024-07-24 09:34:29,360,8,511.998046875,39,1264,512.0,1091,8,511.998046875,9794,3,512.0,5
2024-07-24 09:34:30,361,8,511.998046875,39,1267,512.0,1094,8,511.998046875,9821,3,512.0,5
2024-07-24 09:34:31,362,8,511.998046875,39,1271,512.0,1097,8,511.998046875,9848,3,512.0,5
2024-07-24 09:34:32,363,8,511.998046875,39,1274,512.0,1100,8,511.998046875,9875,3,512.0,5
2024-07-24 09:34:33,364,8,511.998046875,39,1278,512.0,1103,8,511.998046875,9902,3,512.0,5
2024-07-24 09:34:34,365,8,511.998046875,39,1281,512.0,1106,8,511.998046875,9929,3,512.0,5
2024-07-24 09:34:35,366,8,511.998046875,39,1285,512.0,1109,8,511.998046875,9956,3,512.0,5
2024-07-24 09:34:36,367,8,511.998046875,39,1288,512.0,1112,8,511.998046875,9983,3,512.0,5
2024-07-24 09:34:37,368,8,511.998046875,39,1292,512.0,1115,8,511.998046875,10010,3,512.0,5
2024-07-24 09:34:38,369,8,511.998046875,39,1295,512.0,1118,8,511.998046875,10037,3,512.0,5
2024-07-24 09:34:39,370,8,511.998046875,39,1299,512.0,1121,8,511.998046875,10064,3,512.0,5
2024-07-24 09:34:40,371,8,511.998046875,39,1302,512.0,1124,8,511.998046875,10091,3,512.0,5
2024-07-24 09:34:41,372,8,511.998046875,39,1306,512.0,1127,8,511.998046875,10118,3,512.0,5
2024-07-24 09:34:42,373,8,511.998046875,39,1309,512.0,1130,8,511.998046875,10145,3,512.0,5
2024-07-24 09:34:43,374,8,511.998046875,39,1313,512.0,1133,8,511.998046875,10172,3,512.0,5
2024-07-24 09:34:44,375,8,511.998046875,39,1316,512.0,1136,8,511.998046875,10199,3,512.0,5
2024-07-24 09:34:45,376,8,511.998046875,39,1320,512.0,1139,8,511.998046875,10226,3,512.0,5
2024-07-24 09:34:46,377,8,511.998046875,39,1323,512.0,1142,8,511.998046875,10253,3,512.0,5
2024-07-24 09:34:47,378,8,511.998046875,39,1327,512.0,1145,8,511.998046875,10280,3,512.0,5
2024-07-24 09:34:48,379,8,511.998046875,39,1330,512.0,1148,8,511.998046875,10307,3,512.0,5
2024-07-24 09:34:49,380,8,511.998046875,39,1334,512.0,1151,8,511.998046875,10334,3,512.0,5
2024-07-24 09:34:50,381,8,511.998046875,39,1337,512.0,1154,8,511.998046875,10361,3,512.0,5
2024-07-24 09:34:51,382,8,511.998046875,39,1341,512.0,1157,8,511.998046875,10388,3,512.0,5
2024-07-24 09:34:52,383,8,511.998046875,39,1344,512.0,1160,8,511.998046875,10415,3,512.0,5
2024-07-24 09:34:53,384,8,511.998046875,39,1348,512.0,1163,8,511.998046875,10442,3,512.0,5
2024-07-24 09:34:54,385,8,511.998046875,39,1351,512.0,1166,8,511.998046875,10469,3,512.0,5
2024-07-24 09:34:55,386,8,511.998046875,39,1355,512.0,1168,8,511.998046875,10495,3,512.0,5
2024-07-24 09:34:56,386,8,511.998046875,39,1358,512.0,1171,8,511.998046875,10522,3,512.0,5
2024-07-24 09:34:57,387,8,511.998046875,39,1361,512.0,1174,8,511.998046875,10549,3,512.0,5
2024-07-24 09:34:58,388,8,511.998046875,39,1365,512.0,1177,8,511.998046875,10576,3,512.0,5
2024-07-24 09:34:59,389,8,511.998046875,39,1368,512.0,1180,8,511.998046875,10603,3,512.0,5
2024-07-24 09:35:00,390,8,511.998046875,39,1372,512.0,1183,8,511.998046875,10630,3,512.0,5
2024-07-24 09:35:01,391,8,511.998046875,39,1375,512.0,1186,8,511.998046875,10657,3,512.0,5
2024-07-24 09:35:02,392,8,511.998046875,39,1379,512.0,1189,8,511.998046875,10684,3,512.0,5
2024-07-24 09:35:03,393,8,511.998046875,39,1382,512.0,1192,8,511.998046875,10711,3,512.0,5
2024-07-24 09:35:04,394,8,511.998046875,39,1386,512.0,1195,8,511.998046875,10738,3,512.0,5
2024-07-24 09:35:05,395,8,511.998046875,39,1389,512.0,1198,8,511.998046875,10765,3,512.0,5
2024-07-24 09:35:06,396,8,511.998046875,39,1393,512.0,1201,8,511.998046875,10792,3,512.0,5
2024-07-24 09:35:07,397,8,511.998046875,39,1396,512.0,1204,8,511.998046875,10819,3,512.0,5
2024-07-24 09:35:08,398,8,511.998046875,39,1400,512.0,1207,8,511.998046875,10846,3,512.0,5
2024-07-24 09:35:09,399,8,511.998046875,39,1403,512.0,1210,8,511.998046875,10873,3,512.0,5
2024-07-24 09:35:10,400,8,511.998046875,39,1407,512.0,1213,8,511.998046875,10900,3,512.0,5
2024-07-24 09:35:11,401,8,511.998046875,39,1410,512.0,1216,8,511.998046875,10927,3,512.0,5
2024-07-24 09:35:12,402,8,511.998046875,39,1414,512.0,1219,8,511.998046875,10954,3,512.0,5
2024-07-24 09:35:13,403,8,511.998046875,39,1417,512.0,1222,8,511.998046875,10981,3,512.0,5
2024-07-24 09:35:14,404,8,511.998046875,39,1420,512.0,1225,8,511.998046875,11008,3,512.0,5
2024-07-24 09:35:15,405,8,511.998046875,39,1424,512.0,1228,8,511.998046875,11035,3,512.0,5
2024-07-24 09:35:16,406,8,511.998046875,39,1427,512.0,1231,8,511.998046875,11062,3,512.0,5
2024-07-24 09:35:17,407,8,511.998046875,39,1431,512.0,1234,8,511.998046875,11089,3,512.0,5
2024-07-24 09:35:18,408,8,511.998046875,39,1434,512.0,1237,8,511.998046875,11116,3,512.0,5
2024-07-24 09:35:19,409,8,511.998046875,39,1438,512.0,1240,8,511.998046875,11143,3,512.0,5
2024-07-24 09:35:20,410,8,511.998046875,39,1441,512.0,1243,8,511.998046875,11170,3,512.0,5
2024-07-24 09:35:21,411,8,511.998046875,39,1445,512.0,1246,8,511.998046875,11197,3,512.0,5
2024-07-24 09:35:22,412,8,511.998046875,39,1448,512.0,1249,8,511.998046875,11224,3,512.0,5
2024-07-24 09:35:23,413,8,511.998046875,39,1452,512.0,1252,8,511.998046875,11251,3,512.0,5
2024-07-24 09:35:24,414,8,511.998046875,39,1455,512.0,1255,8,511.998046875,11278,3,512.0,5
2024-07-24 09:35:25,415,8,511.998046875,39,1459,512.0,1258,8,511.998046875,11305,3,512.0,5
2024-07-24 09:35:26,416,8,511.998046875,39,1462,512.0,1261,8,511.998046875,11332,3,512.0,5
2024-07-24 09:35:27,417,8,511.998046875,39,1466,512.0,1264,8,511.998046875,11359,3,512.0,5
2024-07-24 09:35:28,418,8,511.998046875,39,1469,512.0,1267,8,511.998046875,11386,3,512.0,5
2024-07-24 09:35:29,419,8,511.998046875,39,1473,512.0,1270,8,511.998046875,11413,3,512.0,5
2024-07-24 09:35:30,420,8,511.998046875,39,1476,512.0,1273,8,511.998046875,11440,3,512.0,5
2024-07-24 09:35:31,421,8,511.998046875,39,1480,512.0,1276,8,511.998046875,11467,3,512.0,5
2024-07-24 09:35:32,422,8,511.998046875,39,1483,512.0,1279,8,511.998046875,11494,3,512.0,5
2024-07-24 09:35:33,423,8,511.998046875,39,1487,512.0,1282,8,511.998046875,11521,3,512.0,5
2024-07-24 09:35:34,424,8,511.998046875,39,1490,512.0,1285,8,511.998046875,11548,3,512.0,5
2024-07-24 09:35:35,425,8,511.998046875,39,1494,512.0,1288,8,511.998046875,11575,3,512.0,5
2024-07-24 09:35:36,426,8,511.998046875,39,1497,512.0,1291,8,511.998046875,11602,3,512.0,5
2024-07-24 09:35:37,427,8,511.998046875,39,1501,512.0,1294,8,511.998046875,11629,3,512.0,5
2024-07-24 09:35:38,428,8,511.998046875,39,1504,512.0,1297,8,511.998046875,11656,3,512.0,5
2024-07-24 09:35:39,429,8,511.998046875,39,1508,512.0,1300,8,511.998046875,11683,3,512.0,5
2024-07-24 09:35:40,430,8,511.998046875,39,1511,512.0,1303,8,511.998046875,11710,3,512.0,5
2024-07-24 09:35:41,431,8,511.998046875,39,1515,512.0,1306,8,511.998046875,11737,3,512.0,5
2024-07-24 09:35:42,432,8,511.998046875,39,1518,512.0,1309,8,511.998046875,11764,3,512.0,5
2024-07-24 09:35:43,433,8,511.998046875,39,1521,512.0,1312,8,511.998046875,11791,3,512.0,5
2024-07-24 09:35:44,434,8,511.998046875,39,1525,512.0,1315,8,511.998046875,11818,3,512.0,5
2024-07-24 09:35:45,435,8,511.998046875,39,1528,512.0,1315,8,511.998046875,11818,3,512.0,5
2024-07-24 09:35:46,436,8,511.998046875,39,1531,512.0,1321,8,511.998046875,11872,3,512.0,5
2024-07-24 09:35:47,437,8,511.998046875,39,1535,512.0,1324,8,511.998046875,11899,3,512.0,5
2024-07-24 09:35:48,439,8,511.998046875,39,1539,512.0,1327,8,511.998046875,11926,3,512.0,5
2024-07-24 09:35:49,439,8,511.998046875,39,1542,512.0,1330,8,511.998046875,11953,3,512.0,5
2024-07-24 09:35:50,440,8,511.998046875,39,1546,512.0,1333,8,511.998046875,11980,3,512.0,5
2024-07-24 09:35:51,441,8,511.998046875,39,1549,512.0,1336,8,511.998046875,12007,3,512.0,5
2024-07-24 09:35:52,442,8,511.998046875,39,1553,512.0,1339,8,511.998046875,12034,3,512.0,5
2024-07-24 09:35:53,443,8,511.998046875,39,1556,512.0,1342,8,511.998046875,12061,3,512.0,5
2024-07-24 09:35:54,444,8,511.998046875,39,1560,512.0,1345,8,511.998046875,12088,3,512.0,5
2024-07-24 09:35:55,445,8,511.998046875,39,1563,512.0,1348,8,511.998046875,12115,3,512.0,5
2024-07-24 09:35:56,446,8,511.998046875,39,1567,512.0,1351,8,511.998046875,12142,3,512.0,5
2024-07-24 09:35:57,447,8,511.998046875,39,1570,512.0,1354,8,511.998046875,12169,3,512.0,5
2024-07-24 09:35:58,448,8,511.998046875,39,1574,512.0,1357,8,511.998046875,12196,3,512.0,5
2024-07-24 09:35:59,449,8,511.998046875,39,1577,512.0,1360,8,511.998046875,12223,3,512.0,5
2024-07-24 09:36:00,450,8,511.998046875,39,1581,512.0,1363,8,511.998046875,12250,3,512.0,5
2024-07-24 09:36:01,451,8,511.998046875,39,1584,512.0,1366,8,511.998046875,12277,3,512.0,5
2024-07-24 09:36:02,452,8,511.998046875,39,1588,512.0,1369,8,511.998046875,12304,3,512.0,5
2024-07-24 09:36:03,453,8,511.998046875,39,1591,512.0,1372,8,511.998046875,12331,3,512.0,5
2024-07-24 09:36:04,455,8,511.998046875,39,1595,512.0,1375,8,511.998046875,12358,3,512.0,5
2024-07-24 09:36:05,455,8,511.998046875,39,1598,512.0,1378,8,511.998046875,12385,3,512.0,5
2024-07-24 09:36:06,456,8,511.998046875,39,1602,512.0,1381,8,511.998046875,12412,3,512.0,5
2024-07-24 09:36:07,457,8,511.998046875,39,1605,512.0,1384,8,511.998046875,12439,3,512.0,5
2024-07-24 09:36:08,458,8,511.998046875,39,1608,512.0,1387,8,511.998046875,12466,3,512.0,5
2024-07-24 09:36:09,459,8,511.998046875,39,1612,512.0,1390,8,511.998046875,12493,3,512.0,5
2024-07-24 09:36:10,460,8,511.998046875,39,1615,512.0,1393,8,511.998046875,12520,3,512.0,5
2024-07-24 09:36:11,461,8,511.998046875,39,1619,512.0,1396,8,511.998046875,12547,3,512.0,5
2024-07-24 09:36:12,462,8,511.998046875,39,1622,512.0,1399,8,511.998046875,12574,3,512.0,5
2024-07-24 09:36:13,463,8,511.998046875,39,1626,512.0,1402,8,511.998046875,12601,3,512.0,5
2024-07-24 09:36:14,464,8,511.998046875,39,1629,512.0,1405,8,511.998046875,12628,3,512.0,5
2024-07-24 09:36:15,465,8,511.998046875,39,1633,512.0,1408,8,511.998046875,12655,3,512.0,5
2024-07-24 09:36:16,466,8,511.998046875,39,1636,512.0,1411,8,511.998046875,12682,3,512.0,5
