timestamp,subscriber_count_Connected_x,subscriber_count_Connected_y,subscriber_count_Connected_x,subscriber_count_Connected_y,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_globalP_ausf,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_packetP_ausf,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_sessionP_ausf,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_transactionP_ausf,total_allocated_memory_globalP_ausf,total_allocated_memory_packetP_ausf,total_allocated_memory_sessionP_ausf,total_allocated_memory_transactionP_ausf,chunk_create_count_minus_destroy_count_cm_globalP_ausf,chunk_create_count_minus_destroy_count_cm_packetP_ausf,chunk_create_count_minus_destroy_count_cm_sessionP_ausf,chunk_create_count_minus_destroy_count_cm_transactionP_ausf
2024-07-09 09:04:46,25,0,0,9975,3,8,1,1,32.0,32.0,32.0,32.0,21,3,1,4
2024-07-09 09:04:47,26,0,0,9974,3,8,1,1,32.0,32.0,32.0,32.0,21,3,1,4
2024-07-09 09:04:48,27,0,0,9973,3,8,1,1,32.0,32.0,32.0,32.0,21,3,1,4
2024-07-09 09:04:49,28,0,0,9972,3,8,1,1,32.0,32.0,32.0,32.0,21,3,1,4
2024-07-09 09:04:50,29,0,0,9971,3,9,1,1,32.0,32.0,32.0,32.0,21,3,1,4
2024-07-09 09:04:51,30,0,0,9970,3,9,1,1,32.0,32.0,32.0,32.0,21,3,1,4
2024-07-09 09:04:52,31,0,0,9969,3,9,1,1,32.0,32.0,32.0,32.0,21,3,1,4
2024-07-09 09:04:53,32,0,0,9968,3,9,1,1,32.0,32.0,32.0,32.0,21,3,1,4
2024-07-09 09:04:54,33,0,0,9967,3,9,1,1,32.0,32.0,32.0,32.0,21,3,1,4
2024-07-09 09:04:55,34,0,0,9966,3,9,1,1,32.0,32.0,32.0,32.0,21,3,1,4
2024-07-09 09:04:56,35,0,0,9965,3,9,1,1,32.0,32.0,32.0,32.0,21,3,1,4
2024-07-09 09:04:57,36,0,0,9964,3,9,1,1,32.0,32.0,32.0,32.0,21,3,1,4
2024-07-09 09:04:58,37,0,0,9963,3,10,1,1,32.0,32.0,32.0,32.0,21,3,1,4
2024-07-09 09:04:59,38,0,0,9962,3,10,1,1,32.0,32.0,32.0,32.0,21,3,1,4
2024-07-09 09:05:00,39,0,0,9961,3,10,1,1,32.0,32.0,32.0,32.0,21,3,1,4
2024-07-09 09:05:01,40,0,0,9960,3,10,1,1,32.0,32.0,32.0,32.0,22,3,1,4
2024-07-09 09:05:02,41,0,0,9959,3,10,1,1,32.0,32.0,32.0,32.0,22,3,1,4
2024-07-09 09:05:03,42,0,0,9958,3,10,1,1,32.0,32.0,32.0,32.0,22,3,1,4
2024-07-09 09:05:04,43,0,0,9957,3,10,1,1,32.0,32.0,32.0,32.0,22,3,1,4
2024-07-09 09:05:05,44,0,0,9956,3,11,1,1,32.0,32.0,32.0,32.0,22,3,1,4
2024-07-09 09:05:06,45,0,0,9955,3,11,1,1,32.0,32.0,32.0,32.0,22,3,1,4
2024-07-09 09:05:07,46,0,0,9954,3,11,1,1,32.0,32.0,32.0,32.0,22,3,1,4
2024-07-09 09:05:08,47,0,0,9953,3,11,1,1,32.0,32.0,32.0,32.0,22,3,1,4
2024-07-09 09:05:09,48,0,0,9952,3,11,1,1,32.0,32.0,32.0,32.0,22,3,1,4
2024-07-09 09:05:10,49,0,0,9951,3,11,1,1,32.0,32.0,32.0,32.0,22,3,1,4
2024-07-09 09:05:11,50,0,0,9950,3,11,1,1,32.0,32.0,32.0,32.0,22,3,1,4
2024-07-09 09:05:12,51,0,0,9949,3,12,1,1,32.0,32.0,32.0,32.0,22,3,1,4
2024-07-09 09:05:13,52,0,0,9948,3,12,1,1,32.0,32.0,32.0,32.0,22,3,1,4
2024-07-09 09:05:14,53,0,0,9947,3,12,1,1,32.0,32.0,32.0,32.0,22,3,1,4
2024-07-09 09:05:15,54,0,0,9946,3,12,1,1,32.0,32.0,32.0,32.0,22,3,1,4
2024-07-09 09:05:16,55,0,0,9945,3,12,1,1,32.0,32.0,32.0,32.0,22,3,1,4
2024-07-09 09:05:17,56,0,0,9944,3,12,1,1,32.0,32.0,32.0,32.0,22,3,1,4
2024-07-09 09:05:18,57,0,0,9943,3,12,1,1,32.0,32.0,32.0,32.0,22,3,1,4
2024-07-09 09:05:19,58,0,0,9942,3,13,1,1,32.0,32.0,32.0,32.0,22,3,1,4
2024-07-09 09:05:20,59,0,0,9941,3,13,1,1,32.0,32.0,32.0,32.0,22,3,1,4
2024-07-09 09:05:21,60,0,0,9940,3,13,1,1,32.0,32.0,32.0,32.0,22,3,1,4
2024-07-09 09:05:22,61,0,0,9939,3,13,1,1,32.0,32.0,32.0,32.0,22,3,1,4
2024-07-09 09:05:23,62,0,0,9938,4,13,1,1,32.0,32.0,32.0,32.0,23,3,1,4
2024-07-09 09:05:24,63,0,0,9937,4,13,1,1,32.0,32.0,32.0,32.0,23,3,1,4
2024-07-09 09:05:25,64,0,0,9936,4,13,1,1,32.0,32.0,32.0,32.0,23,3,1,4
2024-07-09 09:05:26,65,0,0,9935,4,13,1,1,32.0,32.0,32.0,32.0,23,3,1,4
2024-07-09 09:05:27,66,0,0,9934,4,14,1,1,32.0,32.0,32.0,32.0,23,3,1,4
2024-07-09 09:05:28,67,0,0,9933,4,14,1,1,32.0,32.0,32.0,32.0,23,3,1,4
2024-07-09 09:05:29,68,0,0,9932,4,14,1,1,32.0,32.0,32.0,32.0,23,3,1,4
2024-07-09 09:05:30,69,0,0,9931,4,14,1,1,32.0,32.0,32.0,32.0,23,3,1,4
2024-07-09 09:05:31,70,0,0,9930,4,14,1,1,32.0,32.0,32.0,32.0,23,3,1,4
2024-07-09 09:05:32,71,0,0,9929,4,14,1,1,32.0,32.0,32.0,32.0,23,3,1,4
2024-07-09 09:05:33,72,0,0,9928,4,14,1,1,32.0,32.0,32.0,32.0,23,3,1,4
2024-07-09 09:05:34,73,0,0,9927,4,15,1,1,32.0,32.0,32.0,32.0,23,3,1,4
2024-07-09 09:05:35,74,0,0,9926,4,15,1,1,32.0,32.0,32.0,32.0,23,3,1,4
2024-07-09 09:05:36,75,0,0,9925,4,15,1,1,32.0,32.0,32.0,32.0,23,3,1,4
2024-07-09 09:05:37,76,0,0,9924,4,15,1,1,32.0,32.0,32.0,32.0,23,3,1,4
2024-07-09 09:05:38,77,0,0,9923,4,15,1,1,32.0,32.0,32.0,32.0,23,3,1,4
2024-07-09 09:05:39,78,0,0,9922,4,15,1,1,32.0,32.0,32.0,32.0,23,3,1,4
2024-07-09 09:05:40,79,0,0,9921,4,15,1,1,32.0,32.0,32.0,32.0,23,3,1,4
2024-07-09 09:05:41,80,0,0,9920,4,16,1,1,32.0,32.0,32.0,32.0,23,3,1,4
2024-07-09 09:05:42,81,0,0,9919,4,16,1,1,32.0,32.0,32.0,32.0,23,3,1,4
2024-07-09 09:05:43,82,0,0,9918,4,16,1,1,32.0,32.0,32.0,32.0,23,3,1,4
2024-07-09 09:05:44,83,0,0,9917,5,16,1,1,32.0,32.0,32.0,32.0,24,3,1,4
2024-07-09 09:05:45,84,0,0,9916,5,16,1,1,32.0,32.0,32.0,32.0,24,3,1,4
2024-07-09 09:05:46,85,0,0,9915,5,16,1,1,32.0,32.0,32.0,32.0,24,3,1,4
2024-07-09 09:05:47,86,0,0,9914,5,16,1,1,32.0,32.0,32.0,32.0,24,3,1,4
2024-07-09 09:05:48,87,0,0,9913,5,16,1,1,32.0,32.0,32.0,32.0,24,3,1,4
2024-07-09 09:05:49,88,0,0,9912,5,17,1,1,32.0,32.0,32.0,32.0,24,3,1,4
2024-07-09 09:05:50,89,0,0,9911,5,17,1,1,32.0,32.0,32.0,32.0,24,3,1,4
2024-07-09 09:05:51,90,0,0,9910,5,17,1,1,32.0,32.0,32.0,32.0,24,3,1,4
2024-07-09 09:05:52,91,0,0,9909,5,17,1,1,32.0,32.0,32.0,32.0,24,3,1,4
2024-07-09 09:05:53,92,0,0,9908,5,17,1,1,32.0,32.0,32.0,32.0,24,3,1,4
2024-07-09 09:05:54,93,0,0,9907,5,17,1,1,32.0,32.0,32.0,32.0,24,3,1,4
2024-07-09 09:05:55,94,0,0,9906,5,17,1,1,32.0,32.0,32.0,32.0,24,3,1,4
2024-07-09 09:05:56,95,0,0,9905,5,18,1,1,32.0,32.0,32.0,32.0,24,3,1,4
2024-07-09 09:05:57,96,0,0,9904,5,18,1,1,32.0,32.0,32.0,32.0,24,3,1,4
2024-07-09 09:05:58,97,0,0,9903,5,18,1,1,32.0,32.0,32.0,32.0,24,3,1,4
2024-07-09 09:05:59,98,0,0,9902,5,18,1,1,32.0,32.0,32.0,32.0,24,3,1,4
2024-07-09 09:06:00,99,0,0,9901,5,18,1,1,32.0,32.0,32.0,32.0,24,3,1,4
2024-07-09 09:06:01,100,0,0,9900,5,18,1,1,32.0,32.0,32.0,32.0,24,3,1,4
2024-07-09 09:06:02,99,1,0,9900,5,18,1,1,32.0,32.0,32.0,32.0,24,3,1,4
2024-07-09 09:06:03,100,0,0,9900,5,18,1,1,32.0,32.0,32.0,32.0,24,3,1,4
