timestamp,subscriber_count_Connected_x,subscriber_count_Connected_y,subscriber_count_Connected_x,subscriber_count_Connected_y,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_globalP_upf1,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_packetP_upf1,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_sessionP_upf1,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_transactionP_upf1,total_allocated_memory_globalP_upf1,total_allocated_memory_packetP_upf1,total_allocated_memory_sessionP_upf1,total_allocated_memory_transactionP_upf1,chunk_create_count_minus_destroy_count_cm_globalP_upf1,chunk_create_count_minus_destroy_count_cm_packetP_upf1,chunk_create_count_minus_destroy_count_cm_sessionP_upf1,chunk_create_count_minus_destroy_count_cm_transactionP_upf1
2024-07-12 08:01:51,210,0,0,9790,19,831,12,2,256.0,256.0,256.0,256.0,39,428,4403,4
2024-07-12 08:01:52,215,0,0,9785,19,851,12,2,256.0,256.0,256.0,256.0,39,438,4508,4
2024-07-12 08:01:53,220,0,0,9780,19,871,12,2,256.0,256.0,256.0,256.0,39,447,4612,4
2024-07-12 08:01:54,225,0,0,9775,19,890,12,2,256.0,256.0,256.0,256.0,39,458,4718,4
2024-07-12 08:01:55,230,0,0,9770,19,911,12,2,256.0,256.0,256.0,256.0,39,468,4823,4
2024-07-12 08:01:56,235,0,0,9765,19,931,12,2,256.0,256.0,256.0,256.0,39,478,4928,4
2024-07-12 08:01:57,240,0,0,9760,19,951,12,2,256.0,256.0,256.0,256.0,39,488,5033,4
2024-07-12 08:01:58,245,0,0,9755,19,971,12,2,256.0,256.0,256.0,256.0,39,498,5138,4
2024-07-12 08:01:59,250,0,0,9750,19,991,12,2,256.0,256.0,256.0,256.0,39,508,5243,4
2024-07-12 08:02:00,255,0,0,9745,19,1011,12,2,256.0,256.0,256.0,256.0,39,518,5348,4
2024-07-12 08:02:01,260,0,0,9740,19,1031,12,2,256.0,256.0,256.0,256.0,39,528,5453,4
2024-07-12 08:02:02,265,0,0,9735,19,1051,12,2,256.0,256.0,256.0,256.0,39,538,5558,4
2024-07-12 08:02:03,270,0,0,9730,19,1071,12,2,256.0,256.0,256.0,256.0,39,548,5663,4
2024-07-12 08:02:04,275,0,0,9725,19,1091,12,2,256.0,256.0,256.0,256.0,39,558,5768,4
2024-07-12 08:02:05,280,0,0,9720,19,1111,12,2,256.0,256.0,256.0,256.0,39,568,5873,4
2024-07-12 08:02:06,285,0,0,9715,19,1131,12,2,256.0,256.0,256.0,256.0,39,578,5978,4
2024-07-12 08:02:07,290,0,0,9710,19,1151,12,2,256.0,256.0,256.0,256.0,39,588,6083,4
2024-07-12 08:02:08,295,0,0,9705,19,1171,12,2,256.0,256.0,256.0,256.0,39,596,6167,4
2024-07-12 08:02:09,300,0,0,9700,19,1190,12,2,256.0,256.0,256.0,256.0,39,606,6272,4
2024-07-12 08:02:10,305,0,0,9695,19,1210,12,2,256.0,256.0,256.0,256.0,39,617,6398,4
2024-07-12 08:02:11,310,0,0,9690,19,1231,12,2,256.0,256.0,256.0,256.0,39,627,6502,4
2024-07-12 08:02:12,315,0,0,9685,19,1250,12,2,256.0,256.0,256.0,256.0,39,637,6608,4
2024-07-12 08:02:13,320,0,0,9680,19,1271,12,2,256.0,256.0,256.0,256.0,39,649,6713,4
2024-07-12 08:02:14,325,0,0,9675,19,1291,12,2,256.0,256.0,256.0,256.0,39,658,6818,4
2024-07-12 08:02:15,330,0,0,9670,19,1311,12,2,256.0,256.0,256.0,256.0,39,667,6923,4
2024-07-12 08:02:16,335,0,0,9665,19,1331,12,2,256.0,256.0,256.0,256.0,39,677,7027,4
2024-07-12 08:02:17,340,0,0,9660,19,1350,12,2,256.0,256.0,256.0,256.0,39,687,7133,4
2024-07-12 08:02:18,345,0,0,9655,19,1371,12,2,256.0,256.0,256.0,256.0,39,696,7237,4
2024-07-12 08:02:19,350,0,0,9650,19,1390,12,2,256.0,256.0,256.0,256.0,39,707,7343,4
2024-07-12 08:02:20,355,0,0,9645,19,1411,12,2,256.0,256.0,256.0,256.0,39,716,7447,4
2024-07-12 08:02:21,360,0,0,9640,19,1430,12,2,256.0,256.0,256.0,256.0,39,727,7553,4
2024-07-12 08:02:22,365,0,0,9635,19,1451,12,2,256.0,256.0,256.0,256.0,39,736,7657,4
2024-07-12 08:02:23,370,0,0,9630,19,1470,12,2,256.0,256.0,256.0,256.0,39,746,7742,4
2024-07-12 08:02:24,375,0,0,9625,19,1490,12,2,256.0,256.0,256.0,256.0,39,758,7868,4
2024-07-12 08:02:25,380,0,0,9620,19,1511,12,2,256.0,256.0,256.0,256.0,39,766,7952,4
2024-07-12 08:02:26,385,0,0,9615,19,1530,12,2,256.0,256.0,256.0,256.0,39,776,8057,4
2024-07-12 08:02:27,390,0,0,9610,19,1550,12,2,256.0,256.0,256.0,256.0,39,788,8183,4
2024-07-12 08:02:28,395,0,0,9605,19,1571,12,2,256.0,256.0,256.0,256.0,39,798,8288,4
2024-07-12 08:02:29,400,0,0,9600,19,1591,12,2,256.0,256.0,256.0,256.0,39,808,8393,4
2024-07-12 08:02:30,405,0,0,9595,19,1611,12,2,256.0,256.0,256.0,256.0,39,818,8498,4
2024-07-12 08:02:31,410,0,0,9590,19,1631,12,2,256.0,256.0,256.0,256.0,39,828,8603,4
2024-07-12 08:02:32,415,0,0,9585,19,1651,12,2,256.0,256.0,256.0,256.0,39,838,8708,4
2024-07-12 08:02:33,420,0,0,9580,19,1671,12,2,256.0,256.0,256.0,256.0,39,848,8813,4
2024-07-12 08:02:34,425,0,0,9575,19,1691,12,2,256.0,256.0,256.0,256.0,39,856,8917,4
2024-07-12 08:02:35,430,0,0,9570,19,1710,12,2,256.0,256.0,256.0,256.0,39,866,9022,4
2024-07-12 08:02:36,435,0,0,9565,19,1730,12,2,256.0,256.0,256.0,256.0,39,876,9107,4
2024-07-12 08:02:37,439,0,1,9560,19,1750,12,2,256.0,256.0,256.0,256.0,39,885,9211,4
2024-07-12 08:02:38,444,0,1,9555,19,1769,12,2,256.0,256.0,256.0,256.0,39,895,9316,4
2024-07-12 08:02:39,449,0,1,9550,19,1789,12,2,256.0,256.0,256.0,256.0,39,905,9421,4
2024-07-12 08:02:40,454,0,1,9545,19,1809,12,2,256.0,256.0,256.0,256.0,39,917,9547,4
2024-07-12 08:02:41,459,0,1,9540,19,1830,12,2,256.0,256.0,256.0,256.0,39,927,9652,4
2024-07-12 08:02:42,464,0,1,9535,19,1850,12,2,256.0,256.0,256.0,256.0,39,937,9757,4
2024-07-12 08:02:43,469,0,1,9530,19,1870,12,2,256.0,256.0,256.0,256.0,39,947,9862,4
2024-07-12 08:02:44,474,0,1,9525,19,1890,12,2,256.0,256.0,256.0,256.0,39,955,9946,4
2024-07-12 08:02:45,479,0,1,9520,19,1909,12,2,256.0,256.0,256.0,256.0,39,967,10072,4
2024-07-12 08:02:46,484,0,1,9515,19,1930,12,2,256.0,256.0,256.0,256.0,39,975,10156,4
2024-07-12 08:02:47,489,0,1,9510,19,1949,12,2,256.0,256.0,256.0,256.0,39,985,10261,4
2024-07-12 08:02:48,494,0,1,9505,19,1969,12,2,256.0,256.0,256.0,256.0,39,995,10366,4
2024-07-12 08:02:49,499,0,1,9500,19,1989,12,2,256.0,256.0,256.0,256.0,39,1005,10471,4
2024-07-12 08:02:50,504,0,1,9495,19,2009,12,2,256.0,256.0,256.0,256.0,39,1015,10576,4
2024-07-12 08:02:51,509,0,1,9490,19,2029,12,2,256.0,256.0,256.0,256.0,39,1027,10702,4
2024-07-12 08:02:52,514,0,1,9485,19,2050,12,2,256.0,256.0,256.0,256.0,39,1035,10786,4
2024-07-12 08:02:53,519,0,1,9480,19,2069,12,2,256.0,256.0,256.0,256.0,39,1045,10891,6
2024-07-12 08:02:54,524,0,1,9475,19,2086,12,2,256.0,256.0,256.0,256.0,39,1057,11017,4
2024-07-12 08:02:55,529,0,1,9470,19,2110,12,2,256.0,256.0,256.0,256.0,39,1067,11122,4
2024-07-12 08:02:56,534,0,1,9465,19,2130,12,2,256.0,256.0,256.0,256.0,39,1077,11227,4
2024-07-12 08:02:57,539,0,1,9460,19,2150,12,2,256.0,256.0,256.0,256.0,39,1087,11332,4
2024-07-12 08:02:58,544,0,1,9455,19,2170,12,2,256.0,256.0,256.0,256.0,39,1097,11437,4
2024-07-12 08:02:59,549,0,1,9450,19,2190,12,2,256.0,256.0,256.0,256.0,39,1107,11542,4
2024-07-12 08:03:00,554,0,1,9445,19,2210,12,2,256.0,256.0,256.0,256.0,39,1117,11647,4
2024-07-12 08:03:01,559,0,1,9440,19,2230,12,2,256.0,256.0,256.0,256.0,39,1127,11752,4
2024-07-12 08:03:02,564,0,1,9435,19,2250,12,2,256.0,256.0,256.0,256.0,39,1137,11857,4
2024-07-12 08:03:03,569,0,1,9430,19,2270,12,2,256.0,256.0,256.0,256.0,39,1145,11941,4
2024-07-12 08:03:04,574,0,1,9425,19,2289,12,2,256.0,256.0,256.0,256.0,39,1155,12046,4
2024-07-12 08:03:05,579,0,1,9420,19,2309,12,2,256.0,256.0,256.0,256.0,39,1165,12151,4
2024-07-12 08:03:06,584,0,1,9415,19,2329,12,2,256.0,256.0,256.0,256.0,39,1177,12277,4
2024-07-12 08:03:07,589,0,1,9410,19,2350,12,2,256.0,256.0,256.0,256.0,39,1185,12361,4
2024-07-12 08:03:08,594,0,1,9405,19,2369,12,2,256.0,256.0,256.0,256.0,39,1195,12466,4
2024-07-12 08:03:09,599,0,1,9400,19,2386,12,2,256.0,256.0,256.0,256.0,39,1205,12571,4
2024-07-12 08:03:10,604,0,1,9395,19,2409,12,2,256.0,256.0,256.0,256.0,39,1215,12676,4
2024-07-12 08:03:11,609,0,1,9390,19,2429,12,2,256.0,256.0,256.0,256.0,39,1225,12781,4
2024-07-12 08:03:12,614,0,1,9385,19,2449,12,2,256.0,256.0,256.0,256.0,39,1235,12886,4
2024-07-12 08:03:13,619,0,1,9380,19,2469,12,2,256.0,256.0,256.0,256.0,39,1245,12991,4
2024-07-12 08:03:14,624,0,1,9375,19,2489,12,2,256.0,256.0,256.0,256.0,39,1255,13096,4
2024-07-12 08:03:15,629,0,1,9370,19,2509,12,2,256.0,256.0,256.0,256.0,39,1265,13201,4
2024-07-12 08:03:16,634,0,1,9365,19,2529,12,2,256.0,256.0,256.0,256.0,39,1275,13306,4
2024-07-12 08:03:17,639,0,1,9360,19,2549,12,2,256.0,256.0,256.0,256.0,39,1285,13411,4
2024-07-12 08:03:18,644,0,1,9355,19,2569,12,2,256.0,256.0,256.0,256.0,39,1295,13516,4
2024-07-12 08:03:19,649,0,1,9350,19,2589,12,2,256.0,256.0,256.0,256.0,39,1305,13621,4
2024-07-12 08:03:20,654,0,1,9345,19,2609,12,2,256.0,256.0,256.0,256.0,39,1315,13726,4
2024-07-12 08:03:21,659,0,1,9340,19,2626,12,2,256.0,256.0,256.0,256.0,39,1327,13852,4
2024-07-12 08:03:22,664,0,1,9335,19,2650,12,2,256.0,256.0,256.0,256.0,39,1335,13936,4
2024-07-12 08:03:23,669,0,1,9330,19,2669,12,2,256.0,256.0,256.0,256.0,39,1345,14041,4
2024-07-12 08:03:24,674,0,1,9325,19,2689,12,2,256.0,256.0,256.0,256.0,39,1355,14146,4
2024-07-12 08:03:25,679,0,1,9320,19,2709,12,2,256.0,256.0,256.0,256.0,39,1365,14251,4
2024-07-12 08:03:26,684,0,1,9315,19,2729,12,2,256.0,256.0,256.0,256.0,39,1375,14356,4
2024-07-12 08:03:27,689,0,1,9310,19,2749,12,2,256.0,256.0,256.0,256.0,39,1387,14482,4
2024-07-12 08:03:28,694,0,1,9305,19,2770,12,2,256.0,256.0,256.0,256.0,39,1395,14566,4
2024-07-12 08:03:29,699,0,1,9300,19,2789,12,2,256.0,256.0,256.0,256.0,39,1405,14671,4
2024-07-12 08:03:30,704,0,1,9295,19,2809,12,2,256.0,256.0,256.0,256.0,39,1415,14776,4
2024-07-12 08:03:31,709,0,1,9290,19,2829,12,2,256.0,256.0,256.0,256.0,39,1425,14881,4
2024-07-12 08:03:32,714,0,1,9285,19,2849,12,2,256.0,256.0,256.0,256.0,39,1435,14986,4
2024-07-12 08:03:33,719,0,1,9280,19,2869,12,2,256.0,256.0,256.0,256.0,39,1445,15091,4
2024-07-12 08:03:34,724,0,1,9275,19,2889,12,2,256.0,256.0,256.0,256.0,39,1455,15196,4
2024-07-12 08:03:35,729,0,1,9270,19,2909,12,2,256.0,256.0,256.0,256.0,39,1465,15301,4
2024-07-12 08:03:36,734,0,1,9265,19,2929,12,2,256.0,256.0,256.0,256.0,39,1475,15406,4
2024-07-12 08:03:37,739,0,1,9260,19,2949,12,2,256.0,256.0,256.0,256.0,39,1485,15511,4
2024-07-12 08:03:38,744,0,1,9255,19,2969,12,2,256.0,256.0,256.0,256.0,39,1497,15637,4
2024-07-12 08:03:39,749,0,1,9250,19,2990,12,2,256.0,256.0,256.0,256.0,39,1505,15721,4
2024-07-12 08:03:40,754,0,1,9245,19,3009,12,2,256.0,256.0,256.0,256.0,39,1515,15826,4
2024-07-12 08:03:41,759,0,1,9240,19,3029,12,2,256.0,256.0,256.0,256.0,39,1525,15931,4
2024-07-12 08:03:42,764,0,1,9235,19,3049,12,2,256.0,256.0,256.0,256.0,39,1535,16036,4
2024-07-12 08:03:43,768,0,2,9230,19,3069,12,2,256.0,256.0,256.0,256.0,39,1545,16141,4
2024-07-12 08:03:44,773,0,2,9225,19,3089,12,2,256.0,256.0,256.0,256.0,39,1554,16245,4
2024-07-12 08:03:45,778,0,2,9220,19,3109,12,2,256.0,256.0,256.0,256.0,39,1564,16350,4
2024-07-12 08:03:46,783,0,2,9215,19,3128,12,2,256.0,256.0,256.0,256.0,39,1574,16455,4
2024-07-12 08:03:47,788,0,2,9210,19,3149,12,2,256.0,256.0,256.0,256.0,39,1584,16560,4
2024-07-12 08:03:48,793,0,2,9205,19,3169,12,2,256.0,256.0,256.0,256.0,39,1595,16686,4
2024-07-12 08:03:49,798,0,2,9200,19,3189,12,2,256.0,256.0,256.0,256.0,39,1606,16791,4
2024-07-12 08:03:50,803,0,2,9195,19,3209,12,2,256.0,256.0,256.0,256.0,39,1616,16896,4
2024-07-12 08:03:51,808,0,2,9190,19,3229,12,2,256.0,256.0,256.0,256.0,39,1626,17001,4
2024-07-12 08:03:52,812,0,3,9185,19,3249,12,2,256.0,256.0,256.0,256.0,39,1635,17105,4
2024-07-12 08:03:53,817,0,3,9180,19,3269,12,2,256.0,256.0,256.0,256.0,39,1643,17189,4
2024-07-12 08:03:54,822,0,3,9175,19,3288,12,2,256.0,256.0,256.0,256.0,39,1653,17294,4
2024-07-12 08:03:55,827,0,3,9170,19,3308,12,2,256.0,256.0,256.0,256.0,39,1663,17399,4
2024-07-12 08:03:56,832,0,3,9165,19,3325,12,2,256.0,256.0,256.0,256.0,39,1673,17524,4
2024-07-12 08:03:57,837,0,3,9160,19,3348,12,2,256.0,256.0,256.0,256.0,39,1683,17609,4
2024-07-12 08:03:58,842,0,3,9155,19,3368,12,2,256.0,256.0,256.0,256.0,39,1695,17735,4
2024-07-12 08:03:59,847,0,3,9150,19,3389,12,2,256.0,256.0,256.0,256.0,39,1703,17819,4
2024-07-12 08:04:00,852,0,3,9145,19,3408,12,2,256.0,256.0,256.0,256.0,39,1713,17924,4
2024-07-12 08:04:01,857,0,3,9140,19,3428,12,2,256.0,256.0,256.0,256.0,39,1723,18029,4
2024-07-12 08:04:02,862,0,3,9135,19,3448,12,2,256.0,256.0,256.0,256.0,39,1733,18134,4
2024-07-12 08:04:03,867,0,3,9130,19,3468,12,2,256.0,256.0,256.0,256.0,39,1743,18239,4
2024-07-12 08:04:04,872,0,3,9125,19,3488,12,2,256.0,256.0,256.0,256.0,39,1753,18344,4
2024-07-12 08:04:05,877,0,3,9120,19,3508,12,2,256.0,256.0,256.0,256.0,39,1763,18449,4
2024-07-12 08:04:06,882,0,3,9115,19,3528,12,2,256.0,256.0,256.0,256.0,39,1775,18575,4
2024-07-12 08:04:07,887,0,3,9110,19,3549,12,2,256.0,256.0,256.0,256.0,39,1783,18659,4
2024-07-12 08:04:08,892,0,3,9105,19,3568,12,2,256.0,256.0,256.0,256.0,39,1793,18764,4
2024-07-12 08:04:09,897,0,3,9100,19,3585,12,2,256.0,256.0,256.0,256.0,39,1803,18869,4
2024-07-12 08:04:10,902,0,3,9095,19,3605,12,2,256.0,256.0,256.0,256.0,39,1813,18974,4
2024-07-12 08:04:11,907,0,3,9090,19,3625,12,2,256.0,256.0,256.0,256.0,39,1823,19079,4
2024-07-12 08:04:12,912,0,3,9085,19,3648,12,2,256.0,256.0,256.0,256.0,39,1833,19184,4
2024-07-12 08:04:13,917,0,3,9080,19,3665,12,2,256.0,256.0,256.0,256.0,39,1843,19289,4
2024-07-12 08:04:14,922,0,3,9075,19,3685,12,2,256.0,256.0,256.0,256.0,39,1853,19394,4
2024-07-12 08:04:15,927,0,3,9070,19,3708,12,2,256.0,256.0,256.0,256.0,39,1863,19499,4
2024-07-12 08:04:16,932,0,3,9065,19,3728,12,2,256.0,256.0,256.0,256.0,39,1873,19604,4
2024-07-12 08:04:17,937,0,3,9060,19,3748,12,2,256.0,256.0,256.0,256.0,39,1883,19709,4
2024-07-12 08:04:18,942,0,3,9055,19,3768,12,2,256.0,256.0,256.0,256.0,39,1893,19814,4
2024-07-12 08:04:19,947,0,3,9050,19,3788,12,2,256.0,256.0,256.0,256.0,39,1903,19919,4
2024-07-12 08:04:20,952,0,3,9045,19,3808,12,2,256.0,256.0,256.0,256.0,39,1913,20024,4
2024-07-12 08:04:21,957,0,3,9040,19,3828,12,2,256.0,256.0,256.0,256.0,39,1923,20129,4
2024-07-12 08:04:22,962,0,3,9035,19,3848,12,2,256.0,256.0,256.0,256.0,39,1933,20234,4
2024-07-12 08:04:23,967,0,3,9030,19,3868,12,2,256.0,256.0,256.0,256.0,39,1943,20339,4
2024-07-12 08:04:24,972,0,3,9025,19,3888,12,2,256.0,256.0,256.0,256.0,39,1953,20444,4
2024-07-12 08:04:25,977,0,3,9020,19,3908,12,2,256.0,256.0,256.0,256.0,39,1963,20549,4
2024-07-12 08:04:26,982,0,3,9015,19,3925,12,2,256.0,256.0,256.0,256.0,39,1973,20654,4
2024-07-12 08:04:27,987,0,3,9010,19,3948,12,2,256.0,256.0,256.0,256.0,39,1983,20759,4
2024-07-12 08:04:28,992,0,3,9005,19,3965,12,2,256.0,256.0,256.0,256.0,39,1993,20864,4
2024-07-12 08:04:29,997,0,3,9000,19,3988,12,2,256.0,256.0,256.0,256.0,39,2003,20989,4
2024-07-12 08:04:30,1002,0,3,8995,19,4008,12,2,256.0,256.0,256.0,256.0,39,2013,21074,4
2024-07-12 08:04:31,1007,0,3,8990,19,4028,12,2,256.0,256.0,256.0,256.0,39,2023,21179,4
2024-07-12 08:04:32,1012,0,3,8985,19,4048,12,2,256.0,256.0,256.0,256.0,39,2033,21305,4
2024-07-12 08:04:33,1017,0,3,8980,19,4068,12,2,256.0,256.0,256.0,256.0,39,2043,21389,4
2024-07-12 08:04:34,1022,0,3,8975,19,4088,12,2,256.0,256.0,256.0,256.0,39,2053,21494,4
2024-07-12 08:04:35,1027,0,3,8970,19,4108,12,2,256.0,256.0,256.0,256.0,39,2063,21599,4
2024-07-12 08:04:36,1032,0,3,8965,19,4128,12,2,256.0,256.0,256.0,256.0,39,2074,21725,4
2024-07-12 08:04:37,1037,0,3,8960,19,4149,12,2,256.0,256.0,256.0,256.0,39,2083,21809,4
2024-07-12 08:04:38,1042,0,3,8955,19,4168,12,2,256.0,256.0,256.0,256.0,39,2093,21914,4
2024-07-12 08:04:39,1047,0,3,8950,19,4188,12,2,256.0,256.0,256.0,256.0,39,2103,22019,4
2024-07-12 08:04:40,1052,0,3,8945,19,4208,12,2,256.0,256.0,256.0,256.0,39,2113,22124,4
2024-07-12 08:04:41,1057,0,3,8940,19,4228,12,2,256.0,256.0,256.0,256.0,39,2123,22229,4
2024-07-12 08:04:42,1062,0,3,8935,19,4248,12,2,256.0,256.0,256.0,256.0,39,2133,22334,4
2024-07-12 08:04:43,1067,0,3,8930,19,4268,12,2,256.0,256.0,256.0,256.0,39,2143,22439,4
2024-07-12 08:04:44,1072,0,3,8925,19,4285,12,2,256.0,256.0,256.0,256.0,39,2153,22544,4
2024-07-12 08:04:45,1077,0,3,8920,19,4305,12,2,256.0,256.0,256.0,256.0,39,2163,22649,4
2024-07-12 08:04:46,1082,0,3,8915,19,4325,12,2,256.0,256.0,256.0,256.0,39,2173,22754,4
2024-07-12 08:04:47,1087,0,3,8910,19,4345,12,2,256.0,256.0,256.0,256.0,39,2183,22859,4
2024-07-12 08:04:48,1092,0,3,8905,19,4365,12,2,256.0,256.0,256.0,256.0,39,2193,22964,4
2024-07-12 08:04:49,1097,0,3,8900,19,4385,12,2,256.0,256.0,256.0,256.0,39,2203,23069,4
2024-07-12 08:04:50,1102,0,3,8895,19,4405,12,2,256.0,256.0,256.0,256.0,39,2213,23174,4
2024-07-12 08:04:51,1107,0,3,8890,19,4425,12,2,256.0,256.0,256.0,256.0,39,2223,23279,4
2024-07-12 08:04:52,1112,0,3,8885,19,4445,12,2,256.0,256.0,256.0,256.0,39,2233,23384,4
2024-07-12 08:04:53,1117,0,3,8880,19,4465,12,2,256.0,256.0,256.0,256.0,39,2243,23489,4
2024-07-12 08:04:54,1122,0,3,8875,19,4485,12,2,256.0,256.0,256.0,256.0,39,2253,23594,4
2024-07-12 08:04:55,1127,0,3,8870,19,4505,12,2,256.0,256.0,256.0,256.0,39,2263,23699,4
2024-07-12 08:04:56,1132,0,3,8865,19,4528,12,2,256.0,256.0,256.0,256.0,39,2273,23804,4
2024-07-12 08:04:57,1137,0,3,8860,19,4545,12,2,256.0,256.0,256.0,256.0,39,2283,23929,4
2024-07-12 08:04:58,1142,0,3,8855,19,4568,12,2,256.0,256.0,256.0,256.0,39,2293,24014,4
2024-07-12 08:04:59,1147,0,3,8850,19,4585,12,2,256.0,256.0,256.0,256.0,39,2303,24119,4
2024-07-12 08:05:00,1152,0,3,8845,19,4605,12,2,256.0,256.0,256.0,256.0,39,2313,24224,4
2024-07-12 08:05:01,1157,0,3,8840,19,4625,12,2,256.0,256.0,256.0,256.0,39,2323,24329,4
2024-07-12 08:05:02,1162,0,3,8835,19,4645,12,2,256.0,256.0,256.0,256.0,39,2333,24434,4
2024-07-12 08:05:03,1167,0,3,8830,19,4665,12,2,256.0,256.0,256.0,256.0,39,2343,24539,4
2024-07-12 08:05:04,1172,0,3,8825,19,4685,12,2,256.0,256.0,256.0,256.0,39,2355,24665,4
2024-07-12 08:05:05,1177,0,3,8820,19,4709,12,2,256.0,256.0,256.0,256.0,39,2363,24749,4
2024-07-12 08:05:06,1182,0,3,8815,19,4725,12,2,256.0,256.0,256.0,256.0,39,2373,24854,4
2024-07-12 08:05:07,1187,0,3,8810,19,4745,12,2,256.0,256.0,256.0,256.0,39,2383,24959,4
2024-07-12 08:05:08,1192,0,3,8805,19,4765,12,2,256.0,256.0,256.0,256.0,39,2393,25064,4
2024-07-12 08:05:09,1197,0,3,8800,19,4788,12,2,256.0,256.0,256.0,256.0,39,2403,25189,4
2024-07-12 08:05:10,1202,0,3,8795,19,4808,12,2,256.0,256.0,256.0,256.0,39,2413,25274,4
2024-07-12 08:05:11,1207,0,3,8790,19,4828,12,2,256.0,256.0,256.0,256.0,39,2423,25391,4
2024-07-12 08:05:12,1212,0,3,8785,19,4848,12,2,256.0,256.0,256.0,256.0,39,2433,25484,4
2024-07-12 08:05:13,1217,0,3,8780,19,4868,12,2,256.0,256.0,256.0,256.0,39,2443,25609,4
2024-07-12 08:05:14,1222,0,3,8775,19,4888,12,2,256.0,256.0,256.0,256.0,39,2453,25694,4
2024-07-12 08:05:15,1227,0,3,8770,19,4908,12,2,256.0,256.0,256.0,256.0,39,2463,25799,4
2024-07-12 08:05:16,1232,0,3,8765,19,4928,12,2,256.0,256.0,256.0,256.0,39,2473,25904,4
2024-07-12 08:05:17,1237,0,3,8760,19,4948,12,2,256.0,256.0,256.0,256.0,39,2483,26009,4
2024-07-12 08:05:18,1242,0,3,8755,19,4968,12,2,256.0,256.0,256.0,256.0,39,2493,26114,4
2024-07-12 08:05:19,1247,0,3,8750,19,4988,12,2,256.0,256.0,256.0,256.0,39,2503,26219,4
2024-07-12 08:05:20,1252,0,3,8745,19,5005,12,2,256.0,256.0,256.0,256.0,39,2513,26324,4
2024-07-12 08:05:21,1257,0,3,8740,19,5028,12,2,256.0,256.0,256.0,256.0,39,2523,26429,4
2024-07-12 08:05:22,1262,0,3,8735,19,5045,12,2,256.0,256.0,256.0,256.0,39,2533,26534,4
2024-07-12 08:05:23,1267,0,3,8730,19,5065,12,2,256.0,256.0,256.0,256.0,39,2543,26639,4
