,,,,,globalP,globalP,globalP,globalP,globalP,globalP,packetP,packetP,packetP,packetP,packetP,packetP,sessionP,sessionP,sessionP,sessionP,sessionP,sessionP,transactionP,transactionP,transactionP,transactionP,transactionP,transactionP
,subscriber_count_Connected,subscriber_count_Idle,subscriber_count_Pending,subscriber_count_Unregistered,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_globalP_udm,phoenix_memory_cm_used_chunk_count_cm_globalP_udm,phoenix_memory_pool_create_count_cm_globalP_udm,phoenix_memory_pool_destroy_count_cm_globalP_udm,total_allocated_memory_globalP_udm,chunk_create_count_minus_destroy_count_cm_globalP_udm,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_packetP_udm,phoenix_memory_cm_used_chunk_count_cm_packetP_udm,phoenix_memory_pool_create_count_cm_packetP_udm,phoenix_memory_pool_destroy_count_cm_packetP_udm,total_allocated_memory_packetP_udm,chunk_create_count_minus_destroy_count_cm_packetP_udm,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_sessionP_udm,phoenix_memory_cm_used_chunk_count_cm_sessionP_udm,phoenix_memory_pool_create_count_cm_sessionP_udm,phoenix_memory_pool_destroy_count_cm_sessionP_udm,total_allocated_memory_sessionP_udm,chunk_create_count_minus_destroy_count_cm_sessionP_udm,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_transactionP_udm,phoenix_memory_cm_used_chunk_count_cm_transactionP_udm,phoenix_memory_pool_create_count_cm_transactionP_udm,phoenix_memory_pool_destroy_count_cm_transactionP_udm,total_allocated_memory_transactionP_udm,chunk_create_count_minus_destroy_count_cm_transactionP_udm
timestamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-24 08:39:03,0,0,0,10000,6,28,28,0,16.0,28,11,6,979,973,16.0,6,1,0,1,1,16.0,0,1,4,104,100,16.0,4
2024-06-24 08:39:04,1,0,0,9999,6,28,28,0,16.0,28,11,6,989,983,16.0,6,1,0,2,2,16.0,0,2,4,112,108,16.0,4
2024-06-24 08:39:05,2,0,0,9998,6,28,28,0,16.0,28,11,6,999,993,16.0,6,1,0,3,3,16.0,0,2,4,120,116,16.0,4
2024-06-24 08:39:06,3,0,0,9997,6,28,28,0,16.0,28,11,6,1010,1004,16.0,6,1,0,4,4,16.0,0,2,4,128,124,16.0,4
2024-06-24 08:39:07,4,0,0,9996,6,28,28,0,16.0,28,11,6,1021,1015,16.0,6,1,0,5,5,16.0,0,2,4,136,132,16.0,4
2024-06-24 08:39:08,5,0,0,9995,6,28,28,0,16.0,28,11,6,1032,1026,16.0,6,1,0,6,6,16.0,0,2,4,144,140,16.0,4
2024-06-24 08:39:09,6,0,0,9994,6,28,28,0,16.0,28,11,6,1043,1037,16.0,6,1,0,7,7,16.0,0,2,4,152,148,16.0,4
2024-06-24 08:39:10,7,0,0,9993,6,28,28,0,16.0,28,11,6,1054,1048,16.0,6,1,0,8,8,16.0,0,2,4,160,156,16.0,4
2024-06-24 08:39:11,8,0,0,9992,6,28,28,0,16.0,28,11,6,1065,1059,16.0,6,1,0,9,9,16.0,0,2,4,168,164,16.0,4
2024-06-24 08:39:12,9,0,0,9991,6,28,28,0,16.0,28,12,6,1077,1071,16.0,6,1,0,10,10,16.0,0,2,4,176,172,16.0,4
2024-06-24 08:39:13,10,0,0,9990,6,28,28,0,16.0,28,12,6,1089,1083,16.0,6,1,0,11,11,16.0,0,2,4,184,180,16.0,4
2024-06-24 08:39:14,11,0,0,9989,6,28,28,0,16.0,28,12,6,1101,1095,16.0,6,1,0,12,12,16.0,0,2,4,192,188,16.0,4
2024-06-24 08:39:15,12,0,0,9988,6,28,28,0,16.0,28,12,6,1113,1107,16.0,6,1,0,13,13,16.0,0,2,4,200,196,16.0,4
