timestamp,subscriber_count_Connected,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_globalP_amf,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_packetP_amf,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_sessionP_amf,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_transactionP_amf,total_allocated_memory_globalP_amf,total_allocated_memory_packetP_amf,total_allocated_memory_sessionP_amf,total_allocated_memory_transactionP_amf,chunk_create_count_minus_destroy_count_cm_globalP_amf,chunk_create_count_minus_destroy_count_cm_packetP_amf,chunk_create_count_minus_destroy_count_cm_sessionP_amf,chunk_create_count_minus_destroy_count_cm_transactionP_amf
2024-07-17 10:08:11,0,6,17,2,3,256.0,256.0,256.0,256.0,36,8,18,8
2024-07-17 10:08:12,0,6,17,2,3,256.0,256.0,256.0,256.0,36,8,18,8
2024-07-17 10:08:13,1,6,17,2,5,256.0,256.0,256.0,256.0,36,15,19,9
2024-07-17 10:08:14,2,6,20,2,5,256.0,256.0,256.0,256.0,36,22,20,10
2024-07-17 10:08:15,3,6,23,2,5,256.0,256.0,256.0,256.0,36,29,21,11
2024-07-17 10:08:16,4,6,26,2,5,256.0,256.0,256.0,256.0,36,36,22,12
2024-07-17 10:08:17,5,6,29,2,5,256.0,256.0,256.0,256.0,36,43,23,13
2024-07-17 10:08:18,6,6,32,2,5,256.0,256.0,256.0,256.0,36,50,24,14
2024-07-17 10:08:19,7,6,35,2,5,256.0,256.0,256.0,256.0,36,57,25,15
2024-07-17 10:08:20,8,6,38,2,5,256.0,256.0,256.0,256.0,36,64,26,16
2024-07-17 10:08:21,9,6,41,2,5,256.0,256.0,256.0,256.0,36,71,27,17
2024-07-17 10:08:22,10,6,44,2,5,256.0,256.0,256.0,256.0,36,78,28,18
2024-07-17 10:08:23,11,6,47,2,5,256.0,256.0,256.0,256.0,36,85,29,19
2024-07-17 10:08:24,12,6,50,2,5,256.0,256.0,256.0,256.0,36,92,30,20
2024-07-17 10:08:25,13,6,53,2,5,256.0,256.0,256.0,256.0,36,99,31,21
2024-07-17 10:08:26,14,6,56,2,5,256.0,256.0,256.0,256.0,36,106,32,22
2024-07-17 10:08:27,15,6,59,2,5,256.0,256.0,256.0,256.0,36,113,33,23
2024-07-17 10:08:28,16,6,62,2,5,256.0,256.0,256.0,256.0,36,120,34,24
2024-07-17 10:08:29,17,6,65,2,5,256.0,256.0,256.0,256.0,36,127,35,25
2024-07-17 10:08:30,18,6,68,2,5,256.0,256.0,256.0,256.0,36,134,36,26
2024-07-17 10:08:31,19,6,71,2,5,256.0,256.0,256.0,256.0,36,141,37,27
2024-07-17 10:08:32,20,6,74,2,5,256.0,256.0,256.0,256.0,36,148,38,28
2024-07-17 10:08:33,21,6,77,2,5,256.0,256.0,256.0,256.0,36,155,39,29
2024-07-17 10:08:34,22,6,80,2,5,256.0,256.0,256.0,256.0,36,162,40,30
2024-07-17 10:08:35,23,6,83,2,5,256.0,256.0,256.0,256.0,36,169,41,31
2024-07-17 10:08:36,24,6,86,2,5,256.0,256.0,256.0,256.0,36,176,42,32
2024-07-17 10:08:37,25,6,89,2,5,256.0,256.0,256.0,256.0,36,183,43,33
2024-07-17 10:08:38,26,6,92,2,5,256.0,256.0,256.0,256.0,36,190,44,34
2024-07-17 10:08:39,27,6,95,2,5,256.0,256.0,256.0,256.0,36,197,45,35
2024-07-17 10:08:40,28,6,98,2,5,256.0,256.0,256.0,256.0,36,204,46,36
2024-07-17 10:08:41,29,6,101,2,5,256.0,256.0,256.0,256.0,36,211,47,37
2024-07-17 10:08:42,30,6,104,2,5,256.0,256.0,256.0,256.0,36,218,48,38
2024-07-17 10:08:43,31,6,107,2,5,256.0,256.0,256.0,256.0,36,225,49,39
2024-07-17 10:08:44,32,6,110,2,5,256.0,256.0,256.0,256.0,36,232,50,40
2024-07-17 10:08:45,33,6,113,2,5,256.0,256.0,256.0,256.0,36,239,51,41
2024-07-17 10:08:46,34,6,116,2,5,256.0,256.0,256.0,256.0,36,246,52,42
2024-07-17 10:08:47,35,6,119,2,5,256.0,256.0,256.0,256.0,36,253,53,43
2024-07-17 10:08:48,36,6,122,2,5,256.0,256.0,256.0,256.0,36,260,54,44
2024-07-17 10:08:49,37,6,125,2,5,256.0,256.0,256.0,256.0,36,267,55,45
2024-07-17 10:08:50,38,6,128,2,5,256.0,256.0,256.0,256.0,36,274,56,46
2024-07-17 10:08:51,39,6,131,2,5,256.0,256.0,256.0,256.0,36,281,57,47
2024-07-17 10:08:52,40,6,134,2,5,256.0,256.0,256.0,256.0,36,288,58,48
2024-07-17 10:08:53,39,6,137,2,5,256.0,256.0,256.0,256.0,36,286,58,48
