timestamp,http_client_request_count_amf,http_client_response_count_amf,http_server_request_count_amf,cpu_amf_system,cpu_amf_user,subscriber_count_Connected,subscriber_count_Idle,subscriber_count_Pending,subscriber_count_Unregistered,phoenix_memory_used_cm_globalP_amf,phoenix_memory_used_cm_packetP_amf,phoenix_memory_used_cm_sessionP_amf,phoenix_memory_used_cm_transactionP_amf
2024-02-19 07:10:30,7,7,3,0.02,0.01,0,0,0,10000,37685,0,5184,592
2024-02-19 07:10:31,13,13,3,0.02,0.02,3,0,0,9997,38069,1890,6934,928
2024-02-19 07:10:32,43,43,3,0.03,0.05,13,0,0,9987,39989,11340,15684,2608
2024-02-19 07:10:33,73,73,3,0.05,0.07999999999999999,23,0,0,9977,41909,20790,24434,4288
2024-02-19 07:10:34,103,103,3,0.06000000000000001,0.1,33,0,0,9967,43829,30240,33184,5968
2024-02-19 07:10:35,133,133,3,0.07,0.12,43,0,0,9957,45749,39690,41934,7648
2024-02-19 07:10:36,163,163,3,0.09000000000000001,0.15,53,0,0,9947,47669,49140,50684,9328
2024-02-19 07:10:37,193,193,3,0.09000000000000001,0.18,63,0,0,9937,49589,58590,59434,11008
2024-02-19 07:10:38,223,223,3,0.11,0.2,73,0,0,9927,51509,68040,68184,12688
2024-02-19 07:10:39,253,253,3,0.12,0.23,83,0,0,9917,53429,77490,76934,14368
2024-02-19 07:10:40,283,283,3,0.14,0.25,93,0,0,9907,55349,86940,85684,16048
2024-02-19 07:10:41,313,313,3,0.15000000000000002,0.29,103,0,0,9897,57269,96390,94434,17728
2024-02-19 07:10:42,343,343,3,0.17,0.31,113,0,0,9887,59189,105840,103184,19408
2024-02-19 07:10:43,373,373,3,0.19000000000000006,0.33,123,0,0,9877,61109,115290,111934,21088
2024-02-19 07:10:44,403,403,3,0.2,0.36,133,0,0,9867,63029,124740,120684,22768
2024-02-19 07:10:45,433,433,3,0.23,0.38,143,0,0,9857,64949,134190,129434,24448
2024-02-19 07:10:46,463,463,3,0.24,0.4,153,0,0,9847,66869,143640,138184,26128
2024-02-19 07:10:47,493,493,3,0.25,0.43,163,0,0,9837,68789,153090,146934,27808
2024-02-19 07:10:48,523,523,3,0.27,0.46,173,0,0,9827,70709,162540,155684,29488
2024-02-19 07:10:49,553,553,3,0.3,0.49,183,0,0,9817,72629,171990,164434,31168
2024-02-19 07:10:50,583,583,3,0.33,0.52,193,0,0,9807,74549,181440,173184,32848
2024-02-19 07:10:51,613,613,3,0.34,0.54,203,0,0,9797,76469,190890,181934,34528
2024-02-19 07:10:52,643,643,3,0.35,0.59,213,0,0,9787,78389,200340,190684,36208
2024-02-19 07:10:53,673,673,3,0.36,0.63,223,0,0,9777,80309,209790,199434,37888
2024-02-19 07:10:54,703,703,3,0.39,0.66,233,0,0,9767,82229,219240,208184,39568
2024-02-19 07:10:55,733,733,3,0.41,0.69,243,0,0,9757,84149,228690,216934,41248
2024-02-19 07:10:56,763,763,3,0.43,0.73,253,0,0,9747,86069,238140,225684,42928
2024-02-19 07:10:57,793,793,3,0.45,0.78,263,0,0,9737,87989,247590,234434,44608
2024-02-19 07:10:58,823,823,3,0.46,0.82,273,0,0,9727,89909,257040,243184,46288
2024-02-19 07:10:59,853,853,3,0.48,0.86,283,0,0,9717,91829,266490,251934,47968
2024-02-19 07:11:00,883,883,3,0.51,0.88,293,0,0,9707,93749,275940,260684,49648
2024-02-19 07:11:01,913,913,3,0.54,0.91,303,0,0,9697,95669,285390,269434,51328
2024-02-19 07:11:02,943,943,3,0.5599999999999999,0.96,313,0,0,9687,97589,294840,278184,53008
2024-02-19 07:11:03,973,973,3,0.59,0.98,323,0,0,9677,99509,304290,286934,54688
2024-02-19 07:11:04,1003,1003,3,0.61,1.03,333,0,0,9667,101429,313740,295684,56368
2024-02-19 07:11:05,1033,1033,3,0.63,1.08,343,0,0,9657,103349,323190,304434,58048
2024-02-19 07:11:06,1063,1063,3,0.65,1.13,353,0,0,9647,105269,332640,313184,59728
2024-02-19 07:11:07,1093,1093,3,0.69,1.15,363,0,0,9637,107189,342090,321934,61408
2024-02-19 07:11:08,1123,1123,3,0.71,1.19,373,0,0,9627,109109,351540,330684,63088
2024-02-19 07:11:09,1153,1153,3,0.73,1.24,383,0,0,9617,111029,360990,339434,64768
2024-02-19 07:11:10,1183,1183,3,0.75,1.29,393,0,0,9607,112949,370440,348184,66448
2024-02-19 07:11:11,1213,1213,3,0.78,1.34,403,0,0,9597,114869,379890,356934,68128
2024-02-19 07:11:12,1243,1243,3,0.82,1.38,413,0,0,9587,116789,389340,365684,69808
2024-02-19 07:11:13,1273,1273,3,0.83,1.4,423,0,0,9577,118709,398790,374434,71488
2024-02-19 07:11:14,1303,1303,3,0.85,1.43,433,0,0,9567,120629,408240,383184,73168
2024-02-19 07:11:15,1333,1333,3,0.86,1.47,443,0,0,9557,122549,417690,391934,74848
2024-02-19 07:11:16,1363,1363,3,0.88,1.53,453,0,0,9547,124469,427140,400684,76528
2024-02-19 07:11:17,1393,1393,3,0.92,1.58,463,0,0,9537,126389,436590,409434,78208
2024-02-19 07:11:18,1423,1423,3,0.95,1.64,473,0,0,9527,128309,446040,418184,79888
2024-02-19 07:11:19,1453,1453,3,0.99,1.7,483,0,0,9517,130229,455490,426934,81568
2024-02-19 07:11:20,1483,1483,3,1.03,1.73,493,0,0,9507,132149,464940,435684,83248
