timestamp,http_client_request_count_amf,http_client_response_count_amf,http_server_request_count_amf,cpu_amf_system,cpu_amf_user,subscriber_count_Connected,subscriber_count_Idle,subscriber_count_Pending,subscriber_count_Unregistered,phoenix_memory_used_cm_globalP_amf,phoenix_memory_used_cm_packetP_amf,phoenix_memory_used_cm_sessionP_amf,phoenix_memory_used_cm_transactionP_amf
2024-02-19 07:24:08,7,7,3,0.0,0.01,0,0,0,10000,37684,0,5184,592
2024-02-19 07:24:09,76,76,3,0.009999999999999998,0.04,30,0,0,9970,42100,21735,25309,4456
2024-02-19 07:24:10,226,226,3,0.04,0.1,80,0,0,9920,51700,68985,69059,12856
2024-02-19 07:24:11,376,376,3,0.09,0.15000000000000002,130,0,0,9870,61300,116235,112809,21256
2024-02-19 07:24:12,526,525,3,0.13,0.21,180,0,0,9820,70836,163396,157198,32677
2024-02-19 07:24:13,676,676,3,0.17,0.29000000000000004,230,0,0,9770,80500,210735,200309,38056
2024-02-19 07:24:14,826,826,3,0.22,0.35000000000000003,280,0,0,9720,90100,257985,244059,46456
2024-02-19 07:24:15,976,976,3,0.28,0.42,330,0,0,9670,99700,305235,287809,54856
2024-02-19 07:24:16,1126,1126,3,0.3200000000000001,0.4900000000000001,380,0,0,9620,109300,352485,331559,63256
2024-02-19 07:24:17,1276,1276,3,0.3700000000000001,0.5700000000000001,430,0,0,9570,118900,399735,375309,71656
2024-02-19 07:24:18,1426,1426,3,0.4300000000000001,0.6400000000000001,480,0,0,9520,128500,446985,419059,80056
