timestamp,http_client_request_count_amf,http_client_response_count_amf,http_server_request_count_amf,cpu_amf_system,cpu_amf_user,subscriber_count_Connected,subscriber_count_Idle,subscriber_count_Pending,subscriber_count_Unregistered,phoenix_memory_used_cm_globalP_amf,phoenix_memory_used_cm_packetP_amf,phoenix_memory_used_cm_sessionP_amf,phoenix_memory_used_cm_transactionP_amf
2024-02-19 07:30:44,7,7,3,0.01,0.0,0,0,0,10000,37685,0,5184,592
2024-02-19 07:30:45,20,19,3,0.01,0.009999999999999998,10,0,0,9990,38453,3780,8684,4660
2024-02-19 07:30:46,140,139,3,0.04,0.06,50,0,0,9950,46133,42364,45183,12067
2024-02-19 07:30:47,260,259,3,0.09,0.09,90,0,1,9909,53813,80164,80183,18787
2024-02-19 07:30:48,380,379,3,0.12,0.13,130,0,0,9870,61493,117964,115183,25507
2024-02-19 07:30:49,500,499,3,0.16999999999999998,0.16,170,0,1,9829,69173,155764,150183,32227
2024-02-19 07:30:50,620,619,3,0.18,0.24,210,0,1,9789,76853,193564,185183,38947
2024-02-19 07:30:51,740,739,3,0.21,0.29000000000000004,250,0,1,9749,84533,231364,220183,45667
2024-02-19 07:30:52,860,859,3,0.24,0.35000000000000003,290,0,1,9709,92213,269164,255183,52387
2024-02-19 07:30:53,980,979,3,0.28,0.42,330,0,1,9669,99893,306964,290183,59107
2024-02-19 07:30:54,1100,1099,3,0.32,0.47,370,0,1,9629,107573,344764,325183,65827
2024-02-19 07:30:55,1220,1219,3,0.36,0.54,410,0,1,9589,115253,382564,360183,72547
2024-02-19 07:30:56,1341,1339,3,0.39,0.62,450,0,1,9549,122933,420364,395183,83350
2024-02-19 07:30:57,1460,1459,3,0.43,0.69,490,0,1,9509,130613,458164,430183,85987
2024-02-19 07:30:58,1580,1579,3,0.5,0.76,530,0,1,9469,138293,495964,465183,92707
2024-02-19 07:30:59,1700,1699,3,0.55,0.83,570,0,1,9429,145973,533764,500183,99427
2024-02-19 07:31:00,1820,1819,3,0.61,0.89,610,0,1,9389,153653,573777,535183,106147
2024-02-19 07:31:01,1940,1939,3,0.64,0.98,650,0,1,9349,161333,609364,570183,112867
2024-02-19 07:31:02,2062,2061,3,0.6799999999999999,1.07,690,0,1,9309,169109,647236,605198,118693
2024-02-19 07:31:03,2181,2180,3,0.75,1.13,730,0,1,9269,176725,684964,640183,126268
2024-02-19 07:31:04,2300,2299,3,0.8,1.23,770,0,1,9229,184373,722764,675183,133027
2024-02-19 07:31:05,2421,2419,3,0.84,1.35,810,0,1,9189,192053,760564,711682,143830
2024-02-19 07:31:06,2540,2539,3,0.89,1.48,850,0,1,9149,199733,798364,745183,146467
2024-02-19 07:31:07,2661,2659,3,0.95,1.57,889,0,2,9109,207413,836164,780183,153187
2024-02-19 07:31:08,2780,2778,3,1.01,1.68,929,0,2,9069,215029,873803,815168,159907
2024-02-19 07:31:09,2900,2898,3,1.08,1.77,969,0,2,9029,222709,910851,849308,166459
