timestamp,http_client_request_count_amf,http_client_response_count_amf,http_server_request_count_amf,cpu_amf_system,cpu_amf_user,subscriber_count_Connected,subscriber_count_Idle,subscriber_count_Pending,subscriber_count_Unregistered,phoenix_memory_used_cm_globalP_amf,phoenix_memory_used_cm_packetP_amf,phoenix_memory_used_cm_sessionP_amf,phoenix_memory_used_cm_transactionP_amf
2024-01-29 09:27:03,3496,3496,701,2.4,3.62,699,0,1,9300,283284,750940,615934,117856
2024-01-29 09:27:04,3546,3546,711,2.43,3.72,709,0,1,9290,286804,761700,624684,119536
2024-01-29 09:27:05,3596,3596,721,2.49,3.82,719,0,1,9280,290324,772460,633434,121216
2024-01-29 09:27:06,3646,3646,731,2.55,3.89,729,0,1,9270,293844,783220,642184,122896
2024-01-29 09:27:07,3696,3696,741,2.59,3.99,739,0,1,9260,297364,793980,650934,124576
2024-01-29 09:27:08,3746,3746,751,2.66,4.0600000000000005,749,0,1,9250,300884,804740,659684,126256
2024-01-29 09:27:09,3796,3796,761,2.68,4.1800000000000015,759,0,1,9240,304404,815500,668434,127936
2024-01-29 09:27:10,3846,3846,771,2.74,4.260000000000002,769,0,1,9230,307924,826260,677184,129616
2024-01-29 09:27:11,3896,3896,781,2.82,4.340000000000002,779,0,1,9220,311444,837020,685934,131296
2024-01-29 09:27:12,3946,3946,791,2.91,4.4300000000000015,789,0,1,9210,314964,847780,694684,132976
2024-01-29 09:27:13,3996,3996,801,2.98,4.510000000000002,799,0,1,9200,318484,858540,703434,134656
2024-01-29 09:27:14,4046,4046,811,3.04,4.61,809,0,1,9190,322004,869300,712184,136336
2024-01-29 09:27:15,4096,4096,821,3.11,4.69,819,0,1,9180,325524,880060,720934,138016
2024-01-29 09:27:16,4146,4146,831,3.18,4.78,829,0,1,9170,329044,890820,729684,139696
2024-01-29 09:27:17,4196,4196,841,3.25,4.87,839,0,1,9160,332564,901580,738434,141376
2024-01-29 09:27:18,4246,4246,851,3.3,4.960000000000001,849,0,1,9150,336084,912340,747184,143056
2024-01-29 09:27:19,4296,4296,861,3.36,5.07,859,0,1,9140,339604,923100,755934,144736
2024-01-29 09:27:20,4346,4346,871,3.42,5.16,869,0,1,9130,343124,933860,764684,146416
2024-01-29 09:27:21,4396,4396,881,3.5,5.23,879,0,1,9120,346644,944620,773434,148096
2024-01-29 09:27:22,4446,4446,891,3.54,5.32,889,0,1,9110,350164,955380,782184,149776
2024-01-29 09:27:23,4496,4496,901,3.59,5.4300000000000015,899,0,1,9100,353684,966140,790934,151456
2024-01-29 09:27:24,4546,4546,911,3.66,5.5200000000000005,909,0,1,9090,357204,976900,799684,153136
2024-01-29 09:27:25,4596,4596,921,3.74,5.630000000000001,919,0,1,9080,360724,987660,808434,154816
2024-01-29 09:27:26,4646,4646,931,3.8,5.73,929,0,1,9070,364244,998420,817184,156496
2024-01-29 09:27:27,4696,4696,941,3.89,5.840000000000002,939,0,1,9060,367764,1009180,825934,158176
2024-01-29 09:27:28,4746,4746,951,3.95,5.95,949,0,1,9050,371284,1019940,834684,159856
2024-01-29 09:27:29,4796,4796,961,4.02,6.03,959,0,1,9040,374804,1030700,843434,161536
2024-01-29 09:27:30,4846,4846,971,4.079999999999999,6.15,969,0,1,9030,378324,1041460,852184,163216
2024-01-29 09:27:31,4896,4896,981,4.18,6.25,979,0,1,9020,381844,1052220,860934,164896
2024-01-29 09:27:32,4946,4946,991,4.209999999999999,6.41,989,0,1,9010,385364,1062980,869684,166576
2024-01-29 09:27:33,4996,4996,1001,4.289999999999999,6.510000000000002,999,0,1,9000,388884,1073740,878434,168256
