timestamp,http_client_request_count_amf,http_client_response_count_amf,http_server_request_count_amf,cpu_amf_system,cpu_amf_user,subscriber_count_Connected,subscriber_count_Idle,subscriber_count_Pending,subscriber_count_Unregistered,phoenix_memory_used_cm_globalP_amf,phoenix_memory_used_cm_packetP_amf,phoenix_memory_used_cm_sessionP_amf,phoenix_memory_used_cm_transactionP_amf
2024-02-19 07:39:54,7,7,3,0.01,0.009999999999999998,0,0,0,10000,37685,0,5184,592
2024-02-19 07:39:55,106,106,3,0.02,0.05,48,0,1,9951,44021,31185,34059,6136
2024-02-19 07:39:56,406,406,3,0.11,0.21,148,0,0,9852,63221,125685,121559,22936
2024-02-19 07:39:57,706,706,3,0.18,0.31000000000000005,248,0,0,9752,82389,220185,209059,39736
2024-02-19 07:39:58,1007,1006,3,0.21,0.47,348,0,0,9652,101621,314685,298058,60619
2024-02-19 07:39:59,1307,1306,3,0.26,0.6000000000000001,448,0,0,9552,120821,409185,384059,77419
2024-02-19 07:40:00,1608,1606,3,0.34,0.7300000000000001,548,0,0,9452,140021,504469,473058,94219
2024-02-19 07:40:01,1907,1906,3,0.45,0.8500000000000001,648,0,0,9352,159221,598969,560558,111019
2024-02-19 07:40:02,2207,2206,3,0.54,0.96,748,0,0,9252,178421,692685,648058,127819
2024-02-19 07:40:03,2508,2506,3,0.61,1.11,848,0,0,9152,197621,787185,735558,148702
2024-02-19 07:40:04,2808,2806,3,0.66,1.28,948,0,0,9052,216821,881685,824557,165502
2024-02-19 07:40:05,3108,3106,3,0.74,1.45,1048,0,0,8952,236021,976969,912057,182302
2024-02-19 07:40:06,3408,3406,3,0.83,1.6,1148,0,0,8852,255221,1071469,1001056,203185
2024-02-19 07:40:07,3708,3706,3,0.92,1.78,1248,0,1,8751,274421,1165969,1088556,219985
2024-02-19 07:40:08,4008,4006,3,1.02,1.96,1348,0,0,8652,293621,1261253,1176056,236785
2024-02-19 07:40:09,4308,4306,3,1.09,2.19,1448,0,0,8552,312821,1358750,1263556,253585
2024-02-19 07:40:10,4608,4606,3,1.16,2.42,1548,0,0,8452,332021,1453250,1351056,270385
2024-02-19 07:40:11,4908,4906,3,1.25,2.66,1648,0,0,8352,351221,1547750,1438556,287185
2024-02-19 07:40:12,5208,5206,3,1.37,2.89,1748,0,0,8252,370389,1642250,1526056,303985
2024-02-19 07:40:13,5508,5506,3,1.47,3.16,1848,0,0,8152,389621,1736750,1613556,320785
2024-02-19 07:40:14,5808,5806,3,1.61,3.41,1948,0,0,8052,408789,1831250,1701056,337585
2024-02-19 07:40:15,6108,6106,3,1.7,3.75,2038,0,10,7952,428021,1925750,1788556,354385
2024-02-19 07:40:16,6408,6406,3,1.8,4.0600000000000005,2133,0,16,7851,447221,2020250,1876056,371185
