timestamp,http_client_request_count_amf,http_client_response_count_amf,http_server_request_count_amf,cpu_amf_system,cpu_amf_user,subscriber_count_Connected,subscriber_count_Idle,subscriber_count_Pending,subscriber_count_Unregistered,phoenix_memory_used_cm_globalP_amf,phoenix_memory_used_cm_packetP_amf,phoenix_memory_used_cm_sessionP_amf,phoenix_memory_used_cm_transactionP_amf
2024-02-19 07:00:26,7,7,3,0.15000000000000002,0.11,0,0,0,10000,37683,0,5184,592
2024-02-19 07:00:27,7,7,3,0.15000000000000002,0.11,0,0,0,10000,37683,0,5184,592
2024-02-19 07:00:28,10,10,3,0.16,0.11,1,0,0,9999,37875,945,6059,760
2024-02-19 07:00:29,13,13,3,0.16,0.11,2,0,0,9998,38067,1890,6934,928
2024-02-19 07:00:30,16,16,3,0.16,0.12,3,0,0,9997,38259,2835,7809,1096
2024-02-19 07:00:31,19,19,3,0.16,0.12,4,0,0,9996,38451,3780,8684,1264
2024-02-19 07:00:32,22,22,3,0.17,0.13,5,0,0,9995,38643,4725,9559,1432
2024-02-19 07:00:33,25,25,3,0.18000000000000002,0.13,6,0,0,9994,38835,5670,10434,1600
2024-02-19 07:00:34,28,28,3,0.18000000000000002,0.13,7,0,0,9993,39027,6615,11309,1768
2024-02-19 07:00:35,31,31,3,0.19,0.14,8,0,0,9992,39219,7560,12184,1936
2024-02-19 07:00:36,34,34,3,0.2,0.14,9,0,0,9991,39411,8505,13059,2104
2024-02-19 07:00:37,37,37,3,0.21,0.14,10,0,0,9990,39603,9450,13934,2272
2024-02-19 07:00:38,40,40,3,0.22,0.14,11,0,0,9989,39795,10395,14809,2440
2024-02-19 07:00:39,43,43,3,0.23,0.14,12,0,0,9988,39987,11340,15684,2608
2024-02-19 07:00:40,46,46,3,0.23,0.14,13,0,0,9987,40179,12285,16559,2776
2024-02-19 07:00:41,49,49,3,0.24,0.15,14,0,0,9986,40371,13230,17434,2944
2024-02-19 07:00:42,52,52,3,0.24,0.16,15,0,0,9985,40563,14175,18309,3112
2024-02-19 07:00:43,55,55,3,0.24,0.16,16,0,0,9984,40755,15120,19184,3280
2024-02-19 07:00:44,58,58,3,0.25,0.17,17,0,0,9983,40947,16065,20059,3448
2024-02-19 07:00:45,61,61,3,0.26,0.17,18,0,0,9982,41139,17010,20934,3616
2024-02-19 07:00:46,64,64,3,0.26,0.18,19,0,0,9981,41331,17955,21809,3784
2024-02-19 07:00:47,67,67,3,0.27,0.19,20,0,0,9980,41523,18900,22684,3952
2024-02-19 07:00:48,70,70,3,0.28,0.19,21,0,0,9979,41715,19845,23559,4120
2024-02-19 07:00:49,73,73,3,0.28,0.19,22,0,0,9978,41907,20790,24434,4288
2024-02-19 07:00:50,76,76,3,0.29,0.2,23,0,0,9977,42099,21735,25309,4456
2024-02-19 07:00:51,79,79,3,0.3,0.2,24,0,0,9976,42291,22680,26184,4624
2024-02-19 07:00:52,82,82,3,0.3,0.2,25,0,0,9975,42483,23625,27059,4792
2024-02-19 07:00:53,85,85,3,0.3,0.21,26,0,0,9974,42675,24570,27934,4960
2024-02-19 07:00:54,88,88,3,0.31,0.22,27,0,0,9973,42867,25515,28809,5128
2024-02-19 07:00:55,91,91,3,0.32,0.22,28,0,0,9972,43059,26460,29684,5296
2024-02-19 07:00:56,94,94,3,0.32,0.23,29,0,0,9971,43251,27405,30559,5464
2024-02-19 07:00:57,97,97,3,0.34,0.24,30,0,0,9970,43443,28350,31434,5632
2024-02-19 07:00:58,100,100,3,0.34,0.24,31,0,0,9969,43635,29295,32309,5800
2024-02-19 07:00:59,103,103,3,0.35,0.25,32,0,0,9968,43827,30240,33184,5968
2024-02-19 07:01:00,106,106,3,0.35,0.26,33,0,0,9967,44019,31185,34059,6136
2024-02-19 07:01:01,109,109,3,0.36,0.26,34,0,0,9966,44211,32130,34934,6304
2024-02-19 07:01:02,112,112,3,0.36,0.27,35,0,0,9965,44403,33075,35809,6472
2024-02-19 07:01:03,115,115,3,0.36,0.28,36,0,0,9964,44595,34020,36684,6640
2024-02-19 07:01:04,118,118,3,0.37,0.28,37,0,0,9963,44787,34965,37559,6808
2024-02-19 07:01:05,121,121,3,0.37,0.29,38,0,0,9962,44979,35910,38434,6976
2024-02-19 07:01:06,124,124,3,0.38,0.29,39,0,0,9961,45171,36855,39309,7144
2024-02-19 07:01:07,127,127,3,0.39,0.3,40,0,0,9960,45363,37800,40184,7312
2024-02-19 07:01:08,130,130,3,0.4,0.31,41,0,0,9959,45555,38745,41059,7480
2024-02-19 07:01:09,133,133,3,0.4,0.32,42,0,0,9958,45747,39690,41934,7648
2024-02-19 07:01:10,136,136,3,0.42,0.33,43,0,0,9957,45939,40635,42809,7816
2024-02-19 07:01:11,139,139,3,0.42,0.34,44,0,0,9956,46131,41580,43684,7984
2024-02-19 07:01:12,142,142,3,0.44,0.34,45,0,0,9955,46323,42525,44559,8152
2024-02-19 07:01:13,145,145,3,0.45,0.36,46,0,0,9954,46515,43470,45434,8320
2024-02-19 07:01:14,148,148,3,0.47,0.36,47,0,0,9953,46707,44415,46309,8488
