timestamp,http_client_request_count_amf,http_client_response_count_amf,http_server_request_count_amf,cpu_amf_system,cpu_amf_user,subscriber_count_Connected,subscriber_count_Idle,subscriber_count_Pending,subscriber_count_Unregistered,phoenix_memory_used_cm_globalP_amf,phoenix_memory_used_cm_packetP_amf,phoenix_memory_used_cm_sessionP_amf,phoenix_memory_used_cm_transactionP_amf
2024-02-19 13:24:54,3968,3968,1,135.04000000000002,174.84,63,0,1257,8680,291124,465546,1160184,222352
2024-02-19 13:24:55,3971,3971,1,135.08,174.91,64,0,1257,8679,291316,466491,1161059,222520
2024-02-19 13:24:56,3974,3974,1,135.12,175.0,65,0,1257,8678,291508,467436,1161934,222688
2024-02-19 13:24:57,3977,3977,1,135.16,175.08,66,0,1257,8677,291700,468381,1162809,222856
2024-02-19 13:24:58,3980,3980,1,135.21,175.13,67,0,1257,8676,291892,469326,1163684,223024
2024-02-19 13:24:59,3983,3983,1,135.24,175.2,68,0,1257,8675,292084,470271,1164559,223192
2024-02-19 13:25:00,3986,3986,1,135.27,175.27,69,0,1257,8674,292276,471216,1165434,223360
2024-02-19 13:25:01,3989,3989,1,135.33,175.32,70,0,1257,8673,292468,472161,1166309,223528
2024-02-19 13:25:02,3992,3992,1,135.36,175.4,71,0,1257,8672,292660,473106,1167184,223696
2024-02-19 13:25:03,3995,3995,1,135.41,175.46,72,0,1257,8671,292852,474051,1168059,223864
2024-02-19 13:25:04,3998,3998,1,135.45000000000002,175.52,73,0,1257,8670,293044,474996,1168934,224032
2024-02-19 13:25:05,3998,3998,1,135.51000000000002,175.57,72,0,1258,8670,293044,474996,1168934,224264
2024-02-19 13:25:06,3998,3998,1,135.54000000000002,175.63,72,0,1258,8670,293044,474996,1168934,224264
