timestamp,http_client_request_count_amf,http_client_response_count_amf,http_server_request_count_amf,cpu_amf_system,cpu_amf_user,subscriber_count_Connected,subscriber_count_Idle,subscriber_count_Pending,subscriber_count_Unregistered,phoenix_memory_used_cm_globalP_amf,phoenix_memory_used_cm_packetP_amf,phoenix_memory_used_cm_sessionP_amf,phoenix_memory_used_cm_transactionP_amf
2024-02-19 07:21:43,7,7,3,0.0,0.02,0,0,0,10000,37685,0,5184,592
2024-02-19 07:21:44,43,43,3,0.009999999999999998,0.03,16,0,0,9984,39989,11340,15684,2608
2024-02-19 07:21:45,133,133,3,0.02,0.07,46,0,0,9954,45749,39690,41934,7648
2024-02-19 07:21:46,223,223,3,0.04,0.11,76,0,0,9924,51509,68040,68184,12688
2024-02-19 07:21:47,313,313,3,0.05,0.15000000000000002,106,0,0,9894,57269,96390,94434,17728
2024-02-19 07:21:48,403,403,3,0.08,0.19000000000000006,136,0,0,9864,63029,124740,120684,22768
2024-02-19 07:21:49,493,493,3,0.11,0.22000000000000006,166,0,0,9834,68789,153090,146934,27808
2024-02-19 07:21:50,583,583,3,0.14,0.27,196,0,0,9804,74549,181440,173184,32848
2024-02-19 07:21:51,673,673,3,0.17,0.32,226,0,0,9774,80309,209790,199434,37888
2024-02-19 07:21:52,763,763,3,0.18000000000000002,0.39,256,0,0,9744,86069,238140,225684,42928
2024-02-19 07:21:53,853,853,3,0.21,0.42,286,0,0,9714,91829,266490,251934,47968
2024-02-19 07:21:54,941,939,3,0.23,0.48,316,0,0,9684,97301,294518,279432,60760
2024-02-19 07:21:55,1033,1033,3,0.26,0.53,346,0,0,9654,103349,323190,304434,58048
2024-02-19 07:21:56,1123,1123,3,0.3,0.57,376,0,0,9624,109109,351540,330684,63088
2024-02-19 07:21:57,1213,1213,3,0.34,0.62,406,0,0,9594,114869,379890,356934,68128
2024-02-19 07:21:58,1303,1303,3,0.38,0.6799999999999999,436,0,0,9564,120629,408240,383184,73168
2024-02-19 07:21:59,1393,1393,3,0.4,0.76,466,0,0,9534,126389,436590,409434,78208
