timestamp,http_client_request_count_amf,http_client_response_count_amf,http_server_request_count_amf,cpu_amf_system,cpu_amf_user,subscriber_count_Connected,subscriber_count_Idle,subscriber_count_Pending,subscriber_count_Unregistered,phoenix_memory_used_cm_globalP_amf,phoenix_memory_used_cm_packetP_amf,phoenix_memory_used_cm_sessionP_amf,phoenix_memory_used_cm_transactionP_amf
2024-02-19 07:37:49,7,7,3,0.02,0.02,0,0,0,10000,37684,0,5184,592
2024-02-19 07:37:50,7,7,3,0.02,0.02,0,0,1,9999,37684,0,5184,592
2024-02-19 07:37:51,265,265,3,0.06000000000000001,0.12,101,0,0,9899,54196,81270,80434,15040
2024-02-19 07:37:52,565,565,3,0.09,0.24,201,0,0,9799,73396,175770,167934,31840
2024-02-19 07:37:53,866,865,3,0.15,0.35,301,0,0,9699,92596,270270,255434,52723
2024-02-19 07:37:54,1166,1165,3,0.18,0.49,401,0,0,9599,111796,365554,344433,69523
2024-02-19 07:37:55,1466,1465,3,0.25,0.6,501,0,0,9499,130996,460054,431933,86323
2024-02-19 07:37:56,1766,1765,3,0.32,0.73,601,0,0,9399,150196,554554,519433,103123
2024-02-19 07:37:57,2066,2065,3,0.42,0.84,701,0,0,9299,169396,649054,606933,119923
2024-02-19 07:37:58,2367,2365,3,0.49,0.99,801,0,0,9199,188596,742770,694433,140806
2024-02-19 07:37:59,2667,2665,3,0.5599999999999999,1.15,901,0,0,9099,207796,837270,783432,157606
2024-02-19 07:38:00,2967,2965,3,0.62,1.33,1001,0,0,8999,226996,932554,870932,174406
2024-02-19 07:38:01,3267,3265,3,0.6799999999999999,1.5,1101,0,0,8899,246196,1027054,959931,195289
2024-02-19 07:38:02,3567,3565,3,0.75,1.68,1201,0,1,8798,265396,1122338,1047431,212089
2024-02-19 07:38:03,3867,3865,3,0.85,1.93,1301,0,0,8699,284596,1216838,1134931,228889
2024-02-19 07:38:04,4167,4165,3,0.95,2.12,1395,0,7,8598,303796,1314335,1222431,245689
2024-02-19 07:38:05,4467,4465,3,1.04,2.34,1501,0,1,8498,322996,1408835,1309931,262489
2024-02-19 07:38:06,4767,4765,3,1.15,2.59,1599,0,2,8399,342196,1503335,1397431,279289
2024-02-19 07:38:07,5067,5065,3,1.31,2.83,1701,0,1,8298,361396,1597835,1484931,296089
2024-02-19 07:38:08,5367,5365,3,1.44,3.07,1801,0,1,8198,380596,1692335,1572431,312889
2024-02-19 07:38:09,5667,5665,3,1.55,3.35,1901,0,1,8098,399796,1786835,1659931,329689
