timestamp,http_client_request_count_smf,http_client_response_count_smf,http_server_request_count_smf,cpu_smf_system,cpu_smf_user,process_memory_smf_proportionalResident,process_memory_smf_proportionalSwapped,process_memory_smf_resident,process_memory_smf_swapped,process_memory_smf_virtual,subscriber_count_Connected,subscriber_count_Idle,subscriber_count_Pending,subscriber_count_Unregistered,phoenix_memory_used_cm_globalP_smf,phoenix_memory_used_cm_packetP_smf,phoenix_memory_used_cm_sessionP_smf,phoenix_memory_used_cm_transactionP_smf
2024-02-28 10:20:06,7,7,2,0.43,0.30000000000000004,42047488,126976,45756416,126976,2005905408,0,0,0,10000,0.065683,-0.003538,0.07745,0.001313
2024-02-28 10:20:07,7,7,2,0.43,0.30000000000000004,42121216,126976,45756416,126976,2005905408,1,0,0,9999,0.065683,-0.003538,0.07745,0.001313
2024-02-28 10:20:08,15,15,10,0.43,0.31,45596672,114688,50626560,118784,2005905408,6,0,0,9994,0.066451,-0.002606,0.218486,0.001313
2024-02-28 10:20:09,25,25,20,0.44,0.32,46833664,114688,51437568,118784,2005905408,11,0,0,9989,0.067411,-0.001441,0.39478100000000005,0.001313
2024-02-28 10:20:10,35,35,30,0.45,0.32,48111616,114688,52518912,118784,2005905408,16,0,0,9984,0.068371,-0.0002760000000000002,0.5710810000000001,0.001313
2024-02-28 10:20:11,45,45,40,0.46,0.33,49463296,114688,54812672,118784,2005905408,21,0,0,9979,0.069331,0.000889,0.747381,0.001313
2024-02-28 10:20:12,55,55,50,0.47,0.34,50884608,114688,56164352,118784,2005905408,26,0,0,9974,0.070291,0.0020540000000000003,0.923681,0.001313
2024-02-28 10:20:13,65,65,60,0.48,0.35000000000000003,52383744,114688,57516032,118784,2005905408,31,0,0,9969,0.071251,0.0032189999999999996,1.0999809999999999,0.001313
2024-02-28 10:20:14,75,75,70,0.49,0.36000000000000004,53940224,114688,58867712,118784,2005905408,36,0,0,9964,0.072211,0.004384,1.276281,0.001313
2024-02-28 10:20:15,85,85,80,0.51,0.36000000000000004,55578624,114688,60489728,118784,2005905408,41,0,0,9959,0.073171,0.005548999999999999,1.4525810000000001,0.001313
2024-02-28 10:20:16,95,95,90,0.52,0.37,57266176,114688,61841408,118784,2005905408,46,0,0,9954,0.074131,0.006714,1.6288809999999998,0.001313
2024-02-28 10:20:17,105,105,100,0.5499999999999999,0.38,59052032,114688,63733760,118784,2005905408,51,0,0,9949,0.075091,0.007879,1.805181,0.001313
2024-02-28 10:20:18,115,115,110,0.5599999999999999,0.41,60887040,114688,66158592,118784,2005905408,56,0,0,9944,0.07605100000000001,0.009044,1.9814809999999998,0.001313
